data,ticker,nome,setor,industria,preco_atual,market_cap,pl,pl_forward,pvp,psr,ev_ebitda,roe,roa,margem_liquida,margem_bruta,margem_ebitda,dividend_yield,payout_ratio,divida_patrimonio,lpa,lpa_forward,beta,volume_medio
2026-08-24,ABCB4,ABC BRASIL  PN      N2,Financial Services,Banks - Regional,22.72,5854939136.0,4.0789943,4.7514977,0.8073916,2.3489144,,0.14905,0.01544,0.40916002,0.0,0.0,10.27,0.48479998,,5.57,4.78165,0.191,613946
2026-08-25,ABCB4,ABC BRASIL  PN      N2,Financial Services,Banks - Regional,23.05,5939979776.0,4.1382403,4.8205113,0.8191187,2.3830314,,0.14905,0.01544,0.40916002,0.0,0.0,10.28,0.48479998,,5.57,4.78165,0.191,618677
2026-08-27,ABCB4,ABC BRASIL  PN      N2,Financial Services,Banks - Regional,23.04,5937403392.0,4.136445,4.8184204,0.8187634,2.3819978,,0.14905,0.01544,0.40916002,0.0,0.0,10.13,0.48479998,,5.57,4.78165,0.191,622279
2026-08-24,ABEV3,AMBEV S/A   ON,Consumer Defensive,Beverages - Brewers,15.25,235154964480.0,14.805825,13.736759,2.6684163,2.6640933,8.1,0.184,0.10296,0.18406,0.51903,0.30346,4.87,0.7648,3.317,1.03,1.11016,0.262,27466189
2026-08-25,ABEV3,AMBEV S/A   ON,Consumer Defensive,Beverages - Brewers,15.31,236080185344.0,14.8640785,13.790806,2.678915,2.674575,8.245,0.184,0.10296,0.18406,0.51903,0.30346,4.79,0.7648,3.317,1.03,1.11016,0.262,27769703
2026-08-27,ABEV3,AMBEV S/A   ON,Consumer Defensive,Beverages - Brewers,15.24,235000774656.0,14.796117,13.727751,2.6666665,2.6623464,8.239,0.184,0.10296,0.18406,0.51903,0.30346,4.78,0.7648,3.317,1.03,1.11016,0.262,27481376
2026-08-24,ALOS3,ALLOS       ON      NM,Real Estate,Real Estate Services,26.01,13008670720.0,13.689474,13.390858,1.0120622,4.370368,9.596,0.07586,0.03656,0.31397,0.73697996,0.71266,13.43,1.5509,56.087,1.9,1.94237,0.123,4782490
2026-08-25,ALOS3,ALLOS       ON  ED  NM,Real Estate,Real Estate Services,26.56,13283747840.0,14.05291,13.674016,1.033463,4.4627824,9.58,0.07586,0.03656,0.31397,0.73697996,0.71266,13.47,1.5509,56.087,1.89,1.94237,0.123,4755887
2026-08-27,ALOS3,ALLOS       ON  ED  NM,Real Estate,Real Estate Services,26.43,13218729984.0,13.984127,13.607088,1.0284046,4.440939,9.71,0.07586,0.03656,0.31397,0.73697996,0.71266,13.19,1.5509,56.087,1.89,1.94237,0.123,4751846
2026-08-24,ALPA4,ALPARGATAS  PN      N1,Consumer Cyclical,Footwear & Accessories,12.7,8625871872.0,12.828282,10.339998,2.3831863,1.7870628,11.343,0.18084998,0.07609,0.14524001,0.52955,0.17177,5.04,0.5444,38.72,0.99,1.22824,0.545,1541273
2026-08-25,ALPA4,ALPARGATAS  PN      N1,Consumer Cyclical,Footwear & Accessories,13.24,8992642048.0,13.373737,10.779652,2.4845185,1.8630483,11.228,0.18084998,0.07609,0.14524001,0.52955,0.17177,5.1,0.5444,38.72,0.99,1.22824,0.545,1548087
2026-08-27,ALPA4,ALPARGATAS  PN      N1,Consumer Cyclical,Footwear & Accessories,13.6,9237154816.0,13.737374,11.072755,2.5520737,1.9137052,11.671,0.18084998,0.07609,0.14524001,0.52955,0.17177,4.89,0.5444,38.72,0.99,1.22824,0.545,1553075
2026-08-24,ALUP11,ALUPAR      UNT ED  N2,Utilities,Utilities - Renewable,31.96,15201965056.0,7.6587586,11.524343,1.1495988,3.0343657,7.9,0.15841,0.05696,0.27677,0.65850997,0.64697,2.33,,111.329,4.173,2.77326,0.141,880614
2026-08-25,ALUP11,ALUPAR      UNT ED  N2,Utilities,Utilities - Renewable,32.66,15534924800.0,7.8265038,11.776753,1.1166958,3.1008255,7.882,0.15841,0.05696,0.27677,0.65850997,0.64697,2.35,,111.329,4.173,2.77326,0.141,882693
2026-08-27,ALUP11,ALUPAR      UNT ED  N2,Utilities,Utilities - Renewable,32.8,15601516544.0,7.8600526,11.827235,1.1214825,3.1141176,7.968,0.15841,0.05696,0.27677,0.65850997,0.64697,2.3,,111.329,4.173,2.77326,0.141,877610
2026-08-24,ANIM3,ANIMA       ON      NM,Consumer Defensive,Education & Training Services,2.51,948429056.0,6.121951,3.3433678,0.4122865,0.22860944,4.858,0.09607001,0.065349996,0.03708,0.63391,0.30563998,3.28,0.18969999,161.397,0.41,0.75074,,9610831
2026-08-25,ANIM3,ANIMA       ON      NM,Consumer Defensive,Education & Training Services,2.74,1035336960.0,6.682927,3.6497324,0.45006573,0.24955773,4.9,0.09607001,0.065349996,0.03708,0.63391,0.30563998,3.1,0.18969999,161.397,0.41,0.75074,,9708448
2026-08-27,ANIM3,ANIMA       ON      NM,Consumer Defensive,Education & Training Services,2.73,1031558336.0,6.658537,3.6364121,0.42669585,0.24864693,4.606,0.09607001,0.065349996,0.03708,0.63391,0.30524,2.84,0.18969999,201.974,0.41,0.75074,0.716,9873139
2026-08-24,ARML3,ARMAC       ON      NM,Industrials,Rental & Leasing Services,3.45,1193817088.0,20.294117,3.108108,0.8778626,0.59892994,5.104,0.06273,0.05254,0.031089999,0.31827,0.36566,18.72,3.14,212.081,0.17,1.11,0.096,947121
2026-08-25,ARML3,ARMAC       ON      NM,Industrials,Rental & Leasing Services,3.7,1280325632.0,21.764706,3.3333333,0.9315207,0.64233065,5.175,0.06273,0.05254,0.031089999,0.31827,0.36566,17.9,3.14,212.081,0.17,1.11,0.096,940040
2026-08-27,ARML3,ARMAC       ON      NM,Industrials,Rental & Leasing Services,3.7,1280325632.0,20.555555,3.3333333,0.9315207,0.64233065,5.294,0.06273,0.05254,0.031089999,0.31827,0.36566,16.69,3.14,212.081,0.18,1.11,0.096,939451
2026-08-24,ASAI3,ASSAI       ON      NM,Consumer Defensive,Grocery Stores,8.31,11122577408.0,22.459461,8.843625,1.7527947,0.143395,5.576,0.16157,0.06763,0.01244,0.18195999,0.078049995,1.42,0.32099998,425.355,0.37,0.93966,0.237,10738504
2026-08-25,ASAI3,ASSAI       ON      NM,Consumer Defensive,Grocery Stores,8.96,11992573952.0,24.216215,9.535364,1.8898966,0.15461121,5.556,0.16157,0.06763,0.01244,0.18195999,0.078049995,1.43,0.32099998,425.355,0.37,0.93966,0.237,10658756
2026-08-27,ASAI3,ASSAI       ON      NM,Consumer Defensive,Grocery Stores,8.37,11202884608.0,22.62162,8.375947,1.7654502,0.14443035,5.569,0.16157,0.06763,0.01244,0.18195999,0.078049995,1.33,0.32099998,425.355,0.37,0.99929,0.237,10569650
2026-08-24,AUAU3,PETZCOBASI  ON      NM,Consumer Cyclical,Personal Services,3.23,2780364032.0,,9.526057,0.8890724,0.5541868,6.996,0.09104,0.05605,0.03836,0.46493,0.12603,0.94,,70.19,,0.33907,,3061290
2026-08-25,AUAU3,PETZCOBASI  ON      NM,Consumer Cyclical,Personal Services,3.33,2866443264.0,,9.820981,0.91659784,0.57134426,6.996,0.09104,0.05605,0.03836,0.46493,0.12603,0.94,,70.19,,0.33907,,3075690
2026-08-27,AUAU3,PETZCOBASI  ON      NM,Consumer Cyclical,Personal Services,3.28,2823403520.0,,9.673519,0.90283513,0.56276554,7.079,0.09104,0.05605,0.03836,0.46493,0.12603,0.91,,70.19,,0.33907,,3119878
2026-08-24,AURE3,AUREN       ON      NM,Utilities,Utilities - Renewable,10.25,10707509248.0,,-72.20344,0.9304648,0.7949652,10.36,-0.076799996,0.020380002,-0.08088,0.16885,0.22895001,0.41,0.0,185.482,-1.04,-0.14196,0.2,2833615
2026-08-25,AURE3,AUREN       ON      NM,Utilities,Utilities - Renewable,10.71,11188041728.0,,-75.44379,0.97222227,0.83064175,10.367,-0.076799996,0.020380002,-0.08088,0.16885,0.22895001,0.41,0.0,185.482,-1.04,-0.14196,0.2,2857660
2026-08-27,AURE3,AUREN       ON      NM,Utilities,Utilities - Renewable,10.85,11334290432.0,,-76.429985,0.98493105,0.8414998,10.523,-0.076799996,0.020380002,-0.08088,0.16885,0.22895001,0.41,0.0,185.482,-1.04,-0.14196,0.2,2868387
2026-08-24,AXIA3,AXIA ENERGIAON  ATZ NM,Utilities,Utilities - Renewable,52.53,119607132160.0,10.043977,9.018537,1.2321441,2.6836786,11.231,0.10005999,0.03031,0.2705,0.47402,0.40272,7.03,0.6973,62.519,5.23,5.82467,0.217,11200596
2026-08-25,AXIA3,AXIA ENERGIAON  ATZ NM,Utilities,Utilities - Renewable,53.65,122157301760.0,10.258126,9.210823,1.2584149,2.740898,11.34,0.10005999,0.03031,0.2705,0.47402,0.40272,6.94,0.6973,62.519,5.23,5.82467,0.217,11322539
2026-08-27,AXIA3,AXIA ENERGIAON  ATZ NM,Utilities,Utilities - Renewable,53.41,121610829824.0,10.212237,9.169619,1.2527854,2.7286365,11.48,0.10005999,0.03031,0.2705,0.47402,0.40272,6.8,0.6973,62.519,5.23,5.82467,0.217,11410166
2026-08-24,AZZA3,AZZAS 2154  ON      NM,Consumer Cyclical,Footwear & Accessories,14.54,2939637504.0,2.913828,3.043885,0.016961787,0.25865394,2.285,0.03958,0.033210002,0.02852,0.54604,0.11472999,16.36,0.49580002,49.417,4.99,4.77679,,2573873
2026-08-25,AZZA3,AZZAS 2154  ON      NM,Consumer Cyclical,Footwear & Accessories,14.64,2959855104.0,2.933868,3.0648196,0.017078442,0.26043284,2.281,0.03958,0.033210002,0.02852,0.54604,0.11472999,17.03,0.49580002,49.417,4.99,4.77679,,2610570
2026-08-27,AZZA3,AZZAS 2154  ON      NM,Consumer Cyclical,Footwear & Accessories,14.89,3010398976.0,2.9839683,3.117156,0.37441224,0.26488012,5.464,0.03958,0.03331,0.02852,0.54604,0.09712,16.91,0.49580002,49.417,4.99,4.77679,0.029,2624432
2026-08-24,B3SA3,B3          ON      NM,Financial Services,Financial Data & Stock Exchanges,15.45,77109862400.0,15.45,12.041995,4.128808,7.1549444,10.364,0.27714002,0.09255,0.49453998,0.95095,0.67370003,5.86,0.7541,82.574,1.0,1.28301,0.11,38219121
2026-08-25,B3SA3,B3          ON      NM,Financial Services,Financial Data & Stock Exchanges,15.75,78607138816.0,15.75,12.27582,4.208979,7.293875,10.612,0.27714002,0.09255,0.49453998,0.95095,0.67370003,5.73,0.7541,82.574,1.0,1.28301,0.11,38481151
2026-08-27,B3SA3,B3          ON      NM,Financial Services,Financial Data & Stock Exchanges,15.75,78607138816.0,15.75,12.27582,4.208979,7.293875,10.819,0.27714002,0.09255,0.49453998,0.95095,0.67370003,5.62,0.7541,82.574,1.0,1.28301,0.11,38400621
2026-08-24,BBAS3,BRASIL      ON      NM,Financial Services,Banks - Regional,18.6,106185048064.0,8.651162,4.047658,0.5834928,1.4152488,,0.105459996,0.007850001,0.21834,0.0,0.0,0.75,0.115200005,,2.15,4.59525,0.234,23009095
2026-08-25,BBAS3,BRASIL      ON      NM,Financial Services,Banks - Regional,19.57,111722643456.0,9.102325,4.258745,0.61392224,1.4890546,,0.105459996,0.007850001,0.21834,0.0,0.0,0.74,0.115200005,,2.15,4.59525,0.234,23122359
2026-08-27,BBAS3,BRASIL      ON      NM,Financial Services,Banks - Regional,19.52,111437209600.0,9.079069,4.2478647,0.61235374,1.4852502,,0.105459996,0.007850001,0.21834,0.0,0.0,0.71,0.115200005,,2.15,4.59525,0.234,23470103
2026-08-24,BBDC3,BRADESCO    ON      N1,Financial Services,Banks - Regional,14.36,156404449280.0,6.5570774,,0.8373666,1.6767546,,0.13763,0.010650001,0.26071,0.0,0.0,1.44,0.64449996,,2.19,,0.233,6942554
2026-08-25,BBDC3,BRADESCO    ON      N1,Financial Services,Banks - Regional,14.78,160978944000.0,6.748858,,0.86185783,1.7257961,,0.13763,0.010650001,0.26071,0.0,0.0,1.44,0.64449996,,2.19,,0.233,7010284
2026-08-27,BBDC3,BRADESCO    ON      N1,Financial Services,Banks - Regional,14.92,162503786496.0,6.812785,,0.8700216,1.7421434,,0.13763,0.010650001,0.26071,0.0,0.0,1.4,0.64449996,,2.19,,0.233,6994148
2026-08-24,BBDC4,BRADESCO    PN      N1,Financial Services,Banks - Regional,16.27,176898654208.0,7.4292235,5.410169,0.9487434,1.8964655,,0.13763,0.010650001,0.26071,0.0,0.0,1.4,0.709,,2.19,3.0073,0.233,31066984
2026-08-25,BBDC4,BRADESCO    PN      N1,Financial Services,Banks - Regional,16.78,182443720704.0,7.662101,5.5797563,0.9784827,1.9559121,,0.13763,0.010650001,0.26071,0.0,0.0,1.4,0.709,,2.19,3.0073,0.233,31350808
2026-08-27,BBDC4,BRADESCO    PN      N1,Financial Services,Banks - Regional,16.99,184726978560.0,7.7579904,5.649586,0.9907283,1.9803901,,0.13763,0.010650001,0.26071,0.0,0.0,1.36,0.709,,2.19,3.0073,0.233,31598911
2026-08-24,BBSE3,BBSEGURIDADEON      NM,Financial Services,Insurance - Diversified,38.1,73961562112.0,8.054968,8.651462,6.7914433,7.0771046,6.586,0.85944,0.28809,0.87929,0.98227996,0.95492,12.34,0.96169996,,4.73,4.40388,0.08,6359243
2026-08-25,BBSE3,BBSEGURIDADEON      NM,Financial Services,Insurance - Diversified,38.9,75514568704.0,8.224102,8.83312,6.9340463,7.225706,6.763,0.85944,0.28809,0.87929,0.98227996,0.95492,12.05,0.96169996,,4.73,4.40388,0.08,6456104
2026-08-27,BBSE3,BBSEGURIDADEON      NM,Financial Services,Insurance - Diversified,39.41,76504604672.0,8.3319235,8.948927,7.0249553,7.320439,7.018,0.85944,0.28809,0.87929,0.98227996,0.95492,11.8,0.96169996,,4.73,4.40388,0.08,6527412
2026-08-24,BEEF3,MINERVA     ON  ATZ NM,Consumer Defensive,Packaged Foods,3.93,3895191808.0,10.076923,4.7557964,2.4670432,0.0680649,3.924,0.2322,0.05337,0.00801,0.16832,0.08465,3.12,0.5039,1346.483,0.39,0.82636,0.26,12985292
2026-08-25,BEEF3,MINERVA     ON  ATZ NM,Consumer Defensive,Packaged Foods,4.05,4014128896.0,10.384616,4.901012,2.542373,0.070143215,3.911,0.2322,0.05337,0.00801,0.16832,0.08465,3.17,0.5039,1346.483,0.39,0.82636,0.26,13085271
2026-08-27,BEEF3,MINERVA     ON  ATZ NM,Consumer Defensive,Packaged Foods,4.1,4063685888.0,10.51282,5.519655,2.57376,0.071009174,3.936,0.2322,0.05337,0.00801,0.16832,0.08465,3.08,0.5039,1346.483,0.39,0.7428,0.26,13155814
2026-08-24,BLAU3,BLAU        ON      NM,Healthcare,Drug Manufacturers - Specialty & Generic,8.99,2076554752.0,8.90099,6.4867125,0.8897466,1.1626014,5.671,0.10276,0.051469997,0.13092,0.41339,0.19944,3.38,0.73730004,36.829,1.01,1.38591,0.458,245942
2026-08-25,BLAU3,BLAU        ON      NM,Healthcare,Drug Manufacturers - Specialty & Generic,9.25,2136610816.0,9.158416,6.674315,0.915479,1.1962249,5.691,0.10276,0.051469997,0.13092,0.41339,0.19944,3.37,0.73730004,36.829,1.01,1.38591,0.458,247107
2026-08-27,BLAU3,BLAU        ON      NM,Healthcare,Drug Manufacturers - Specialty & Generic,9.07,2095033472.0,8.980198,6.544436,0.89766425,1.172947,5.743,0.10276,0.051469997,0.13092,0.41339,0.19944,3.28,0.73730004,36.829,1.01,1.38591,0.458,246670
2026-08-24,BMOB3,BEMOBI TECH ON  EJ  NM,Communication Services,Entertainment,23.14,1930515968.0,12.243386,10.330357,2.0477874,1.0265622,11.13,0.16359,0.060159996,0.08492,0.26634002,0.07852,8.64,0.9411,4.697,1.89,2.24,0.068,383901
2026-08-25,BMOB3,BEMOBI TECH ON  EJ  NM,Communication Services,Entertainment,23.78,1983909760.0,12.582011,10.616072,2.1044247,1.0549546,11.322,0.16359,0.060159996,0.08492,0.26634002,0.07852,8.52,0.9411,4.697,1.89,2.24,0.068,355957
2026-08-27,BMOB3,BEMOBI TECH ON  EJ  NM,Communication Services,Entertainment,24.17,2016446464.0,12.78836,10.790178,2.138938,1.0722562,11.683,0.16359,0.060159996,0.08492,0.26634002,0.07852,8.29,0.9411,4.697,1.89,2.24,0.068,342579
2026-08-24,BPAC11,BTGP BANCO  UNT     N2,Financial Services,Capital Markets,52.6,177238851584.0,85.66775,8.641253,3.1517768,3.8755918,,0.24406,0.02409,0.39796,0.0,0.0,1.78,,,0.614,6.08708,0.323,10572473
2026-08-25,BPAC11,BTGP BANCO  UNT     N2,Financial Services,Capital Markets,54.2,182630154240.0,88.27361,8.904105,3.2476482,3.9934807,,0.24406,0.02409,0.39796,0.0,0.0,1.76,,,0.614,6.08708,0.323,10651201
2026-08-27,BPAC11,BTGP BANCO  UNT     N2,Financial Services,Capital Markets,54.07,182192111616.0,88.06188,8.882749,3.2398586,3.9839022,,0.24406,0.02409,0.39796,0.0,0.0,1.71,,,0.614,6.08708,0.323,10693139
2026-08-24,BRAP4,BRADESPAR   PN      N1,Financial Services,Asset Management,21.49,8447646208.0,15.35,2.8724802,1.1046003,,,0.0695,-0.00745,0.0,0.0,0.0,16.58,1.6883,0.051,1.4,7.48134,,1824984
2026-08-25,BRAP4,BRADESPAR   PN      N1,Financial Services,Asset Management,21.89,8604884992.0,15.635715,2.9259465,1.1251606,,,0.0695,-0.00745,0.0,0.0,0.0,16.23,1.6883,0.051,1.4,7.48134,,1832662
2026-08-27,BRAP4,BRADESPAR   PN      N1,Financial Services,Asset Management,21.95,8628470784.0,15.678573,2.9339664,1.1282448,,,0.0695,-0.00745,0.0,0.0,0.0,15.93,1.6883,0.051,1.4,7.48134,,1844636
2026-08-24,BRAV3,BRAVA       ON  ATZ NM,Energy,Oil & Gas E&P,18.15,8431457280.0,181.5,5.1567187,0.6864599,0.6833232,4.898,0.0044400003,0.03707,0.00441,0.27532,0.38224998,0.66,1.236,154.57,0.1,3.51968,-0.223,6803943
2026-08-25,BRAV3,BRAVA       ON  ATZ NM,Energy,Oil & Gas E&P,18.2,8454684672.0,182.0,5.1709247,0.688351,0.68520564,4.834,0.0044400003,0.03707,0.00441,0.27532,0.38224998,0.68,1.236,154.57,0.1,3.51968,-0.223,6754679
2026-08-27,BRAV3,BRAVA       ON  ATZ NM,Energy,Oil & Gas E&P,17.72,8231703552.0,177.2,5.0345483,0.67019665,0.6671343,4.792,0.0044400003,0.03707,0.00441,0.27532,0.38224998,0.68,1.236,154.57,0.1,3.51968,-0.223,6668179
2026-08-24,BRBI11,BR PARTNERS UNT ED  N2,Financial Services,Capital Markets,12.4,,28.181818,6.1069,1.6078838,,,0.19736,0.0094,0.0,0.0,0.0,14.32,,2141.084,0.44,2.03049,0.155,317415
2026-08-25,BRBI11,BR PARTNERS UNT ED  N2,Financial Services,Capital Markets,12.86,,29.227272,6.3334465,1.6675311,,,0.19736,0.0094,0.0,0.0,0.0,14.03,,2141.084,0.44,2.03049,0.155,317420
2026-08-27,BRBI11,BR PARTNERS UNT ED  N2,Financial Services,Capital Markets,13.01,,29.568182,6.407321,1.6869814,,,0.19736,0.0094,0.0,0.0,0.0,13.53,,2141.084,0.44,2.03049,0.155,318851
2026-08-24,BRKM5,BRASKEM     PNA     N1,Basic Materials,Chemicals,4.73,3769660416.0,,-5.6075873,-0.29951873,0.053392358,7.898,,0.034649998,-0.07847,0.11517,0.1182,,0.0,,-6.95,-0.8435,0.726,7575842
2026-08-25,BRKM5,BRASKEM     PNA     N1,Basic Materials,Chemicals,4.11,3275540224.0,,-3.3151577,-0.26025838,0.046393786,7.866,,0.034649998,-0.07847,0.11517,0.1182,,0.0,,-6.95,-1.23976,0.726,7662450
2026-08-27,BRKM5,BRASKEM     PNA     N1,Basic Materials,Chemicals,3.52,2805328640.0,,-2.8392591,-0.22289766,0.039733846,7.806,,0.034649998,-0.07847,0.11517,0.1182,,0.0,,-6.95,-1.23976,0.726,8106370
2026-08-24,BRSR6,BANRISUL    PNB     N1,Financial Services,Banks - Regional,13.53,5533424640.0,3.3740647,4.157614,0.46717998,0.7544289,,0.14481,0.009980001,0.22384001,0.0,0.0,6.57,0.286,,4.01,3.25427,0.157,1755442
2026-08-25,BRSR6,BANRISUL    PNB     N1,Financial Services,Banks - Regional,14.0,5725642752.0,3.4912717,4.30204,0.48340872,0.780636,,0.14481,0.009980001,0.22384001,0.0,0.0,6.49,0.286,,4.01,3.25427,0.157,1773647
2026-08-27,BRSR6,BANRISUL    PNB     N1,Financial Services,Banks - Regional,13.85,5664296448.0,3.4538653,4.2559466,0.47822934,0.77227205,,0.14481,0.009980001,0.22384001,0.0,0.0,6.27,0.286,,4.01,3.25427,0.157,1743073
2026-08-24,CAML3,CAMIL       ON      NM,Consumer Defensive,Packaged Foods,4.76,1623499136.0,15.866667,4.5623155,0.54319304,0.14631851,7.625,0.0341,0.03093,0.00994,0.22874,0.07288,8.36,1.2103,198.954,0.3,1.04333,0.287,1079181
2026-08-25,CAML3,CAMIL       ON      NM,Consumer Defensive,Packaged Foods,4.84,1650784768.0,15.612904,4.638993,0.5523223,0.14877763,7.562,0.0341,0.03093,0.00994,0.22874,0.07288,8.62,1.2103,198.954,0.31,1.04333,0.287,1087709
2026-08-27,CAML3,CAMIL       ON      NM,Consumer Defensive,Packaged Foods,4.91,1674659712.0,16.366665,4.706085,0.5603104,0.15092938,7.596,0.0341,0.03093,0.00994,0.22874,0.07288,8.48,1.2103,198.954,0.3,1.04333,0.287,986679
2026-08-24,CASH3,MELIUZ      ON      NM,Communication Services,Internet Content & Information,5.47,569806592.0,,6.3604646,1.4421302,1.1490492,5.255,-0.20842,0.096140005,-0.20309,0.37695,0.20257,,0.0,0.001,-0.66,0.86,0.778,1667918
2026-08-25,CASH3,MELIUZ      ON      NM,Communication Services,Internet Content & Information,5.58,581265216.0,,6.488372,1.471131,1.1721561,5.108,-0.20842,0.096140005,-0.20309,0.37695,0.20257,,0.0,0.001,-0.66,0.86,0.778,1677284
2026-08-27,CASH3,MELIUZ      ON      NM,Communication Services,Internet Content & Information,5.73,596890688.0,,6.662791,1.5106776,1.2036659,5.232,-0.20842,0.096140005,-0.20309,0.37695,0.20257,,0.0,0.001,-0.93,0.86,0.778,1698530
2026-08-24,CBAV3,CBA         ON      NM,Basic Materials,Aluminum,11.14,7252950016.0,12.108696,9.521368,1.4322449,0.7780493,6.98,0.14575,0.034930002,0.06414,0.13662,0.16003999,0.39,0.0481,89.138,0.92,1.17,1.013,2344629
2026-08-25,CBAV3,CBA         ON      NM,Basic Materials,Aluminum,11.18,7278992896.0,12.152174,9.555556,1.4373876,0.78084296,6.962,0.14575,0.034930002,0.06414,0.13662,0.16003999,0.4,0.0481,89.138,0.92,1.17,1.013,2332723
2026-08-27,CBAV3,CBA         ON      NM,Basic Materials,Aluminum,11.2,7292014080.0,12.173913,9.57265,1.4399588,0.7822398,6.988,0.14575,0.034930002,0.06414,0.13662,0.16003999,0.39,0.0481,89.138,0.92,1.17,1.013,2327717
2026-08-24,CEAB3,CEA MODAS   ON      NM,Consumer Cyclical,Specialty Retail,7.5,2250098432.0,4.032258,4.0353603,0.5916693,0.28075954,4.221,0.15493,0.059070002,0.07016,0.54568,0.12521,11.83,0.28,71.667,1.86,1.85857,0.821,7573928
2026-08-25,CEAB3,CEA MODAS   ON      NM,Consumer Cyclical,Specialty Retail,8.0,2400104960.0,4.3010755,4.3043847,0.63111395,0.29947683,4.179,0.15493,0.059070002,0.07016,0.54568,0.12521,12.05,0.28,71.667,1.86,1.85857,0.821,7556237
2026-08-27,CEAB3,CEA MODAS   ON      NM,Consumer Cyclical,Specialty Retail,7.85,2355102976.0,4.22043,4.223677,0.6192805,0.29386166,4.284,0.15493,0.059070002,0.07016,0.54568,0.12521,11.3,0.28,71.667,1.86,1.85857,0.821,7584534
2026-08-24,CMIG4,CEMIG       PN      N1,Utilities,Utilities - Regulated Electric,10.21,29207562240.0,6.3024693,8.81822,1.0008823,0.6677611,6.133,0.15944,0.05939,0.105059996,0.111379996,0.18039,12.76,0.7906,77.948,1.62,1.15783,0.058,13955075
2026-08-25,CMIG4,CEMIG       PN      N1,Utilities,Utilities - Regulated Electric,10.51,30065768448.0,6.487654,9.077326,1.0302912,0.6873819,6.195,0.15944,0.05939,0.105059996,0.111379996,0.18039,12.54,0.7906,77.948,1.62,1.15783,0.058,14055720
2026-08-27,CMIG4,CEMIG       PN      N1,Utilities,Utilities - Regulated Electric,10.5,30037159936.0,6.4814816,9.068688,1.0293108,0.6867279,6.3,0.15944,0.05939,0.105059996,0.111379996,0.18039,12.19,0.7906,77.948,1.62,1.15783,0.058,14003581
2026-08-24,CMIN3,CSNMINERACAOON      N2,Basic Materials,Steel,5.97,32131446784.0,18.65625,14.85592,4.3929358,1.8473915,5.585,0.28136,0.08286,0.13414,0.45797002,0.34027,10.59,1.1945,124.233,0.32,0.40186,0.919,9179104
2026-08-25,CMIN3,CSNMINERACAOON      N2,Basic Materials,Steel,5.88,31647055872.0,18.375,14.631962,4.326711,1.8195416,5.649,0.28136,0.08286,0.13414,0.45797002,0.34027,10.47,1.1945,124.233,0.32,0.40186,0.919,9251479
2026-08-27,CMIN3,CSNMINERACAOON      N2,Basic Materials,Steel,5.99,32239089664.0,18.71875,14.905688,4.407653,1.8535805,5.667,0.28136,0.08286,0.13414,0.45797002,0.34027,10.63,1.1945,124.233,0.32,0.40186,0.919,9228035
2026-08-24,COGN3,COGNA ON    ON      NM,Consumer Defensive,Education & Training Services,2.14,4284143872.0,5.9444447,4.3659215,0.31159,0.5470547,4.499,0.04926,0.04349,0.08963,0.65204,0.27304,8.99,0.3584,49.599,0.36,0.49016,,24677915
2026-08-25,COGN3,COGNA ON    ON      NM,Consumer Defensive,Education & Training Services,2.17,4344201728.0,6.0277777,4.427126,0.31595808,0.5547237,4.527,0.04926,0.04349,0.08963,0.65204,0.27304,8.86,0.3584,49.599,0.36,0.49016,,24890862
2026-08-27,COGN3,COGNA ON    ON      NM,Consumer Defensive,Education & Training Services,2.23,4464317952.0,6.194444,4.549535,0.32469425,0.5700616,4.611,0.04926,0.04349,0.08963,0.65204,0.27304,8.74,0.3584,49.599,0.36,0.49016,,25106100
2026-08-24,CPFE3,CPFL ENERGIAON      NM,Utilities,Utilities - Regulated Electric,42.85,49374101504.0,8.224567,9.8163185,2.173472,1.0824711,5.927,0.27276,0.087869994,0.13165,0.31938,0.30462998,8.82,0.71620005,154.706,5.21,4.36518,0.111,1517925
2026-08-25,CPFE3,CPFL ENERGIAON      NM,Utilities,Utilities - Regulated Electric,44.24,50975739904.0,8.491363,10.134748,2.2439768,1.1175852,5.971,0.27276,0.087869994,0.13165,0.31938,0.30462998,8.71,0.71620005,154.706,5.21,4.36518,0.111,1528738
2026-08-27,CPFE3,CPFL ENERGIAON      NM,Utilities,Utilities - Regulated Electric,44.55,51332935680.0,8.550863,10.205765,2.2597008,1.1254163,6.112,0.27276,0.087869994,0.13165,0.31938,0.30462998,8.43,0.71620005,154.706,5.21,4.36518,0.111,1485811
2026-08-24,CPLE3,COPEL       ON      NM,Utilities,Utilities - Regulated Electric,14.35,42613911552.0,13.411215,12.875845,1.8876611,1.5227207,9.549,0.12764,0.05447,0.11406,0.20426,0.24410999,7.51,0.996,97.604,1.07,1.11449,0.267,18354823
2026-08-25,CPLE3,COPEL       ON      NM,Utilities,Utilities - Regulated Electric,14.65,43504791552.0,13.691587,13.145025,1.9271244,1.5545545,9.641,0.12764,0.05447,0.11406,0.20426,0.24410999,7.4,0.996,97.604,1.07,1.11449,0.267,18339900
2026-08-27,CPLE3,COPEL       ON      NM,Utilities,Utilities - Regulated Electric,14.65,43504791552.0,13.691587,13.145025,1.9271244,1.5545545,9.781,0.12764,0.05447,0.11406,0.20426,0.24410999,7.25,0.996,97.604,1.07,1.11449,0.267,18190609
