data,ticker,nome,setor,industria,preco_atual,market_cap,pl,pl_forward,pvp,psr,ev_ebitda,roe,roa,margem_liquida,margem_bruta,margem_ebitda,dividend_yield,payout_ratio,divida_patrimonio,lpa,lpa_forward,beta,volume_medio
2026-08-24,CSAN3,COSAN       ON      NM,Energy,Oil & Gas Refining & Marketing,3.5,13805283328.0,,5.882353,2.777778,0.34441677,1.491,-0.27222002,0.0556,-0.22184,0.34462002,0.36222,,0.0,109.776,-2.9,0.595,0.489,32113220
2026-08-25,CSAN3,COSAN       ON      NM,Energy,Oil & Gas Refining & Marketing,3.75,14791374848.0,,6.3025208,2.9761906,0.36901796,1.453,-0.27222002,0.0556,-0.22184,0.34462002,0.36222,,0.0,109.776,-2.9,0.595,0.489,32276596
2026-08-27,CSAN3,COSAN       ON      NM,Energy,Oil & Gas Refining & Marketing,3.71,14633600000.0,,6.235294,2.9444444,0.36508176,1.51,-0.27222002,0.0556,-0.22184,0.34462002,0.36222,,0.0,109.776,-2.9,0.595,0.489,31938033
2026-08-24,CSMG3,COPASA      ON      NM,Utilities,Utilities - Regulated Water,54.56,20688140288.0,16.0,11.314104,2.3367167,2.3810809,9.926,0.1497,0.06351,0.14882,0.41573003,0.33223,2.22,0.5323,105.845,3.41,4.8223,0.274,5399089
2026-08-25,CSMG3,COPASA      ON      NM,Utilities,Utilities - Regulated Water,55.5,21044570112.0,16.27566,11.509031,2.3769753,2.422104,9.934,0.1497,0.06351,0.14882,0.41573003,0.33223,2.22,0.5323,105.845,3.41,4.8223,0.274,5397603
2026-08-27,CSMG3,COPASA      ON      NM,Utilities,Utilities - Regulated Water,55.1,20892897280.0,16.158358,11.426083,2.359844,2.404647,10.005,0.1497,0.06351,0.14882,0.41573003,0.33223,2.18,0.5323,105.845,3.41,4.8223,0.274,5373518
2026-08-24,CSNA3,SID NACIONALON,Basic Materials,Steel,5.16,6842644480.0,,-5.845104,0.5623978,0.15169816,6.736,-0.12294,0.0217,-0.05824,0.25778,0.16358,,0.0,356.987,-1.51,-0.88279,1.421,15382062
2026-08-25,CSNA3,SID NACIONALON,Basic Materials,Steel,5.08,6736557056.0,,-5.7544827,0.55367845,0.14934625,6.802,-0.12294,0.0217,-0.05824,0.25778,0.16358,,0.0,356.987,-1.51,-0.88279,1.421,15633996
2026-08-27,CSNA3,SID NACIONALON,Basic Materials,Steel,5.27,6988515328.0,,-51.04611,0.5743869,0.15493205,6.788,-0.12294,0.0217,-0.05824,0.25778,0.16358,,0.0,356.987,-1.51,-0.10324,1.421,15755612
2026-08-24,CURY3,CURY S/A    ON  ED  NM,Real Estate,Real Estate - Development,30.31,9336922112.0,8.30411,6.3076706,6.7580824,1.6109778,6.665,0.73690003,0.16145,0.18374,0.39707002,0.25253,13.87,1.1976,71.376,3.65,4.80526,0.023,3757017
2026-08-25,CURY3,CURY S/A    ON  ED  NM,Real Estate,Real Estate - Development,32.58,10036191232.0,8.926027,6.787925,6.0636516,1.6346104,6.219,0.68527,0.16299,0.17894,0.39691,0.24899,16.45,1.1976,65.557,3.65,4.7997,0.023,3782714
2026-08-27,CURY3,CURY S/A    ON  ED  NM,Real Estate,Real Estate - Development,31.99,9854442496.0,8.764383,6.665,5.953843,1.6050087,6.677,0.68527,0.16299,0.17894,0.39691,0.24899,15.31,1.1976,65.557,3.65,4.7997,0.023,3778792
2026-08-24,CVCB3,CVC BRASIL  ON      NM,Consumer Cyclical,Travel Services,1.62,843693696.0,54.0,11.172414,1.7627856,0.5719961,4.303,-0.33345002,0.04117,-0.08944,0.97578,0.18551001,,0.0,167.471,0.03,0.145,0.436,13027554
2026-08-25,CVCB3,CVC BRASIL  ON  ATZ NM,Consumer Cyclical,Travel Services,1.74,906189568.0,58.0,12.0,2.8064516,0.61436623,4.303,-0.33345002,0.04117,-0.08944,0.97578,0.18551001,,0.0,167.471,0.03,0.145,0.436,13036812
2026-08-27,CVCB3,CVC BRASIL  ON  ATZ NM,Consumer Cyclical,Travel Services,1.78,927021504.0,59.333332,12.275863,2.8709676,0.62848955,4.722,-0.33345002,0.04117,-0.08944,0.97578,0.18551001,,0.0,167.471,0.03,0.145,0.436,13118620
2026-08-24,CXSE3,CAIXA SEGURION      NM,Financial Services,Insurance - Diversified,18.7,56100003840.0,12.384107,10.878924,4.0669856,9.356533,10.95,0.33348998,0.20756,0.75434995,0.89702004,0.81491,7.67,0.8703,0.07,1.51,1.71892,0.083,6069451
2026-08-25,CXSE3,CAIXA SEGURION      NM,Financial Services,Insurance - Diversified,19.14,57419997184.0,12.675496,11.134898,4.162679,9.576686,11.227,0.33348998,0.20756,0.75434995,0.89702004,0.81491,7.49,0.8703,0.07,1.51,1.71892,0.083,6107818
2026-08-27,CXSE3,CAIXA SEGURION      NM,Financial Services,Insurance - Diversified,19.21,57629999104.0,12.721854,11.175621,4.177903,9.611711,11.497,0.33348998,0.20756,0.75434995,0.89702004,0.81491,7.31,0.8703,0.07,1.51,1.71892,0.083,6148284
2026-08-24,CYRE3,CYRELA REALTON      NM,Consumer Cyclical,Residential Construction,23.94,8769483776.0,5.148387,4.4698954,0.9340981,0.8837522,10.096,0.20594,0.03679,0.20556,0.33401,0.16303,16.44,0.5876,72.725,4.65,5.35583,0.08,6803504
2026-08-25,CYRE3,CYRELA REALTON      NM,Consumer Cyclical,Residential Construction,24.73,9058869248.0,5.3182793,4.6111217,0.96492255,0.915866,10.405,0.20593001,0.03681,0.20621,0.33354,0.16222,15.87,0.5876,72.721,4.65,5.36312,0.08,6811196
2026-08-27,CYRE3,CYRELA REALTON      NM,Consumer Cyclical,Residential Construction,24.09,8824430592.0,5.180645,4.4917884,0.9399508,0.8921639,10.446,0.20593001,0.03681,0.20621,0.33354,0.16222,15.36,0.5876,72.721,4.65,5.36312,0.08,6913571
2026-08-24,DASA3,DASA        ON      NM,Healthcare,Diagnostics & Research,2.63,3287044352.0,,11.538631,0.48054084,0.35251743,6.742,-0.12092,0.03526,-0.096,0.31016,0.1585,,0.0,111.747,-0.71,0.22793,0.323,1073801
2026-08-25,DASA3,DASA        ON      NM,Healthcare,Diagnostics & Research,2.62,3274545664.0,,11.494757,0.47871366,0.351177,6.784,-0.12092,0.03526,-0.096,0.31016,0.1585,,0.0,111.747,-0.71,0.22793,0.323,1047456
2026-08-27,DASA3,DASA        ON      NM,Healthcare,Diagnostics & Research,2.61,3262047488.0,,11.450884,0.4768865,0.34983665,6.767,-0.12092,0.03526,-0.096,0.31016,0.1585,,0.0,111.747,-0.71,0.22793,0.323,1024787
2026-08-24,DESK3,DESKTOP     ON      NM,Communication Services,Telecom Services,18.79,2184146432.0,39.145836,11.052941,1.5265254,1.7200075,5.716,0.04651,0.06516,0.04399,0.60501,0.48463002,0.77,0.3023,121.12,0.48,1.7,0.212,422256
2026-08-25,DESK3,DESKTOP     ON      NM,Communication Services,Telecom Services,19.0,2208556544.0,38.77551,11.17647,1.5437114,1.7392304,5.695,0.04651,0.06516,0.04399,0.60501,0.48463002,0.78,0.3023,121.12,0.49,1.7,0.212,412596
2026-08-27,DESK3,DESKTOP     ON      NM,Communication Services,Telecom Services,18.49,2149727488.0,38.520832,10.876471,1.502275,1.6929027,5.638,0.04651,0.06516,0.04399,0.60501,0.48463002,0.44,0.3023,121.12,0.48,1.7,0.212,415021
2026-08-24,DIRR3,DIRECIONAL  ON      NM,Real Estate,Real Estate - Development,10.64,5532840448.0,6.5276074,4.6294484,2.3776538,1.1461188,5.407,0.41882,0.05444,0.17729999,0.4035,0.25229,25.19,0.95089996,116.157,1.63,2.29833,0.253,7637171
2026-08-25,DIRR3,DIRECIONAL  ON      NM,Real Estate,Real Estate - Development,11.29,5870842368.0,6.92638,4.9122624,2.522905,1.2161354,5.475,0.41882,0.05444,0.17729999,0.4035,0.25229,24.81,0.95089996,116.157,1.63,2.29833,0.253,7655748
2026-08-27,DIRR3,DIRECIONAL  ON      NM,Real Estate,Real Estate - Development,11.01,3602869248.0,6.7546015,4.790435,2.4603353,0.7463284,5.753,0.41882,0.05444,0.17729999,0.4035,0.25229,23.38,0.95089996,116.157,1.63,2.29833,0.253,7767959
2026-08-24,DXCO3,DEXCO       ON      NM,Basic Materials,Lumber & Wood Production,5.05,4584747008.0,,8.145162,0.6621215,0.5409994,5.861,0.0073,0.02476,-0.00426,0.24889,0.22365999,1.02,0.0,118.511,-0.04,0.62,0.422,1778471
2026-08-25,DXCO3,DEXCO       ON      NM,Basic Materials,Lumber & Wood Production,5.15,4675533824.0,,8.306452,0.67523277,0.5517122,5.889,0.0073,0.02476,-0.00426,0.24889,0.22365999,1.02,0.0,118.511,-0.04,0.62,0.422,1777526
2026-08-27,DXCO3,DEXCO       ON      NM,Basic Materials,Lumber & Wood Production,5.13,4657376768.0,,8.274194,0.6726987,0.54956967,5.937,0.0073,0.02476,-0.00426,0.24889,0.22365999,1.02,0.0,118.511,-0.04,0.62,0.422,1770061
2026-08-24,ECOR3,ECORODOVIAS ON      NM,Industrials,Infrastructure Operations,6.67,4639793664.0,8.443038,8.036145,1.1278323,0.39019275,5.562,0.12307,0.06858,0.04593,0.36371,0.44244,4.52,0.7693,664.149,0.79,0.83,0.568,4942326
2026-08-25,ECOR3,ECORODOVIAS ON      NM,Industrials,Infrastructure Operations,6.95,4834567680.0,8.797468,8.373494,1.1751775,0.40657267,5.56,0.12307,0.06858,0.04593,0.36371,0.44244,4.53,0.7693,664.149,0.79,0.83,0.568,4928146
2026-08-27,ECOR3,ECORODOVIAS ON      NM,Industrials,Infrastructure Operations,6.95,4834567680.0,8.797468,8.373494,1.1751775,0.40657267,5.597,0.12307,0.06858,0.04593,0.36371,0.44244,4.35,0.7693,664.149,0.79,0.83,0.568,4952893
2026-08-24,EGIE3,ENGIE BRASILON  ED  NM,Utilities,Utilities - Renewable,28.04,39715340288.0,8.151163,10.692577,2.1334553,2.9029613,7.934,0.2859,0.06679,0.28941,0.47447,0.54594004,6.3,0.3478,205.959,3.44,2.62238,0.323,3545017
2026-08-25,EGIE3,ENGIE BRASILON  ED  NM,Utilities,Utilities - Renewable,28.85,40862609408.0,8.386628,11.001457,2.1950848,2.98682,7.997,0.2859,0.06679,0.28941,0.47447,0.54594004,6.21,0.3478,205.959,3.44,2.62238,0.323,3591858
2026-08-27,EGIE3,ENGIE BRASILON  ED  NM,Utilities,Utilities - Renewable,28.84,40848445440.0,8.38372,10.997643,2.194324,2.9857848,8.121,0.2859,0.06679,0.28941,0.47447,0.54594004,6.03,0.3478,205.959,3.44,2.62238,0.323,3625256
2026-08-24,EMBJ3,EMBRAER     ON      NM,Industrials,Aerospace & Defense,98.2,69902016512.0,30.687498,17.049465,3.9037962,1.584077,15.484,0.12189999,0.037,0.05278,0.1785,0.1078,1.14,0.3031,68.91,3.2,5.7597113,0.683,4857896
2026-08-25,EMBJ3,EMBRAER     ON      NM,Industrials,Aerospace & Defense,96.34,68578004992.0,30.391165,16.726532,3.8298547,1.5540731,15.623,0.12189999,0.037,0.05278,0.1785,0.1078,1.13,0.3031,68.91,3.17,5.7597113,0.683,4896306
2026-08-27,EMBJ3,EMBRAER     ON      NM,Industrials,Aerospace & Defense,97.23,69211537408.0,30.575472,16.825434,3.8652356,1.5684298,15.345,0.12189999,0.037,0.05278,0.1785,0.1078,1.16,0.3031,68.91,3.18,5.778752,0.683,4931140
2026-08-24,ENEV3,ENEVA       ON      NM,Utilities,Utilities - Diversified,26.1,49929433088.0,52.2,27.049997,2.4527771,2.6090984,12.147,0.071490005,0.04121,0.050300002,0.25725,0.318,,0.0,119.554,0.5,0.96488,0.311,8551226
2026-08-25,ENEV3,ENEVA       ON      NM,Utilities,Utilities - Diversified,26.69,51058106368.0,53.38,27.661472,2.508223,2.668078,12.379,0.071490005,0.04121,0.050300002,0.25725,0.318,,0.0,119.554,0.5,0.96488,0.311,8518770
2026-08-27,ENEV3,ENEVA       ON      NM,Utilities,Utilities - Diversified,26.38,50465071104.0,52.76,27.340187,2.4790902,2.6370885,12.467,0.071490005,0.04121,0.050300002,0.25725,0.318,,0.0,119.554,0.5,0.96488,0.311,8699634
2026-08-24,ENGI11,ENERGISA    UNT ED  N2,Utilities,Utilities - Regulated Electric,45.42,13911373824.0,32.913044,18.832718,0.8898554,0.37901464,6.773,0.09408,0.04834,0.04133,0.23554,0.22851999,4.57,,198.765,1.38,2.41176,0.077,2771900
2026-08-25,ENGI11,ENERGISA    UNT     N2,Utilities,Utilities - Regulated Electric,47.24,14468809728.0,34.231884,19.587355,0.9255124,0.39420193,6.803,0.09408,0.04834,0.04133,0.23554,0.22851999,4.51,,198.765,1.38,2.41176,0.077,2791184
2026-08-27,ENGI11,ENERGISA    UNT     N2,Utilities,Utilities - Regulated Electric,47.57,14569882624.0,34.471016,19.724184,0.93197757,0.39695567,6.901,0.09408,0.04834,0.04133,0.23554,0.22851999,4.33,,198.765,1.38,2.41176,0.077,2878507
2026-08-24,EQTL3,EQUATORIAL  ON      NM,Utilities,Utilities - Regulated Electric,36.33,45641334784.0,64.875,22.018183,1.7451245,0.8341934,8.875,0.050029997,0.04622,0.01752,0.24330999,0.21348,6.63,2.8304,226.843,0.56,1.65,0.024,8861629
2026-08-25,EQTL3,EQUATORIAL  ON      NM,Utilities,Utilities - Regulated Electric,37.15,46671499264.0,66.33929,22.515152,1.7845134,0.8530219,8.935,0.050029997,0.04622,0.01752,0.24330999,0.21348,6.53,2.8304,226.843,0.56,1.65,0.024,9008806
2026-08-27,EQTL3,EQUATORIAL  ON      NM,Utilities,Utilities - Regulated Electric,36.83,46269485056.0,65.76786,22.321213,1.7691422,0.8456742,9.023,0.050029997,0.04622,0.01752,0.24330999,0.21348,6.39,2.8304,226.843,0.56,1.65,0.024,8927921
2026-08-24,EVEN3,EVEN        ON      NM,Real Estate,Real Estate - Development,4.31,855118336.0,3.504065,2.803252,0.4443757,0.55367893,9.883,0.1113,0.02317,0.12827,0.28752002,0.12626,21.41,0.7449,64.461,1.23,1.5375,0.176,987051
2026-08-25,EVEN3,EVEN        ON      NM,Real Estate,Real Estate - Development,4.52,896783040.0,3.6747966,2.9398375,0.4660274,0.58065635,7.89,0.1113,0.029240001,0.12827,0.28752002,0.15863,21.26,0.7449,64.461,1.23,1.5375,0.176,984444
2026-08-27,EVEN3,EVEN        ON      NM,Real Estate,Real Estate - Development,4.51,894799040.0,3.6666667,2.9333334,0.4649964,0.57937175,8.052,0.1113,0.029240001,0.12827,0.28752002,0.15863,20.27,0.7449,64.461,1.23,1.5375,0.176,985848
2026-08-24,EZTC3,EZTEC       ON  ED  NM,Real Estate,Real Estate - Development,11.01,3053723136.0,6.6727276,4.8217783,0.5836205,2.1242554,9.688,0.10551,0.027479999,0.36948,0.4125,0.23204,3.36,0.69,34.175,1.65,2.28339,0.441,1939709
2026-08-25,EZTC3,EZTEC       ON  ED  NM,Real Estate,Real Estate - Development,11.76,3261742336.0,7.170732,5.1470137,0.62337667,2.2689593,9.472,0.10551,0.027479999,0.36948,0.4125,0.23204,3.44,0.69,34.175,1.64,2.28482,0.441,1956295
2026-08-27,EZTC3,EZTEC       ON  ED  NM,Real Estate,Real Estate - Development,11.55,3203496960.0,7.0,5.055103,0.6122449,2.2284422,10.095,0.10551,0.027479999,0.36948,0.4125,0.23204,3.22,0.69,34.175,1.65,2.28482,0.441,2014295
2026-08-24,FESA4,FERBASA     PN      N1,Basic Materials,Steel,5.12,1735001984.0,12.487804,3.6571429,0.52865255,0.7976731,11.624,0.04439,-0.01735,0.06782,0.097229995,0.05148,22.83,1.7172999,11.904,0.41,1.4,0.249,871971
2026-08-25,FESA4,FERBASA     PN      N1,Basic Materials,Steel,5.16,1748556672.0,12.9,3.6857142,0.5327826,0.80390495,11.896,0.04439,-0.01735,0.06782,0.097229995,0.05148,22.43,1.7172999,11.904,0.4,1.4,0.249,867503
2026-08-27,FESA4,FERBASA     PN      N1,Basic Materials,Steel,5.2,1762111360.0,12.682926,3.7142856,0.5369127,0.81013674,12.139,0.04439,-0.01735,0.06782,0.097229995,0.05148,22.25,1.7172999,11.904,0.41,1.4,0.249,879456
2026-08-24,FLRY3,FLEURY      ON  EJ  NM,Healthcare,Diagnostics & Research,18.57,10095138816.0,16.008621,12.322331,2.0235372,1.1483039,6.983,0.12618,0.06468,0.08011,0.27051002,0.22467,8.62,1.0424,98.018,1.16,1.50702,,2760817
2026-08-25,FLRY3,FLEURY      ON      NM,Healthcare,Diagnostics & Research,18.64,10133192704.0,16.068966,12.36878,2.031165,1.1526324,6.952,0.12618,0.06468,0.08011,0.27051002,0.22467,8.67,1.0424,98.018,1.16,1.50702,,2783073
2026-08-27,FLRY3,FLEURY      ON      NM,Healthcare,Diagnostics & Research,18.66,10144065536.0,16.086206,12.335314,2.0333443,1.1538692,6.971,0.12618,0.06468,0.08011,0.27051002,0.22467,8.64,1.0424,98.018,1.16,1.51273,,2845277
2026-08-24,FRAS3,"FRAS,LE     ON      N1",Consumer Cyclical,Auto Parts,23.25,6448040960.0,23.25,14.335923,2.5586002,1.1866398,7.969,0.124060005,0.06899,0.05391,0.33344,0.17758,2.16,0.36990002,100.733,1.0,1.6218,0.014,236715
2026-08-25,FRAS3,"FRAS,LE     ON      N1",Consumer Cyclical,Auto Parts,23.35,6475774976.0,23.35,14.397584,2.569605,1.1917437,8.677,0.124060005,0.06921,0.05391,0.33344,0.16921,2.16,0.36990002,112.652,1.0,1.6218,0.014,238401
2026-08-27,FRAS3,"FRAS,LE     ON      N1",Consumer Cyclical,Auto Parts,23.1,6406440960.0,23.1,14.243434,2.5420933,1.1789842,8.632,0.124060005,0.06921,0.05391,0.33344,0.16921,2.15,0.36990002,112.652,1.0,1.6218,0.014,236610
2026-08-24,GFSA3,GAFISA      ON      NM,Consumer Cyclical,Residential Construction,0.23,36194484.0,,0.76666665,0.0036774112,0.07344928,-4.362,-0.34651002,-0.049569998,-1.24055,-0.37278,-0.74625,,0.0,106.138,-74.47,0.3,0.208,3563279
2026-08-25,GFSA3,GAFISA      ON      NM,Consumer Cyclical,Residential Construction,0.21,33047134.0,,0.6999999,0.0033576363,0.06706238,-4.362,-0.34651002,-0.049569998,-1.24055,-0.37278,-0.74625,,0.0,106.138,-74.47,0.3,0.208,3612342
2026-08-27,GFSA3,GAFISA      ON      NM,Consumer Cyclical,Residential Construction,0.21,33047134.0,,0.6999999,0.0033576363,0.06706238,-4.361,-0.34651002,-0.049569998,-1.24055,-0.37278,-0.74625,,0.0,106.138,-74.47,0.3,0.208,3691376
2026-08-24,GGBR4,GERDAU      PN  ED  N1,Basic Materials,Steel,22.14,43441479680.0,19.252174,7.7733574,0.8117621,0.6246641,5.343,0.041810002,0.05029,0.03217,0.13104999,0.1437,4.15,0.5913,28.232,1.15,2.84819,0.907,10154807
2026-08-25,GGBR4,GERDAU      PN  ED  N1,Basic Materials,Steel,22.45,44049739776.0,19.52174,7.882199,0.8231283,0.6334106,5.341,0.041810002,0.05029,0.03217,0.13104999,0.1437,4.16,0.5913,28.232,1.15,2.84819,0.907,10369306
2026-08-27,GGBR4,GERDAU      PN  ED  N1,Basic Materials,Steel,22.88,44893450240.0,19.895653,8.033172,0.8388941,0.6455427,5.487,0.041810002,0.05029,0.03217,0.13104999,0.1437,4.1,0.5913,28.232,1.15,2.84819,0.907,10389114
2026-08-24,GGPS3,GPS         ON      NM,Industrials,Specialty Business Services,12.2,9178675200.0,9.68254,7.430506,2.0411577,0.51099324,5.417,0.22337,0.07276,0.050970003,0.14743,0.11602,4.41,0.2578,137.766,1.26,1.64188,0.261,3386343
2026-08-25,GGPS3,GPS         ON      NM,Industrials,Specialty Business Services,12.54,9434474496.0,9.952381,7.637586,2.0980425,0.52523404,5.453,0.22337,0.07276,0.050970003,0.14743,0.11602,4.37,0.2578,137.766,1.26,1.64188,0.261,3363373
2026-08-27,GGPS3,GPS         ON      NM,Industrials,Specialty Business Services,12.5,9404381184.0,9.920635,7.6132236,2.09135,0.5235587,5.575,0.22337,0.07276,0.050970003,0.14743,0.11602,4.25,0.2578,137.766,1.26,1.64188,0.261,3334829
2026-08-24,GMAT3,GRUPO MATEUSON      NM,Consumer Cyclical,Department Stores,4.3,9902845952.0,5.9722223,4.831461,0.9104383,0.2441037,6.377,0.14676,0.056999996,0.04109,0.22306,0.06278,6.01,0.1697,55.761,0.72,0.89,,5380364
2026-08-25,GMAT3,GRUPO MATEUSON      NM,Consumer Cyclical,Department Stores,4.64,10685860864.0,6.444444,5.213483,0.9824264,0.2634049,6.516,0.14676,0.056999996,0.04109,0.22306,0.06278,5.8,0.1697,55.761,0.72,0.89,,5404684
2026-08-27,GMAT3,GRUPO MATEUSON      NM,Consumer Cyclical,Department Stores,4.6,10593740800.0,6.3888884,5.1685395,0.9739572,0.26113415,7.151,0.14265999,0.055069998,0.03994,0.21765,0.05862,5.37,0.1697,55.761,0.72,0.89,0.455,5502032
2026-08-24,GOAU4,GERDAU MET  PN  ED  N1,Basic Materials,Steel,9.75,12896207872.0,16.25,4.8029556,0.67056394,0.18544024,5.819,0.04168,0.05061,0.011419999,0.13104999,0.14158,4.47,0.5542,28.199,0.6,2.03,0.87,8253085
2026-08-25,GOAU4,GERDAU MET  PN  ED  N1,Basic Materials,Steel,9.84,13015249920.0,16.4,4.847291,0.6767538,0.187152,5.805,0.04168,0.05061,0.011419999,0.13104999,0.14158,4.51,0.5542,28.199,0.6,2.03,0.87,8307838
2026-08-27,GOAU4,GERDAU MET  PN  ED  N1,Basic Materials,Steel,9.94,13147517952.0,16.566666,4.8965516,0.68363136,0.18905394,5.817,0.04168,0.05061,0.011419999,0.13104999,0.14158,4.47,0.5542,28.199,0.6,2.03,0.87,8444523
2026-08-24,GRND3,GRENDENE    ON      NM,Consumer Cyclical,Footwear & Accessories,3.51,3166581504.0,5.484375,4.68,1.0040046,1.2252955,11.713,0.17924,0.02665,0.24951,0.45237,0.10656,29.15,0.8631,2.237,0.64,0.75,0.4,2870534
2026-08-25,GRND3,GRENDENE    ON  EDJ NM,Consumer Cyclical,Footwear & Accessories,3.49,3148538368.0,5.453125,4.653333,0.99828374,1.2183138,11.713,0.17924,0.02665,0.24951,0.45237,0.10656,29.15,0.8631,2.237,0.64,0.75,0.4,2867604
2026-08-27,GRND3,GRENDENE    ON  EDJ NM,Consumer Cyclical,Footwear & Accessories,3.48,3139516928.0,5.4375,4.64,0.9954233,1.214823,11.713,0.17924,0.02665,0.24951,0.45237,0.10656,29.15,0.8631,2.237,0.64,0.75,0.4,2903403
2026-08-24,HAPV3,HAPVIDA     ON      NM,Financial Services,Insurance - Life,6.36,3021559296.0,,5.433761,0.06257687,0.09485097,4.274,-0.00358,0.01549,-0.00545,0.12845,0.08132,,0.0,32.983,-0.36,1.17046,0.256,6732367
2026-08-25,HAPV3,HAPVIDA     ON      NM,Financial Services,Insurance - Life,6.42,3050064640.0,,5.485023,0.063167214,0.095745794,4.241,-0.00358,0.01549,-0.00545,0.12845,0.08132,,0.0,32.983,-0.36,1.17046,0.256,6754162
2026-08-27,HAPV3,HAPVIDA     ON      NM,Financial Services,Insurance - Life,6.38,3031060992.0,,5.328078,0.06277365,0.09514924,4.252,-0.00358,0.01549,-0.00545,0.12845,0.08132,,0.0,32.983,-0.36,1.19743,0.256,6872893
2026-08-24,HBOR3,HELBOR      ON      NM,Real Estate,Real Estate Services,1.95,258752560.0,65.0,2.0967743,0.17866962,0.23459408,29.03,0.02323,0.0102699995,0.00413,0.29524,0.107200004,1.1,0.58599997,72.264,0.03,0.93,1.065,1035587
2026-08-25,HBOR3,HELBOR      ON      NM,Real Estate,Real Estate Services,1.99,264060304.0,66.333336,2.139785,0.18233463,0.23940626,29.164,0.02323,0.0102699995,0.00413,0.29524,0.107200004,1.03,0.58599997,72.264,0.03,0.93,1.065,1039180
2026-08-27,HBOR3,HELBOR      ON      NM,Real Estate,Real Estate Services,2.05,272021920.0,68.333336,2.204301,0.18783215,0.24662453,29.277,0.02323,0.0102699995,0.00413,0.29524,0.107200004,1.01,0.58599997,72.264,0.03,0.93,1.065,1024060
2026-08-24,HBSA3,HIDROVIAS   ON      NM,Industrials,Integrated Freight & Logistics,3.47,4720527872.0,173.5,12.247203,2.3541384,2.1014297,8.89,0.022060001,0.05076,-0.055219997,0.38042,0.36313,,0.0,156.208,0.02,0.28333,0.33,1918137
2026-08-25,HBSA3,HIDROVIAS   ON      NM,Industrials,Integrated Freight & Logistics,3.48,4734131200.0,174.0,12.282497,2.3609228,2.1074855,8.874,0.022060001,0.05076,-0.055219997,0.38042,0.36313,,0.0,156.208,0.02,0.28333,0.33,1912146
2026-08-27,HBSA3,HIDROVIAS   ON      NM,Industrials,Integrated Freight & Logistics,3.52,4788546560.0,176.0,12.423676,2.3880596,2.1317093,8.89,0.022060001,0.05076,-0.055219997,0.38042,0.36313,,0.0,156.208,0.02,0.28333,0.33,1868776
2026-08-24,HYPE3,HYPERA      ON      NM,Healthcare,Drug Manufacturers - Specialty & Generic,21.42,15079593984.0,8.083018,6.653414,1.044929,1.7099389,7.598,0.13163,0.063200004,0.19823,0.6117,0.30938,4.97,0.41779998,51.846,2.65,3.2194,0.105,2726162
2026-08-25,HYPE3,HYPERA      ON      NM,Healthcare,Drug Manufacturers - Specialty & Generic,21.8,15347111936.0,8.226415,6.771448,1.0634664,1.7402738,7.662,0.13163,0.063200004,0.19823,0.6117,0.30938,4.91,0.41779998,51.846,2.65,3.2194,0.105,2749646
2026-08-27,HYPE3,HYPERA      ON      NM,Healthcare,Drug Manufacturers - Specialty & Generic,22.01,15494950912.0,8.337121,6.836678,1.0681355,1.7570379,7.813,0.13163,0.063200004,0.19823,0.6117,0.30938,4.83,0.41779998,51.846,2.64,3.2194,0.105,2799417
2026-08-24,IGTI11,IGUATEMI S.AUNT     N1,Real Estate,Real Estate Services,23.65,,145.09203,10.697775,1.4199088,,9.17,0.13515,0.054629996,0.41908002,0.74004996,0.65339,2.86,,89.883,0.163,2.21074,0.083,2084368
2026-08-25,IGTI11,IGUATEMI S.AUNT     N1,Real Estate,Real Estate Services,24.33,,149.2638,11.005364,1.4607348,,9.191,0.13515,0.054629996,0.41908002,0.74004996,0.65339,2.85,,89.883,0.163,2.21074,0.083,2097760
2026-08-27,IGTI11,IGUATEMI S.AUNT     N1,Real Estate,Real Estate Services,24.5,,150.30675,11.159902,1.4709414,,9.444,0.13515,0.054629996,0.41908002,0.74004996,0.65339,2.77,,89.883,0.163,2.19536,0.083,2112556
2026-08-24,INTB3,INTELBRAS   ON      NM,Industrials,Building Products & Equipment,13.84,4528601600.0,7.5628414,6.966221,1.3712474,0.9947864,7.12,0.18591,0.05974,0.13099,0.31344998,0.12507,8.55,0.6165,26.334,1.83,1.98673,-0.033,1784662
2026-08-25,INTB3,INTELBRAS   ON      NM,Industrials,Building Products & Equipment,14.13,4623493120.0,7.7213116,7.1121893,1.3999802,1.015631,6.993,0.18591,0.05974,0.13099,0.31344998,0.12507,8.69,0.6165,26.334,1.83,1.98673,-0.033,1792473
2026-08-27,INTB3,INTELBRAS   ON      NM,Industrials,Building Products & Equipment,14.43,4721656320.0,7.885246,7.2631917,1.4297037,1.0371941,7.332,0.18591,0.05974,0.13099,0.31344998,0.12507,8.51,0.6165,26.334,1.83,1.98673,-0.033,1795188
2026-08-24,IRBR3,IRBBRASIL REON      NM,Financial Services,Insurance - Reinsurance,51.16,4152595712.0,17.40136,5.887227,0.783701,0.84440506,-0.183,0.04567,0.023,0.04892,0.43973,0.11262,3.16,0.5373,5.38,2.94,8.69,0.704,432906
2026-08-25,IRBR3,IRBBRASIL REON      NM,Financial Services,Insurance - Reinsurance,52.94,4297076224.0,18.006802,6.09206,0.81096816,0.8737843,-0.012,0.04567,0.023,0.04892,0.43973,0.11262,3.09,0.5373,5.38,2.94,8.69,0.704,436692
