,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-2125886.659534,-235922.159554,-1427732.18567,-413212.321503,-412792.163981,
Tax Rate For Calcs,0.286778,0.321858,0.148506,0.192102,0.174174,
Normalized EBITDA,141850000.0,104007000.0,207740000.0,153235000.0,149856000.0,
Total Unusual Items,-7413000.0,-733000.0,-9614000.0,-2151000.0,-2370000.0,
Total Unusual Items Excluding Goodwill,-7413000.0,-733000.0,-9614000.0,-2151000.0,-2370000.0,
Net Income From Continuing Operation Net Minority Interest,52972000.0,40804000.0,133387000.0,78146000.0,83539000.0,
Reconciled Depreciation,6942000.0,5808000.0,5912000.0,6535000.0,4375000.0,
Reconciled Cost Of Revenue,661686000.0,536991000.0,765932000.0,566289000.0,520759000.0,
EBITDA,134437000.0,103274000.0,198126000.0,151084000.0,147486000.0,
EBIT,127495000.0,97466000.0,192214000.0,144549000.0,143111000.0,
Net Interest Income,-26845000.0,-33676000.0,-23667000.0,-22608000.0,-13970000.0,
Interest Expense,33098000.0,32397000.0,23291000.0,26690000.0,18609000.0,
Interest Income,619000.0,706000.0,565000.0,489000.0,851000.0,
Normalized Income,58259113.340466,41301077.840446,141573267.81433,79883787.678497,85496207.836019,
Net Income From Continuing And Discontinued Operation,52972000.0,40804000.0,133387000.0,78146000.0,83539000.0,
Total Expenses,811972000.0,668598000.0,904975000.0,695862000.0,652556000.0,
Diluted Average Shares,,201415000.0,202909780.0,202909780.0,202909780.0,205219000.0
Basic Average Shares,,198623000.0,202909780.0,202909780.0,202909780.0,198477000.0
Diluted EPS,,0.2026,0.657435,0.385127,0.411705,0.3262
Basic EPS,,0.2054,0.657435,0.385127,0.411705,0.3373
Diluted NI Availto Com Stockholders,52972000.0,40804000.0,133387000.0,78146000.0,83539000.0,
Net Income Common Stockholders,52972000.0,40804000.0,133387000.0,78146000.0,83539000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,52972000.0,40804000.0,133387000.0,78146000.0,83539000.0,
Minority Interests,-14354000.0,-3322000.0,-10450000.0,-17072000.0,-19278000.0,
Net Income Including Noncontrolling Interests,67326000.0,44126000.0,143837000.0,95218000.0,102817000.0,
Net Income Continuous Operations,67326000.0,44126000.0,143837000.0,95218000.0,102817000.0,
Tax Provision,27071000.0,20943000.0,25086000.0,22641000.0,21685000.0,
Pretax Income,94397000.0,65069000.0,168923000.0,117859000.0,124502000.0,
Net Non Operating Interest Income Expense,-26845000.0,-33676000.0,-23667000.0,-22608000.0,-13970000.0,
Total Other Finance Cost,-5634000.0,1985000.0,941000.0,-3593000.0,-3788000.0,
Interest Expense Non Operating,33098000.0,32397000.0,23291000.0,26690000.0,18609000.0,
Interest Income Non Operating,619000.0,706000.0,565000.0,489000.0,851000.0,
Operating Income,102814000.0,69730000.0,170214000.0,118553000.0,131259000.0,
Operating Expense,150286000.0,131607000.0,139043000.0,129573000.0,131797000.0,
Other Operating Expenses,7584000.0,14041000.0,10224000.0,-163000.0,15988000.0,
Depreciation And Amortization In Income Statement,1967000.0,1935000.0,1984000.0,1995000.0,1897000.0,
Depreciation Income Statement,1967000.0,1935000.0,1984000.0,1995000.0,1897000.0,
Selling General And Administration,109949000.0,86229000.0,92839000.0,96387000.0,88952000.0,
Selling And Marketing Expense,60951000.0,50258000.0,63984000.0,64162000.0,44675000.0,
General And Administrative Expense,48998000.0,35971000.0,28855000.0,32225000.0,44277000.0,
Gross Profit,253100000.0,201337000.0,309257000.0,248126000.0,263056000.0,
Cost Of Revenue,661686000.0,536991000.0,765932000.0,566289000.0,520759000.0,
Total Revenue,914786000.0,738328000.0,1075189000.0,814415000.0,783815000.0,
Operating Revenue,914786000.0,738328000.0,1075189000.0,814415000.0,783815000.0,
