,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-290964000.0,-301681200.0,-576257840.0,-240946100.0,-303574100.0,,
Tax Rate For Calcs,0.4,0.4,0.34,0.34,0.34,,
Normalized EBITDA,4697937000.0,3741113000.0,-2177913000.0,3129761000.0,3798727000.0,,
Total Unusual Items,-727410000.0,-754203000.0,-1694876000.0,-708665000.0,-892865000.0,,
Total Unusual Items Excluding Goodwill,-727410000.0,-754203000.0,-1694876000.0,-708665000.0,-892865000.0,,
Net Income From Continuing Operation Net Minority Interest,-320498000.0,-1583350000.0,-5803011000.0,-1185180000.0,-946042000.0,,
Reconciled Depreciation,996132000.0,971396000.0,929741000.0,1000883000.0,992314000.0,,
Reconciled Cost Of Revenue,6747101000.0,5953019000.0,6633099000.0,6936477000.0,6881505000.0,,
EBITDA,3970527000.0,2986910000.0,-3872789000.0,2421096000.0,2905862000.0,,
EBIT,2974395000.0,2015514000.0,-4802530000.0,1420213000.0,1913548000.0,,
Net Interest Income,-1638634000.0,-1839497000.0,574323000.0,-1825818000.0,-1366715000.0,,
Interest Expense,2301478000.0,2182709000.0,1867269000.0,1887359000.0,1879023000.0,,
Interest Income,1006047000.0,947505000.0,2642662000.0,260593000.0,726576000.0,,
Normalized Income,115948000.0,-1130828200.0,-4684392840.0,-717461100.0,-356751100.0,,
Net Income From Continuing And Discontinued Operation,-320498000.0,-1583350000.0,-5803011000.0,-1185180000.0,-946042000.0,,
Total Expenses,7749603000.0,6646608000.0,7332602000.0,7631391000.0,7434702000.0,,
Diluted Average Shares,3936473000.0,3916194000.0,3959428597.0,1859008000.0,1858658000.0,,
Basic Average Shares,3936473000.0,3916194000.0,3959428597.0,1859008000.0,1858658000.0,,
Diluted EPS,-0.08,-0.41139,-1.465616,-0.64,-0.51,,
Basic EPS,-0.08,-0.40431,-1.465616,-0.64,-0.51,,
Diluted NI Availto Com Stockholders,-320675000.0,-1583372000.0,-5802860000.0,-1185272000.0,-946101000.0,,
Average Dilution Earnings,-177000.0,-22000.0,,-92000.0,-59000.0,0.0,
Net Income Common Stockholders,-320498000.0,-1583350000.0,-5803011000.0,-1185180000.0,-946042000.0,,
Net Income,-320498000.0,-1583350000.0,-5803011000.0,-1185180000.0,-946042000.0,,
Minority Interests,-507248000.0,-238371000.0,1053464000.0,-350751000.0,-377945000.0,,
Net Income Including Noncontrolling Interests,186750000.0,-1344979000.0,-6856475000.0,-834429000.0,-568097000.0,,
Net Income Discontinuous Operations,,,0.0,0.0,,,241940000.0
Net Income Continuous Operations,186750000.0,-1344979000.0,-6856475000.0,-834429000.0,-568097000.0,,
Tax Provision,486167000.0,1177784000.0,186676000.0,367283000.0,602622000.0,,
Pretax Income,672917000.0,-167195000.0,-6669799000.0,-467146000.0,34525000.0,,
Other Income Expense,-714777000.0,-709890000.0,-9525678000.0,-1674122000.0,-1641710000.0,,
Other Non Operating Income Expenses,-15954000.0,,,,,,
Special Income Charges,-401221000.0,-230791000.0,-688824000.0,-354326000.0,-456693000.0,,
Gain On Sale Of Ppe,7258000.0,19515000.0,-30592000.0,-11793000.0,-647000.0,,
Gain On Sale Of Business,,,,0.0,0.0,,
Other Special Charges,7096000.0,82202000.0,164574000.0,25578000.0,58515000.0,,
Write Off,401383000.0,168104000.0,493658000.0,316955000.0,397531000.0,,
Restructuring And Mergern Acquisition,,,0.0,0.0,0.0,,
Earnings From Equity Interest,28587000.0,44313000.0,-7830802000.0,-965457000.0,-748845000.0,,
Gain On Sale Of Security,-326189000.0,-523412000.0,-1006052000.0,-354339000.0,-436172000.0,,
Net Non Operating Interest Income Expense,-1638634000.0,-1839497000.0,574323000.0,-1825818000.0,-1366715000.0,,
Total Other Finance Cost,343203000.0,604293000.0,201070000.0,199052000.0,214268000.0,,
Interest Expense Non Operating,2301478000.0,2182709000.0,1867269000.0,1887359000.0,1879023000.0,,
Interest Income Non Operating,1006047000.0,947505000.0,2642662000.0,260593000.0,726576000.0,,
Operating Income,3026328000.0,2382192000.0,2281556000.0,3032794000.0,3042950000.0,,
Operating Expense,1002502000.0,693589000.0,699503000.0,694914000.0,553197000.0,,
Other Operating Expenses,-136475000.0,-297636000.0,-326922000.0,-362741000.0,-548447000.0,,
Other Taxes,,0.0,-135396000.0,-82174000.0,491000.0,-3017000.0,
Selling General And Administration,1138977000.0,991225000.0,1161821000.0,1139829000.0,1101153000.0,,
Selling And Marketing Expense,488712000.0,443814000.0,439654000.0,512904000.0,457529000.0,,
General And Administrative Expense,650265000.0,547411000.0,722167000.0,626925000.0,643624000.0,,
Other Gand A,650265000.0,547411000.0,722167000.0,626925000.0,643624000.0,,
Gross Profit,4028830000.0,3075781000.0,2981059000.0,3727708000.0,3596147000.0,,
Cost Of Revenue,6747101000.0,5953019000.0,6633099000.0,6936477000.0,6881505000.0,,
Total Revenue,10775931000.0,9028800000.0,9614158000.0,10664185000.0,10477652000.0,,
Excise Taxes,2493338000.0,1602959000.0,1737915000.0,1869442000.0,1844498000.0,,
Operating Revenue,13269269000.0,10631759000.0,11352073000.0,12533627000.0,12322150000.0,,
