,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-1620065.379037,-592865.472741,6106933.668502,-467923.146692,-653376.913904,
Tax Rate For Calcs,0.114752,0.102519,0.148917,0.111304,0.119842,
Normalized EBITDA,235217000.0,204897000.0,155030000.0,157165000.0,156088000.0,
Total Unusual Items,-14118000.0,-5783000.0,41009000.0,-4204000.0,-5452000.0,
Total Unusual Items Excluding Goodwill,-14118000.0,-5783000.0,41009000.0,-4204000.0,-5452000.0,
Net Income From Continuing Operation Net Minority Interest,174047000.0,156108000.0,111869000.0,117826000.0,120552000.0,
Reconciled Depreciation,4829000.0,4818000.0,4491000.0,4124000.0,3683000.0,
Reconciled Cost Of Revenue,449267000.0,376606000.0,477832000.0,322153000.0,443633000.0,
EBITDA,221099000.0,199114000.0,196039000.0,152961000.0,150636000.0,
EBIT,216270000.0,194296000.0,191548000.0,148837000.0,146953000.0,
Net Interest Income,11490000.0,-3796000.0,-7009000.0,1969000.0,-3781000.0,
Interest Expense,19785000.0,21030000.0,60072000.0,16533000.0,10256000.0,
Interest Income,47308000.0,34352000.0,25585000.0,30277000.0,16076000.0,
Normalized Income,186544934.620963,161298134.527259,76966933.668502,121562076.853308,125350623.086096,
Net Income From Continuing And Discontinued Operation,174047000.0,156108000.0,111869000.0,117826000.0,120552000.0,
Total Expenses,555208000.0,470592000.0,573189000.0,428005000.0,537819000.0,
Total Operating Income As Reported,,151957000.0,,,,77535000.0
Diluted Average Shares,101848758.0,99571835.0,85130041.0,85132657.0,84335596.0,
Basic Average Shares,101425341.0,99039742.0,85130041.0,85132657.0,84335596.0,
Diluted EPS,1.708877,1.567793,1.311477,1.384028,1.429432,
Basic EPS,1.716011,1.576216,1.311477,1.384028,1.429432,
Diluted NI Availto Com Stockholders,174047000.0,156108000.0,111869000.0,117826000.0,120552000.0,
Net Income Common Stockholders,174047000.0,156108000.0,111869000.0,117826000.0,120552000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,174047000.0,156108000.0,111869000.0,117826000.0,120552000.0,
Minority Interests,109000.0,605000.0,-28000.0,248000.0,237000.0,
Net Income Including Noncontrolling Interests,173938000.0,155503000.0,111897000.0,117578000.0,120315000.0,
Net Income Continuous Operations,173938000.0,155503000.0,111897000.0,117578000.0,120315000.0,
Tax Provision,22547000.0,17763000.0,19579000.0,14726000.0,16382000.0,
Pretax Income,196485000.0,173266000.0,131476000.0,132304000.0,136697000.0,
Special Income Charges,-14118000.0,-5783000.0,-8150000.0,-4204000.0,-5452000.0,
Other Special Charges,14118000.0,5783000.0,8150000.0,4204000.0,5452000.0,
Write Off,,,,,-8357000.0,
Net Non Operating Interest Income Expense,11490000.0,-3796000.0,-7009000.0,1969000.0,-3781000.0,
Total Other Finance Cost,16033000.0,17118000.0,-27478000.0,11775000.0,9601000.0,
Interest Expense Non Operating,19785000.0,21030000.0,60072000.0,16533000.0,10256000.0,
Interest Income Non Operating,47308000.0,34352000.0,25585000.0,30277000.0,16076000.0,
Operating Income,175917000.0,157240000.0,131493000.0,120344000.0,127115000.0,
Operating Expense,105941000.0,93986000.0,95357000.0,105852000.0,94186000.0,
Other Operating Expenses,8346000.0,16535000.0,-2271000.0,11400000.0,15791000.0,
Depreciation And Amortization In Income Statement,1668000.0,1747000.0,1643000.0,1365000.0,1371000.0,
Depreciation Income Statement,1668000.0,1747000.0,1643000.0,1365000.0,1371000.0,
Selling General And Administration,66429000.0,57286000.0,74657000.0,66364000.0,54816000.0,
Selling And Marketing Expense,51714000.0,45017000.0,62008000.0,55407000.0,44250000.0,
General And Administrative Expense,14715000.0,12269000.0,12649000.0,10957000.0,10566000.0,
Gross Profit,281858000.0,251226000.0,226850000.0,226196000.0,221301000.0,
Cost Of Revenue,449267000.0,376606000.0,477832000.0,322153000.0,443633000.0,
Total Revenue,731125000.0,627832000.0,704682000.0,548349000.0,664934000.0,
Operating Revenue,731125000.0,627832000.0,704682000.0,548349000.0,664934000.0,
