,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,1326093947.0,1326093947.0,1326093947.0,1326093947.0,1326093947.0,,
Share Issued,1326093947.0,1326093947.0,1326093947.0,1326093947.0,1326093947.0,,
Net Debt,39164646000.0,36945071000.0,37866442000.0,34824270000.0,33261830000.0,,
Total Debt,54406228000.0,51486700000.0,54018286000.0,53237022000.0,52640466000.0,,
Tangible Book Value,1266023000.0,1894223000.0,1869934000.0,3148191000.0,2869763000.0,,
Invested Capital,64961941000.0,62617666000.0,65163523000.0,65492293000.0,64733926000.0,,
Working Capital,3791482000.0,2909925000.0,2256230000.0,8015435000.0,8961554000.0,,
Net Tangible Assets,1266023000.0,1894223000.0,1869934000.0,3148191000.0,2869763000.0,,
Capital Lease Obligations,1040668000.0,1051571000.0,1093739000.0,1090072000.0,1073428000.0,,
Common Stock Equity,12166332000.0,12849761000.0,12876059000.0,14141924000.0,13904040000.0,,
Total Capitalization,57205199000.0,54209335000.0,55372047000.0,57436862000.0,57652035000.0,,
Total Equity Gross Minority Interest,15240376000.0,15894283000.0,15736350000.0,17355367000.0,16853240000.0,,
Minority Interest,3074044000.0,3044522000.0,2860291000.0,3213443000.0,2949200000.0,,
Stockholders Equity,12166332000.0,12849761000.0,12876059000.0,14141924000.0,13904040000.0,,
Gains Losses Not Affecting Retained Earnings,3538975000.0,3428281000.0,2839048000.0,4824150000.0,3664040000.0,,
Other Equity Adjustments,3538975000.0,3428281000.0,2839048000.0,4824150000.0,4449185000.0,,
Retained Earnings,-1612643000.0,-818520000.0,-202989000.0,-922226000.0,,0.0,
Capital Stock,10240000000.0,10240000000.0,10240000000.0,10240000000.0,10240000000.0,,
Common Stock,10240000000.0,10240000000.0,10240000000.0,10240000000.0,10240000000.0,,
Total Liabilities Net Minority Interest,85361655000.0,83234053000.0,84839019000.0,83470225000.0,84217503000.0,,
Total Non Current Liabilities Net Minority Interest,59414110000.0,56752110000.0,56764620000.0,58649011000.0,58479237000.0,,
Other Non Current Liabilities,-113083000.0,1000.0,,,365452000.0,801266000.0,-98000.0
Derivative Product Liabilities,363653000.0,141085000.0,153507000.0,125226000.0,150834000.0,,
Employee Benefits,434456000.0,423086000.0,402415000.0,516536000.0,502039000.0,,
Non Current Pension And Other Postretirement Benefit Plans,434456000.0,423086000.0,402415000.0,516536000.0,502039000.0,,
Dueto Related Parties Non Current,,,,,,,20850000.0
Tradeand Other Payables Non Current,1200897000.0,1545726000.0,1241126000.0,1200438000.0,,10544927000.0,
Non Current Deferred Liabilities,10267810000.0,11226041000.0,10428938000.0,11453952000.0,1348218000.0,,
Non Current Deferred Revenue,8748729000.0,9787198000.0,9026766000.0,10022848000.0,9545755000.0,,
Non Current Deferred Taxes Liabilities,1519081000.0,1438843000.0,1402172000.0,1431104000.0,1348218000.0,,
Long Term Debt And Capital Lease Obligation,45837654000.0,42198711000.0,43351025000.0,44148929000.0,43747995000.0,,
Long Term Capital Lease Obligation,798787000.0,839137000.0,855037000.0,853991000.0,845478000.0,,
Long Term Debt,45038867000.0,41359574000.0,42495988000.0,43294938000.0,43747995000.0,,
Long Term Provisions,1309640000.0,1217461000.0,1187609000.0,1203930000.0,1188320000.0,,
Current Liabilities,25947545000.0,26481943000.0,28074399000.0,24821214000.0,25738266000.0,,
Other Current Liabilities,1512000.0,1731000.0,67305000.0,,900896000.0,778989000.0,
Current Deferred Liabilities,4409720000.0,4586964000.0,4409392000.0,4097692000.0,3899218000.0,,
Current Deferred Revenue,4352609000.0,4530955000.0,4347937000.0,4097692000.0,3899218000.0,,
Current Deferred Taxes Liabilities,57111000.0,56009000.0,61455000.0,106628000.0,115105000.0,,
Current Debt And Capital Lease Obligation,8568574000.0,9287989000.0,10667261000.0,9088093000.0,8046993000.0,,
Current Capital Lease Obligation,241881000.0,212434000.0,238702000.0,236081000.0,227950000.0,,
Current Debt,7756742000.0,8408331000.0,9791476000.0,8055431000.0,7081891000.0,,
Other Current Borrowings,7756742000.0,8408331000.0,9791476000.0,8055431000.0,7081891000.0,,
Pensionand Other Post Retirement Benefit Plans Current,343109000.0,413428000.0,327663000.0,391522000.0,115105000.0,,
Current Provisions,229299000.0,261243000.0,275577000.0,145787000.0,,,202006000.0
Payables And Accrued Expenses,12395331000.0,11930588000.0,12327201000.0,11098120000.0,13904900000.0,,
Current Accrued Expenses,673943000.0,579876000.0,549940000.0,688931000.0,644740000.0,,
Payables,11721388000.0,11350712000.0,11777261000.0,10409189000.0,13260160000.0,,
Other Payable,675112000.0,160378000.0,156821000.0,285607000.0,1128846000.0,,
Dueto Related Parties Current,14679000.0,63000.0,50241000.0,51043000.0,,,45816000.0
Dividends Payable,1139975000.0,1140000000.0,358039000.0,4425000.0,1437467000.0,,
Total Tax Payable,696850000.0,802272000.0,766802000.0,797847000.0,880497000.0,,
Accounts Payable,9194772000.0,9247999000.0,10445358000.0,9270267000.0,9813350000.0,,
Total Assets,100602031000.0,99128336000.0,100575369000.0,100825592000.0,101070743000.0,,
Total Non Current Assets,70863004000.0,69736468000.0,70244740000.0,67988943000.0,66370922000.0,,
Other Non Current Assets,3207375000.0,2835748000.0,2788403000.0,2731093000.0,2551503000.0,,
Defined Pension Benefit,56565000.0,54946000.0,53328000.0,51973000.0,,49130000.0,
Non Current Prepaid Assets,9043000.0,11188000.0,14732000.0,16629000.0,20818000.0,,
Non Current Deferred Assets,7353594000.0,7104779000.0,7100375000.0,6646949000.0,6731080000.0,,
Non Current Deferred Taxes Assets,7353594000.0,7104779000.0,7100375000.0,6646949000.0,6731080000.0,,
Duefrom Related Parties Non Current,1718505000.0,1663922000.0,,1000001000.0,1792579000.0,1792579000.0,
Non Current Note Receivables,1718505000.0,1663922000.0,2137882000.0,2173890000.0,2099443000.0,,
