,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-16264940.0,-6158638.9,-11260544.921065,-43200355.6,-12272174.1,,
Tax Rate For Calcs,0.1934,0.2549,0.147513,,0.3643,0.34,
Normalized EBITDA,963818000.0,966187000.0,2103924000.0,1777122000.0,798672000.0,,
Total Unusual Items,-84100000.0,-24161000.0,-76336000.0,-126613000.0,-33687000.0,,
Total Unusual Items Excluding Goodwill,-84100000.0,-24161000.0,-76336000.0,-126613000.0,-33687000.0,,
Net Income From Continuing Operation Net Minority Interest,219646000.0,222368000.0,1194583000.0,,115858000.0,-357260000.0,
Reconciled Depreciation,358747000.0,356867000.0,326252000.0,,317671000.0,312226000.0,
Reconciled Cost Of Revenue,2105849000.0,2034884000.0,2589517000.0,,2377875000.0,2237701000.0,
EBITDA,879718000.0,942026000.0,2027588000.0,,764985000.0,612997000.0,
EBIT,520971000.0,585159000.0,1701336000.0,,447314000.0,300771000.0,
Net Interest Income,-489582000.0,-338233000.0,-337009000.0,,-820720000.0,-549548000.0,
Interest Expense,248977000.0,287041000.0,300245000.0,,265195000.0,492456000.0,
Interest Income,57272000.0,39660000.0,35862000.0,,25440000.0,21498000.0,
Normalized Income,287481060.0,240370361.1,1259658455.078935,779878644.4,137272825.9,,
Net Income From Continuing And Discontinued Operation,219646000.0,222368000.0,1194583000.0,,115858000.0,-357260000.0,
Total Expenses,2926594000.0,2766232000.0,3572674000.0,,3146068000.0,2845247000.0,
Diluted Average Shares,5402435438.0,5482970000.0,5432044538.0,,5432044538.0,5470598000.0,
Basic Average Shares,5402435438.0,5482970000.0,5432044538.0,,5432044538.0,5470598000.0,
Diluted EPS,0.040657,0.04056,0.219883,,0.021329,-0.06531,
Basic EPS,0.040657,0.04056,0.219883,,0.021329,-0.06531,
Diluted NI Availto Com Stockholders,219646000.0,222368000.0,1194583000.0,,115858000.0,-357260000.0,
Net Income Common Stockholders,219646000.0,222368000.0,1194583000.0,,115858000.0,-357260000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0,
Net Income,219646000.0,222368000.0,1194583000.0,,115858000.0,-357260000.0,
Minority Interests,251000.0,241000.0,171000.0,,91000.0,28000.0,
Net Income Including Noncontrolling Interests,219395000.0,222127000.0,1194412000.0,,115767000.0,-357288000.0,
Net Income Continuous Operations,219395000.0,222127000.0,1194412000.0,,115767000.0,-357288000.0,
Tax Provision,52599000.0,75991000.0,206679000.0,,66352000.0,165603000.0,
Pretax Income,271994000.0,298118000.0,1401091000.0,,182119000.0,-191685000.0,
Special Income Charges,-105078000.0,-33120000.0,-22818000.0,,-37864000.0,-12472000.0,
Other Special Charges,95093000.0,33039000.0,18337000.0,,19661000.0,11020000.0,
Impairment Of Capital Assets,9985000.0,81000.0,,,18203000.0,1452000.0,
Net Non Operating Interest Income Expense,-489582000.0,-338233000.0,-337009000.0,,-820720000.0,-549548000.0,
Total Other Finance Cost,297877000.0,90852000.0,72626000.0,,580965000.0,78590000.0,
Interest Expense Non Operating,248977000.0,287041000.0,300245000.0,,265195000.0,492456000.0,
Interest Income Non Operating,57272000.0,39660000.0,35862000.0,,25440000.0,21498000.0,
Operating Income,686610000.0,937901000.0,1356790000.0,,892134000.0,1066135000.0,
Operating Expense,820745000.0,731348000.0,983157000.0,,768193000.0,607546000.0,
Other Operating Expenses,-23411000.0,127565000.0,71376000.0,,59866000.0,49271000.0,
Depreciation And Amortization In Income Statement,137000.0,135000.0,1345000.0,,1379000.0,1869000.0,
Depreciation Income Statement,137000.0,135000.0,1345000.0,,1379000.0,1869000.0,
Research And Development,,,15114000.0,,,,5006000.0
Selling General And Administration,847875000.0,606106000.0,903588000.0,,708307000.0,556771000.0,
Selling And Marketing Expense,796006000.0,563665000.0,858583000.0,,656683000.0,511595000.0,
General And Administrative Expense,51869000.0,42441000.0,45005000.0,,51624000.0,45176000.0,
Gross Profit,1507355000.0,1669249000.0,2339947000.0,,1660327000.0,1673681000.0,
Cost Of Revenue,2105849000.0,2034884000.0,2589517000.0,,2377875000.0,2237701000.0,
Total Revenue,3613204000.0,3704133000.0,4929464000.0,,4038202000.0,3911382000.0,
Operating Revenue,3613204000.0,3704133000.0,4929464000.0,,4038202000.0,3911382000.0,
