,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,27363000.0,31429000.0,-10153000.0,22278000.0,21348000.0,,
Repurchase Of Capital Stock,-138000.0,-564000.0,-328928000.0,-473000.0,0.0,,
Repayment Of Debt,-3438000.0,-135363000.0,-3437000.0,-3439000.0,-363436000.0,,
Capital Expenditure,-138000.0,-63000.0,-48000.0,-1108000.0,-347000.0,,
End Cash Position,177310000.0,153390000.0,167881000.0,232092000.0,511984000.0,,
Beginning Cash Position,153390000.0,167881000.0,232092000.0,511984000.0,294571000.0,,
Changes In Cash,23920000.0,-14491000.0,-63409000.0,-279892000.0,217412000.0,,
Financing Cash Flow,-3056000.0,-51141000.0,-71237000.0,-423962000.0,-436134000.0,,
Net Other Financing Charges,520000.0,84786000.0,326441000.0,-420050000.0,-2698000.0,,
Cash Dividends Paid,,,-64000000.0,0.0,,,-14000.0
Net Common Stock Issuance,-138000.0,-564000.0,-328928000.0,-473000.0,0.0,,
Common Stock Payments,-138000.0,-564000.0,-328928000.0,-473000.0,0.0,,
Net Issuance Payments Of Debt,-3438000.0,-135363000.0,-3437000.0,-3439000.0,-363436000.0,,
Net Long Term Debt Issuance,-3438000.0,-135363000.0,-3437000.0,-3439000.0,-363436000.0,,
Long Term Debt Payments,-3438000.0,-135363000.0,-3437000.0,-3439000.0,-363436000.0,,
Investing Cash Flow,-525000.0,5158000.0,17933000.0,120684000.0,631851000.0,,
Net Investment Purchase And Sale,1711000.0,5889000.0,8915000.0,127279000.0,51041000.0,,
Sale Of Investment,773000.0,7164000.0,30653000.0,77487000.0,102683000.0,,
Purchase Of Investment,938000.0,-1275000.0,-21738000.0,49792000.0,-51642000.0,,
Net Investment Properties Purchase And Sale,-2098000.0,-668000.0,9066000.0,-5487000.0,581157000.0,,
Sale Of Investment Properties,,,0.0,0.0,,,169405000.0
Purchase Of Investment Properties,-2098000.0,-668000.0,9066000.0,-5487000.0,-1348000.0,,
Net PPE Purchase And Sale,-138000.0,-63000.0,-48000.0,-1108000.0,-347000.0,,
Purchase Of PPE,-138000.0,-63000.0,-48000.0,-1108000.0,-347000.0,,
Operating Cash Flow,27501000.0,31492000.0,-10105000.0,23386000.0,21695000.0,,
Taxes Refund Paid,-1781000.0,-15717000.0,-5011000.0,7293000.0,-13939000.0,,
Interest Paid Cfo,-17350000.0,-18858000.0,-23473000.0,-24042000.0,-38154000.0,,
Dividend Received Cfo,1743000.0,2269000.0,1380000.0,0.0,78000.0,,
Change In Working Capital,-6159000.0,9893000.0,-30595000.0,-13153000.0,15172000.0,,
Change In Other Current Liabilities,-182000.0,-16000.0,-65000.0,33000.0,-175000.0,,
Change In Other Current Assets,-247000.0,-6665000.0,2633000.0,2703000.0,552000.0,,
Change In Payable,-7826000.0,-2919000.0,-21960000.0,-9352000.0,19922000.0,,
Change In Prepaid Assets,-36000.0,-103000.0,-34000.0,5000.0,-4000.0,,
Change In Inventory,-180000.0,-104000.0,-424000.0,-189000.0,-209000.0,,
Change In Receivables,2312000.0,19700000.0,-10745000.0,-6353000.0,-4914000.0,,
Other Non Cash Items,27403000.0,24410000.0,31696000.0,15710000.0,20104000.0,,
Provisionand Write Offof Assets,247000.0,176000.0,343000.0,-3236000.0,714000.0,,
Deferred Tax,-72000.0,351000.0,,253000.0,-223000.0,373000.0,
Depreciation And Amortization,9362000.0,9363000.0,9513000.0,11152000.0,9594000.0,,
Depreciation,9362000.0,9363000.0,9513000.0,11152000.0,9594000.0,,
Gain Loss On Investment Securities,-1262000.0,-10622000.0,-3627000.0,-7382000.0,-9124000.0,,
Gain Loss On Sale Of Business,,0.0,,,,-12547000.0,
Net Income From Continuing Operations,17334000.0,31085000.0,11057000.0,36341000.0,24915000.0,,
