,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,9254000.0,13454400.0,-5249260.0,,7439200.0,13112100.0,
Tax Rate For Calcs,0.4,0.4,0.34,,0.34,0.34,
Normalized EBITDA,356732000.0,364308000.0,702064000.0,,460357000.0,472693000.0,
Total Unusual Items,23135000.0,33636000.0,-15439000.0,,21880000.0,38565000.0,
Total Unusual Items Excluding Goodwill,23135000.0,33636000.0,-15439000.0,,21880000.0,38565000.0,
Net Income From Continuing Operation Net Minority Interest,-72462000.0,-55220000.0,131606000.0,,-24356000.0,12768000.0,
Reconciled Depreciation,331702000.0,332446000.0,323205000.0,,318261000.0,323112000.0,
Reconciled Cost Of Revenue,6180080000.0,6372770000.0,8106666000.0,,6346187000.0,6511997000.0,
EBITDA,379867000.0,397944000.0,686625000.0,,482237000.0,511258000.0,
EBIT,48165000.0,65498000.0,363420000.0,,163976000.0,188146000.0,
Net Interest Income,-569044000.0,-555458000.0,-552005000.0,,-486407000.0,-491008000.0,
Interest Expense,276876000.0,281267000.0,311326000.0,,290709000.0,238166000.0,
Interest Income,57804000.0,75084000.0,84845000.0,,54604000.0,56728000.0,
Normalized Income,-86343000.0,-75401600.0,141795740.0,,-38796800.0,-12684900.0,
Net Income From Continuing And Discontinued Operation,-72462000.0,-55220000.0,131606000.0,,-24356000.0,12768000.0,
Total Expenses,8649413000.0,8937457000.0,10533237000.0,,8847959000.0,9028812000.0,
Total Operating Income As Reported,343584000.0,352936000.0,624564000.0,,368832000.0,438049000.0,
Diluted Average Shares,780953416.0,774880345.0,,774579835.0,778410324.0,773445466.0,
Basic Average Shares,775658438.0,774880345.0,,774579835.0,774333888.0,773445466.0,
Diluted EPS,-0.093,-0.071237,,0.109221,-0.031429,0.016549,
Basic EPS,-0.093,-0.071237,,0.109221,-0.031429,0.016549,
Diluted NI Availto Com Stockholders,-72462000.0,-55220000.0,131606000.0,,-24356000.0,12768000.0,
Net Income Common Stockholders,-72462000.0,-55220000.0,131606000.0,,-24356000.0,12768000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0,
Net Income,-72462000.0,-55220000.0,131606000.0,,-24356000.0,12768000.0,
Net Income Including Noncontrolling Interests,-72462000.0,-55220000.0,131606000.0,,-24356000.0,12768000.0,
Net Income Continuous Operations,-72462000.0,-55220000.0,131606000.0,,-24356000.0,12768000.0,
Tax Provision,-156249000.0,-160549000.0,-79512000.0,,-102377000.0,-62788000.0,
Pretax Income,-228711000.0,-215769000.0,52094000.0,,-126733000.0,-50020000.0,
Special Income Charges,-8473000.0,-849000.0,-52454000.0,,-10639000.0,2935000.0,
Other Special Charges,-110000.0,,,,883000.0,-2935000.0,
Write Off,0.0,849000.0,20994000.0,,0.0,-2935000.0,
Restructuring And Mergern Acquisition,8583000.0,,30080000.0,,9756000.0,,810000.0
Net Non Operating Interest Income Expense,-569044000.0,-555458000.0,-552005000.0,,-486407000.0,-491008000.0,
Total Other Finance Cost,349972000.0,349275000.0,325524000.0,,250302000.0,309570000.0,
Interest Expense Non Operating,276876000.0,281267000.0,311326000.0,,290709000.0,238166000.0,
Interest Income Non Operating,57804000.0,75084000.0,84845000.0,,54604000.0,56728000.0,
Operating Income,249314000.0,268274000.0,619848000.0,,286707000.0,360173000.0,
Operating Expense,2469333000.0,2564687000.0,2426571000.0,,2501772000.0,2516815000.0,
Other Operating Expenses,190450000.0,231898000.0,-374471000.0,,175567000.0,154995000.0,
Depreciation And Amortization In Income Statement,331702000.0,332446000.0,323205000.0,,318261000.0,323112000.0,
Depreciation Income Statement,331702000.0,332446000.0,323205000.0,,318261000.0,323112000.0,
Selling General And Administration,1983246000.0,2039592000.0,2538768000.0,,2044698000.0,2095608000.0,
Selling And Marketing Expense,1644205000.0,1700997000.0,2178672000.0,,1706395000.0,1757388000.0,
General And Administrative Expense,339041000.0,338595000.0,360096000.0,,338303000.0,338220000.0,
Gross Profit,2718647000.0,2832961000.0,3046419000.0,,2788479000.0,2876988000.0,
Cost Of Revenue,6180080000.0,6372770000.0,8106666000.0,,6346187000.0,6511997000.0,
Total Revenue,8898727000.0,9205731000.0,11153085000.0,,9134666000.0,9388985000.0,
Operating Revenue,8898727000.0,9205731000.0,11153085000.0,,9134666000.0,9388985000.0,
