,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,1350734000.0,173264000.0,1200782000.0,1917710000.0,2003430000.0,,
Repurchase Of Capital Stock,0.0,-270533000.0,495228000.0,-495228000.0,0.0,,
Repayment Of Debt,-4378810000.0,-7913305000.0,-690236000.0,-639825000.0,-2059735000.0,,
Issuance Of Debt,249028000.0,2686736000.0,2672664000.0,959193000.0,1428156000.0,,
Issuance Of Capital Stock,140502000.0,33042000.0,,,0.0,0.0,
Capital Expenditure,-2104431000.0,-2297845000.0,-2156472000.0,-2093237000.0,-1925249000.0,,
End Cash Position,13357975000.0,17463977000.0,27243683000.0,12898403000.0,13527889000.0,,
Beginning Cash Position,17463977000.0,27243683000.0,12898403000.0,13527889000.0,14809083000.0,,
Effect Of Exchange Rate Changes,-15349000.0,-205723000.0,33506000.0,-37413000.0,-57552000.0,,
Changes In Cash,-4090653000.0,-9573983000.0,14311774000.0,-592073000.0,-1223642000.0,,
Financing Cash Flow,-3992092000.0,-8477976000.0,12514307000.0,-1758009000.0,-3534925000.0,,
Cash Flow From Continuing Financing Activities,-3992092000.0,-8477976000.0,12514307000.0,-1758009000.0,-3534925000.0,,
Net Other Financing Charges,1809624000.0,-1287842000.0,-4761821000.0,-249532000.0,-441861000.0,,
Interest Paid Cff,-1376619000.0,-1725984000.0,-1385811000.0,-1230762000.0,-1173887000.0,,
Proceeds From Stock Option Exercised,,,,,,,0.0
Cash Dividends Paid,-435817000.0,-90000.0,-888810000.0,-101855000.0,-1287598000.0,,
Preferred Stock Dividend Paid,-275769000.0,0.0,-623592000.0,0.0,0.0,,
Common Stock Dividend Paid,-160048000.0,-90000.0,-265218000.0,-101855000.0,-1287598000.0,,
Net Common Stock Issuance,140502000.0,-237491000.0,13568321000.0,-495228000.0,0.0,,
Common Stock Payments,0.0,-270533000.0,495228000.0,-495228000.0,0.0,,
Common Stock Issuance,140502000.0,33042000.0,,,0.0,0.0,
Net Issuance Payments Of Debt,-4129782000.0,-5226569000.0,1982428000.0,319368000.0,-631579000.0,,
Net Long Term Debt Issuance,-4129782000.0,-5226569000.0,1982428000.0,319368000.0,-631579000.0,,
Long Term Debt Payments,-4378810000.0,-7913305000.0,-690236000.0,-639825000.0,-2059735000.0,,
Long Term Debt Issuance,249028000.0,2686736000.0,2672664000.0,959193000.0,1428156000.0,,
Investing Cash Flow,-3553726000.0,-3567116000.0,-1559787000.0,-2845011000.0,-1617396000.0,,
Cash From Discontinued Investing Activities,,,0.0,,,,21624000.0
Cash Flow From Continuing Investing Activities,-3553726000.0,-3567116000.0,-1559787000.0,-2852436000.0,-1617396000.0,,
Net Other Investing Changes,1872000.0,-5660000.0,198393000.0,1011088000.0,64602000.0,,
Dividends Received Cfi,45387000.0,16876000.0,33560000.0,24320000.0,45267000.0,,
Net Investment Purchase And Sale,-1455685000.0,-1140242000.0,649223000.0,-415536000.0,187333000.0,,
Sale Of Investment,0.0,0.0,772774000.0,-415536000.0,212802000.0,,
Purchase Of Investment,-1455685000.0,-1140242000.0,-123551000.0,0.0,-25469000.0,,
Net Business Purchase And Sale,-42754000.0,-175032000.0,-289652000.0,-372161000.0,7425000.0,,
Sale Of Business,0.0,0.0,548000.0,7575000.0,7425000.0,,
Purchase Of Business,-42754000.0,-175032000.0,-290200000.0,-379736000.0,0.0,,
Net PPE Purchase And Sale,-2102546000.0,-2263058000.0,-2151311000.0,-2093174000.0,-1922023000.0,,
Sale Of PPE,1885000.0,34787000.0,5161000.0,63000.0,3226000.0,,
Purchase Of PPE,-2104431000.0,-2297845000.0,-2156472000.0,-2093237000.0,-1925249000.0,,
Capital Expenditure Reported,,,,,,,-2649000000.0
Operating Cash Flow,3455165000.0,2471109000.0,3357254000.0,4010947000.0,3928679000.0,,
Cash Flow From Continuing Operating Activities,3455165000.0,2471109000.0,3357254000.0,4010947000.0,3928679000.0,,
Taxes Refund Paid,-178809000.0,-262697000.0,-765129000.0,119193000.0,-223615000.0,,
Change In Working Capital,-862903000.0,-1090355000.0,593307000.0,-750054000.0,-152108000.0,,
Change In Other Working Capital,-141231000.0,9398000.0,409955000.0,-872403000.0,-221707000.0,,
Change In Other Current Liabilities,40688000.0,-67643000.0,196385000.0,105452000.0,-222377000.0,,
Change In Other Current Assets,,-19966000.0,,,,-5107000.0,
Change In Payables And Accrued Expense,-73974000.0,-339891000.0,-633843000.0,-65014000.0,193982000.0,,
Change In Payable,-73974000.0,-339891000.0,-633843000.0,-65014000.0,193982000.0,,
Change In Account Payable,285311000.0,-124000000.0,-139336000.0,-89165000.0,262307000.0,,
Change In Tax Payable,-359285000.0,-215891000.0,-494507000.0,24151000.0,-68325000.0,,
Change In Income Tax Payable,-359285000.0,-215891000.0,-494507000.0,24151000.0,-68325000.0,,
Change In Inventory,-429368000.0,9450000.0,128269000.0,25752000.0,-162083000.0,,
Change In Receivables,-278984000.0,-681703000.0,492541000.0,56159000.0,254970000.0,,
Changes In Account Receivables,-278984000.0,-681703000.0,492541000.0,56159000.0,254970000.0,,
Other Non Cash Items,2278464000.0,2780887000.0,1698416000.0,2673924000.0,1883570000.0,,
Stock Based Compensation,21375000.0,19813000.0,20719000.0,6388000.0,20726000.0,,
Provisionand Write Offof Assets,19290000.0,83340000.0,311314000.0,98484000.0,78625000.0,,
Asset Impairment Charge,401383000.0,168104000.0,-1000094000.0,316955000.0,397531000.0,,
Deferred Tax,,,,,,,-10230000.0
Deferred Income Tax,,,,,,,-10230000.0
