,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-6503200.0,-4479600.0,8988240.0,-10554469.583778,-1676032.972191,,
Tax Rate For Calcs,0.4,0.4,0.34,0.318155,0.31701,,
Normalized EBITDA,179738000.0,176701000.0,128233000.0,204234000.0,154195000.0,,
Total Unusual Items,-16258000.0,-11199000.0,26436000.0,-33174000.0,-5287000.0,,
Total Unusual Items Excluding Goodwill,-16258000.0,-11199000.0,26436000.0,-33174000.0,-5287000.0,,
Net Income From Continuing Operation Net Minority Interest,9682000.0,9635000.0,21497000.0,15051000.0,15414000.0,,
Reconciled Depreciation,67209000.0,65285000.0,14372000.0,83001000.0,56647000.0,,
Reconciled Cost Of Revenue,131641000.0,127828000.0,117855000.0,124253000.0,116145000.0,,
EBITDA,163480000.0,165502000.0,154669000.0,171060000.0,148908000.0,,
EBIT,96271000.0,100217000.0,134951000.0,88059000.0,92261000.0,,
Net Interest Income,-81002000.0,-83184000.0,-91042000.0,-68797000.0,-73604000.0,,
Interest Expense,70642000.0,70105000.0,93189000.0,62760000.0,66694000.0,,
Interest Income,630000.0,610000.0,895000.0,1090000.0,1966000.0,,
Normalized Income,19436800.0,16354400.0,4049240.0,37670530.416222,19024967.027809,,
Net Income From Continuing And Discontinued Operation,9682000.0,9635000.0,21497000.0,15051000.0,15414000.0,,
Total Expenses,220161000.0,216848000.0,242711000.0,196937000.0,206812000.0,,
Rent Expense Supplemental,27275000.0,28537000.0,49300000.0,16082000.0,16416000.0,,
Diluted Average Shares,116650602.0,116294000.0,,108280576.0,92855422.0,115674000.0,
Basic Average Shares,116650602.0,115975000.0,,108280576.0,82427807.0,115671000.0,
Diluted EPS,0.083,0.083,,0.139,0.166,0.191,
Basic EPS,0.083,0.083,,0.139,0.187,0.191,
Diluted NI Availto Com Stockholders,9682000.0,9635000.0,21497000.0,15051000.0,15414000.0,,
Net Income Common Stockholders,9682000.0,9635000.0,21497000.0,15051000.0,15414000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,9682000.0,9635000.0,21497000.0,15051000.0,15414000.0,,
Minority Interests,-3718000.0,-2734000.0,-2439000.0,-2199000.0,-2048000.0,,
Net Income Including Noncontrolling Interests,13400000.0,12369000.0,23936000.0,17250000.0,17462000.0,,
Net Income Continuous Operations,13400000.0,12369000.0,23936000.0,17250000.0,17462000.0,,
Tax Provision,12229000.0,17743000.0,17826000.0,8049000.0,8105000.0,,
Pretax Income,25629000.0,30112000.0,41762000.0,25299000.0,25567000.0,,
Other Non Operating Income Expenses,5029000.0,4211000.0,11979000.0,555000.0,3496000.0,,
Special Income Charges,-9167000.0,-9005000.0,25674000.0,-17995000.0,-7799000.0,,
Other Special Charges,-721000.0,-446000.0,,,-1605000.0,-1954000.0,
Write Off,9888000.0,9451000.0,5919000.0,9295000.0,9404000.0,,
Impairment Of Capital Assets,,,,8700000.0,478000.0,191000.0,31000.0
Net Non Operating Interest Income Expense,-81002000.0,-83184000.0,-91042000.0,-68797000.0,-73604000.0,,
Total Other Finance Cost,10990000.0,13689000.0,-1252000.0,7127000.0,8876000.0,,
Interest Expense Non Operating,70642000.0,70105000.0,93189000.0,62760000.0,66694000.0,,
Interest Income Non Operating,630000.0,610000.0,895000.0,1090000.0,1966000.0,,
Operating Income,101481000.0,104803000.0,73262000.0,113644000.0,90595000.0,,
Operating Expense,88520000.0,89020000.0,124856000.0,72684000.0,90667000.0,,
Other Operating Expenses,2713000.0,2686000.0,,-346000.0,284000.0,3307000.0,
Depreciation And Amortization In Income Statement,20246000.0,20213000.0,19718000.0,19185000.0,18867000.0,,
Amortization,,,,0.0,0.0,0.0,0.0
Depreciation Income Statement,20246000.0,20213000.0,19718000.0,19185000.0,18867000.0,,
Selling General And Administration,34403000.0,34812000.0,57005000.0,25844000.0,36467000.0,,
Selling And Marketing Expense,20135000.0,19559000.0,42372000.0,10821000.0,19875000.0,,
General And Administrative Expense,14268000.0,15253000.0,14633000.0,15023000.0,16592000.0,,
Rent And Landing Fees,,,,44000.0,31000.0,21000.0,32000.0
Gross Profit,190001000.0,193823000.0,198118000.0,186328000.0,181262000.0,,
Cost Of Revenue,131641000.0,127828000.0,117855000.0,124253000.0,116145000.0,,
Total Revenue,321642000.0,321651000.0,315973000.0,310581000.0,297407000.0,,
Operating Revenue,321642000.0,321651000.0,315973000.0,310581000.0,297407000.0,,
