,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,1200.0,202.814667,-11652053.073913,-10680717.730918,-374.712428,,
Tax Rate For Calcs,0.4,0.067605,0.228418,0.173018,0.093678,,
Normalized EBITDA,99829000.0,203477000.0,221452000.0,274879000.0,159950000.0,,
Total Unusual Items,3000.0,3000.0,-51012000.0,-61732000.0,-4000.0,,
Total Unusual Items Excluding Goodwill,3000.0,3000.0,-51012000.0,-61732000.0,-4000.0,,
Net Income From Continuing Operation Net Minority Interest,58694000.0,134035000.0,70079000.0,111255000.0,86958000.0,,
Reconciled Depreciation,1388000.0,1392000.0,1438000.0,1645000.0,1745000.0,,
Reconciled Cost Of Revenue,2531000.0,2447000.0,2487000.0,1817000.0,1406000.0,,
EBITDA,99832000.0,203480000.0,170440000.0,213147000.0,159946000.0,,
EBIT,98444000.0,202088000.0,169002000.0,211502000.0,158201000.0,,
Net Interest Income,-55410000.0,-55008000.0,-62889000.0,-73595000.0,-62484000.0,,
Interest Expense,56612000.0,58341000.0,67031000.0,76822000.0,62138000.0,,
Interest Income,126000.0,146000.0,197000.0,260000.0,254000.0,,
Normalized Income,58692200.0,134032202.814667,109438946.926087,162306282.269082,86961625.287572,,
Net Income From Continuing And Discontinued Operation,58694000.0,134035000.0,70079000.0,111255000.0,86958000.0,,
Total Expenses,175931000.0,19804000.0,79094000.0,31077000.0,17509000.0,,
Diluted Average Shares,87417000.0,88033000.0,,87299000.0,86999000.0,87204000.0,
Basic Average Shares,87417000.0,87425000.0,,86999000.0,86999000.0,87018000.0,
Diluted EPS,0.66686,1.52255,,1.27441,0.99642,0.98978,
Basic EPS,0.67143,1.53314,,1.27881,0.99953,0.9919,
Diluted NI Availto Com Stockholders,58694000.0,134035000.0,70079000.0,111255000.0,86958000.0,,
Net Income Common Stockholders,58694000.0,134035000.0,70079000.0,111255000.0,86958000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,58694000.0,134035000.0,70079000.0,111255000.0,86958000.0,,
Minority Interests,-22000.0,6000.0,-8600000.0,-123000.0,-106000.0,,
Net Income Including Noncontrolling Interests,58716000.0,134029000.0,78679000.0,111378000.0,87064000.0,,
Net Income Continuous Operations,58716000.0,134029000.0,78679000.0,111378000.0,87064000.0,,
Tax Provision,-16884000.0,9718000.0,23292000.0,23302000.0,8999000.0,,
Pretax Income,41832000.0,143747000.0,101971000.0,134680000.0,96063000.0,,
Special Income Charges,,,-51012000.0,-61736000.0,,0.0,-43380000.0
Other Special Charges,,,51012000.0,61736000.0,,,43380000.0
Net Non Operating Interest Income Expense,-55410000.0,-55008000.0,-62889000.0,-73595000.0,-62484000.0,,
Total Other Finance Cost,-1076000.0,-3187000.0,-3945000.0,-2967000.0,600000.0,,
Interest Expense Non Operating,56612000.0,58341000.0,67031000.0,76822000.0,62138000.0,,
Interest Income Non Operating,126000.0,146000.0,197000.0,260000.0,254000.0,,
Operating Income,-109976000.0,46272000.0,-13871000.0,35666000.0,43957000.0,,
Operating Expense,173400000.0,17357000.0,76607000.0,29260000.0,16103000.0,,
Other Operating Expenses,157423000.0,2231000.0,11897000.0,17009000.0,599000.0,,
Depreciation And Amortization In Income Statement,,,1438000.0,1645000.0,,,1604000.0
Depreciation Income Statement,,,1438000.0,1645000.0,,,1604000.0
Selling General And Administration,15977000.0,15403000.0,48731000.0,1702000.0,15638000.0,,
Selling And Marketing Expense,3425000.0,3296000.0,12173000.0,321000.0,3053000.0,,
General And Administrative Expense,12552000.0,12107000.0,36558000.0,1381000.0,12585000.0,,
Gross Profit,63424000.0,63629000.0,62736000.0,64926000.0,60060000.0,,
Cost Of Revenue,2531000.0,2447000.0,2487000.0,1817000.0,1406000.0,,
Total Revenue,65955000.0,66076000.0,65223000.0,66743000.0,61466000.0,,
Operating Revenue,65955000.0,66076000.0,65223000.0,66743000.0,61466000.0,,
