,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,4377150000.0,734299000.0,1711370000.0,1654917000.0,459844000.0,,
Repurchase Of Capital Stock,-14616000.0,0.0,-12000.0,-22608000.0,-147560000.0,,
Repayment Of Debt,-1565279000.0,-1339033000.0,-725766000.0,-705236000.0,-2019133000.0,,
Issuance Of Debt,200000000.0,1107983000.0,3709048000.0,274186000.0,3003861000.0,,
Capital Expenditure,-411693000.0,-368293000.0,-670230000.0,-474432000.0,-478690000.0,,
End Cash Position,4644834000.0,3860512000.0,3175125000.0,2534050000.0,2897418000.0,,
Beginning Cash Position,3860512000.0,3175125000.0,2534050000.0,2897418000.0,1436088000.0,,
Effect Of Exchange Rate Changes,6274000.0,-77038000.0,17159000.0,-20794000.0,-17992000.0,,
Changes In Cash,778048000.0,762425000.0,612603000.0,-342781000.0,1479529000.0,,
Cash Flow From Discontinued Operation,,,4547000.0,-4547000.0,,,
Financing Cash Flow,-2472843000.0,-797781000.0,1029542000.0,-1214268000.0,154197000.0,,
Cash From Discontinued Financing Activities,,,-6038000.0,12275000.0,,,
Cash Flow From Continuing Financing Activities,-2472843000.0,-797781000.0,1035580000.0,-1226543000.0,167030000.0,,
Net Other Financing Charges,-18037000.0,-8349000.0,-36808000.0,-87373000.0,-19546000.0,,
Interest Paid Cff,-1066474000.0,-556799000.0,-637286000.0,-284672000.0,-640398000.0,,
Cash Dividends Paid,-8437000.0,-1583000.0,-1273596000.0,-400840000.0,-10194000.0,,
Common Stock Dividend Paid,-8437000.0,-1583000.0,,,-10194000.0,-487502000.0,
Net Common Stock Issuance,-14616000.0,0.0,-12000.0,-22608000.0,-147560000.0,,
Common Stock Payments,-14616000.0,0.0,-12000.0,-22608000.0,-147560000.0,,
Net Issuance Payments Of Debt,-1365279000.0,-231050000.0,2983282000.0,-431050000.0,984728000.0,,
Net Long Term Debt Issuance,-1365279000.0,-231050000.0,2983282000.0,-431050000.0,984728000.0,,
Long Term Debt Payments,-1565279000.0,-1339033000.0,-725766000.0,-705236000.0,-2019133000.0,,
Long Term Debt Issuance,200000000.0,1107983000.0,3709048000.0,274186000.0,3003861000.0,,
Investing Cash Flow,-1537952000.0,457614000.0,-2803086000.0,-1253315000.0,386798000.0,,
Cash From Discontinued Investing Activities,,,-13220000.0,-14137000.0,,,
Cash Flow From Continuing Investing Activities,-1537952000.0,457614000.0,-2789866000.0,-1239178000.0,394389000.0,,
Net Other Investing Changes,-214000.0,31190000.0,,,,-3381000.0,
Net Investment Purchase And Sale,-1233469000.0,1093018000.0,-2160912000.0,-781470000.0,-321081000.0,,
Sale Of Investment,,,-329770000.0,-612596000.0,,,130175000.0
Purchase Of Investment,,,-1831142000.0,-168874000.0,,,-2693073000.0
Net Business Purchase And Sale,110943000.0,-301820000.0,41276000.0,16724000.0,1205246000.0,,
Sale Of Business,-8000.0,8000.0,41276000.0,16724000.0,1155510000.0,,
Purchase Of Business,110951000.0,-301828000.0,0.0,0.0,49736000.0,,
Net PPE Purchase And Sale,-415212000.0,-364774000.0,-670230000.0,-474432000.0,-493157000.0,,
Sale Of PPE,,3519000.0,,,,14467000.0,
Purchase Of PPE,-411693000.0,-368293000.0,-670230000.0,-474432000.0,-478690000.0,,
Operating Cash Flow,4788843000.0,1102592000.0,2381600000.0,2129349000.0,938534000.0,,
Cash From Discontinued Operating Activities,,,3398000.0,6202000.0,,,
Cash Flow From Continuing Operating Activities,4788843000.0,1102592000.0,2378202000.0,2123147000.0,917903000.0,,
Taxes Refund Paid,-93903000.0,-131085000.0,-55069000.0,-27798000.0,-15712000.0,,
Dividend Received Cfo,1872000.0,47000.0,-46000.0,9010000.0,1065000.0,,
Change In Working Capital,1442630000.0,-1275843000.0,772661000.0,300167000.0,-884248000.0,,
Change In Other Current Liabilities,-147032000.0,177374000.0,177560000.0,-155970000.0,118727000.0,,
Change In Other Current Assets,155209000.0,-239156000.0,128920000.0,82393000.0,-26741000.0,,
Change In Payables And Accrued Expense,2062610000.0,-509247000.0,1041843000.0,102046000.0,-673049000.0,,
Change In Accrued Expense,39647000.0,-114660000.0,30157000.0,106304000.0,20838000.0,,
Change In Payable,2022963000.0,-394587000.0,1011686000.0,-4258000.0,-693887000.0,,
Change In Account Payable,2506716000.0,-187697000.0,1222780000.0,263128000.0,-519605000.0,,
Change In Tax Payable,-483753000.0,-206890000.0,-211094000.0,-267386000.0,-174282000.0,,
Change In Income Tax Payable,-483753000.0,-206890000.0,-211094000.0,-267386000.0,-174282000.0,,
Change In Inventory,-923311000.0,-297139000.0,-419027000.0,224251000.0,259970000.0,,
Change In Receivables,295154000.0,-407675000.0,-156635000.0,47447000.0,-563155000.0,,
Changes In Account Receivables,8399000.0,-454775000.0,-69303000.0,-55350000.0,-81800000.0,,
Other Non Cash Items,254383000.0,537027000.0,605725000.0,291616000.0,-38592000.0,,
Provisionand Write Offof Assets,90925000.0,79495000.0,85955000.0,38368000.0,113162000.0,,
Deferred Tax,807091000.0,500772000.0,100471000.0,274841000.0,332339000.0,,
Deferred Income Tax,807091000.0,500772000.0,100471000.0,274841000.0,332339000.0,,
Depreciation Amortization Depletion,431302000.0,437880000.0,435744000.0,452474000.0,393874000.0,,
Depreciation And Amortization,431302000.0,437880000.0,435744000.0,452474000.0,393874000.0,,
Amortization Cash Flow,,,,103814000.0,,,
Amortization Of Intangibles,,,,103814000.0,,,
Depreciation,240862000.0,437880000.0,677655000.0,210563000.0,393874000.0,,
Operating Gains Losses,177305000.0,40141000.0,-5848000.0,9964000.0,-155907000.0,,
Earnings Losses From Equity Investments,19539000.0,20716000.0,40676000.0,8464000.0,-132121000.0,,
Gain Loss On Investment Securities,23554000.0,19922000.0,19041000.0,14804000.0,-8392000.0,,
Gain Loss On Sale Of PPE,134212000.0,-497000.0,,,-15394000.0,-15996000.0,-66476000.0
Net Income From Continuing Operations,1677238000.0,914158000.0,438609000.0,774505000.0,1171922000.0,,
