,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-12054531.069972,-18609586.8,11263180.0,-3378202.116722,-14533640.0,,
Tax Rate For Calcs,0.350616,0.3297,0.34,0.125733,0.34,,
Normalized EBITDA,196152000.0,214012000.0,148110000.0,170171000.0,215579000.0,,
Total Unusual Items,-34381000.0,-56444000.0,33127000.0,-26868000.0,-42746000.0,,
Total Unusual Items Excluding Goodwill,-34381000.0,-56444000.0,33127000.0,-26868000.0,-42746000.0,,
Net Income From Continuing Operation Net Minority Interest,28972000.0,18635000.0,-41491000.0,13499000.0,13702000.0,,
Reconciled Depreciation,54167000.0,58364000.0,69716000.0,70067000.0,76303000.0,,
Reconciled Cost Of Revenue,40586000.0,39774000.0,42661000.0,46290000.0,46626000.0,,
EBITDA,161771000.0,157568000.0,181237000.0,143303000.0,172833000.0,,
EBIT,107604000.0,99201000.0,111521000.0,73236000.0,96529000.0,,
Net Interest Income,-62215000.0,-75802000.0,-84949000.0,-65168000.0,-68199000.0,,
Interest Expense,58827000.0,67700000.0,67894000.0,56701000.0,67932000.0,,
Interest Income,3249000.0,3346000.0,12164000.0,5077000.0,5536000.0,,
Normalized Income,51298468.930028,56469413.2,-63354820.0,36988797.883278,41914360.0,,
Net Income From Continuing And Discontinued Operation,28972000.0,18635000.0,-33479000.0,11955000.0,18122000.0,,
Total Expenses,197191000.0,200358000.0,305138000.0,268586000.0,231557000.0,,
Rent Expense Supplemental,133000.0,152000.0,53000.0,37000.0,92000.0,,
Total Operating Income As Reported,,77484000.0,90357000.0,64606000.0,,58843000.0,-4521000.0
Diluted Average Shares,282905340.0,283928268.0,,284137785.0,282935207.0,282867484.0,
Basic Average Shares,282687458.0,282240662.0,,283122458.0,282670410.0,281340000.0,
Diluted EPS,0.10255,0.06563,,0.04207,0.06405,0.04973,
Basic EPS,0.10289,0.06603,,0.04223,0.06411,0.05,
Diluted NI Availto Com Stockholders,28972000.0,18635000.0,-33479000.0,11955000.0,18122000.0,,
Net Income Common Stockholders,28972000.0,18635000.0,-33479000.0,11955000.0,18122000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,28972000.0,18635000.0,-33479000.0,11955000.0,18122000.0,,
Minority Interests,-2703000.0,-2479000.0,-2389000.0,-957000.0,-1279000.0,,
Net Income Including Noncontrolling Interests,31675000.0,21114000.0,-31090000.0,12912000.0,19401000.0,,
Net Income Discontinuous Operations,0.0,0.0,8012000.0,-1544000.0,4420000.0,,
Net Income Continuous Operations,31675000.0,21114000.0,-39102000.0,14456000.0,14981000.0,,
Tax Provision,17102000.0,10387000.0,82729000.0,2079000.0,13616000.0,,
Pretax Income,48777000.0,31501000.0,43627000.0,16535000.0,28597000.0,,
Special Income Charges,-54947000.0,-56444000.0,40018000.0,-26868000.0,-47362000.0,,
Other Special Charges,18414000.0,26916000.0,,34824000.0,23245000.0,11881000.0,
Write Off,36533000.0,29528000.0,25997000.0,26868000.0,24117000.0,,
Net Non Operating Interest Income Expense,-62215000.0,-75802000.0,-84949000.0,-65168000.0,-68199000.0,,
Total Other Finance Cost,6637000.0,11448000.0,29219000.0,13544000.0,5803000.0,,
Interest Expense Non Operating,58827000.0,67700000.0,67894000.0,56701000.0,67932000.0,,
Interest Income Non Operating,3249000.0,3346000.0,12164000.0,5077000.0,5536000.0,,
Operating Income,120551000.0,134101000.0,50720000.0,94237000.0,114419000.0,,
Operating Expense,156605000.0,160584000.0,262477000.0,222296000.0,184931000.0,,
Other Operating Expenses,17320000.0,21589000.0,103493000.0,64233000.0,24173000.0,,
Depreciation And Amortization In Income Statement,54162000.0,58367000.0,69716000.0,70067000.0,76304000.0,,
Depreciation Income Statement,54162000.0,58367000.0,69716000.0,70067000.0,76304000.0,,
Selling General And Administration,38658000.0,40989000.0,43792000.0,44901000.0,43760000.0,,
Selling And Marketing Expense,15689000.0,17715000.0,18108000.0,18920000.0,19380000.0,,
General And Administrative Expense,22969000.0,23274000.0,25684000.0,25981000.0,24380000.0,,
Gross Profit,277156000.0,294685000.0,313197000.0,316533000.0,299350000.0,,
Cost Of Revenue,40586000.0,39774000.0,42661000.0,46290000.0,46626000.0,,
Total Revenue,317742000.0,334459000.0,355858000.0,362823000.0,345976000.0,,
Operating Revenue,317742000.0,334459000.0,355858000.0,362823000.0,345976000.0,,
