,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-1024412.8,-34000.0,-487735.016608,-452897.803073,-241260.26999,,
Tax Rate For Calcs,0.1808,0.4,0.117555,0.119719,0.110114,,
Normalized EBITDA,153599000.0,106999000.0,167464000.0,159579000.0,159564000.0,,
Total Unusual Items,-5666000.0,-85000.0,-4149000.0,-3783000.0,-2191000.0,,
Total Unusual Items Excluding Goodwill,-5666000.0,-85000.0,-4149000.0,-3783000.0,-2191000.0,,
Net Income From Continuing Operation Net Minority Interest,82620000.0,69871000.0,104638000.0,103959000.0,118592000.0,,
Reconciled Depreciation,5916000.0,125000.0,2343000.0,8149000.0,94000.0,,
Reconciled Cost Of Revenue,323665000.0,253913000.0,351488000.0,268197000.0,317337000.0,,
EBITDA,147933000.0,106914000.0,163315000.0,155796000.0,157373000.0,,
EBIT,142017000.0,106789000.0,160972000.0,147647000.0,157279000.0,,
Net Interest Income,-28407000.0,-24109000.0,-17522000.0,-7808000.0,-12509000.0,,
Interest Expense,23089000.0,28721000.0,21284000.0,15872000.0,12829000.0,,
Interest Income,2367000.0,2999000.0,6303000.0,7591000.0,6742000.0,,
Normalized Income,87261587.2,69922000.0,108299264.983392,107289102.196927,120541739.73001,,
Net Income From Continuing And Discontinued Operation,82620000.0,69871000.0,104638000.0,103959000.0,118592000.0,,
Total Expenses,402503000.0,325680000.0,431763000.0,328557000.0,370124000.0,,
Diluted Average Shares,195434000.0,195434000.0,193774074.0,175015152.0,195434000.0,,
Basic Average Shares,195434000.0,195434000.0,193774074.0,175015152.0,195434000.0,,
Diluted EPS,0.4228,0.3575,0.54,0.594,0.6068,,
Basic EPS,0.4228,0.3575,0.54,0.594,0.6068,,
Diluted NI Availto Com Stockholders,82620000.0,69871000.0,104638000.0,103959000.0,118592000.0,,
Net Income Common Stockholders,82620000.0,69871000.0,104638000.0,103959000.0,118592000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,82620000.0,69871000.0,104638000.0,103959000.0,118592000.0,,
Minority Interests,-19926000.0,-12202000.0,-18629000.0,-12040000.0,-9952000.0,,
Net Income Including Noncontrolling Interests,102546000.0,82073000.0,123267000.0,115999000.0,128544000.0,,
Net Income Continuous Operations,102546000.0,82073000.0,123267000.0,115999000.0,128544000.0,,
Tax Provision,16382000.0,-4005000.0,16421000.0,15776000.0,15906000.0,,
Pretax Income,118928000.0,78068000.0,139688000.0,131775000.0,144450000.0,,
Special Income Charges,,-2401000.0,-5260000.0,-2665000.0,,-1177000.0,-1208000.0
Other Special Charges,,2401000.0,5260000.0,2665000.0,,1177000.0,1208000.0
Net Non Operating Interest Income Expense,-28407000.0,-24109000.0,-17522000.0,-7808000.0,-12509000.0,,
Total Other Finance Cost,7685000.0,-1613000.0,2541000.0,-473000.0,6422000.0,,
Interest Expense Non Operating,23089000.0,28721000.0,21284000.0,15872000.0,12829000.0,,
Interest Income Non Operating,2367000.0,2999000.0,6303000.0,7591000.0,6742000.0,,
Operating Income,92874000.0,47278000.0,98358000.0,86196000.0,111770000.0,,
Operating Expense,78838000.0,71767000.0,80275000.0,60360000.0,52787000.0,,
Other Operating Expenses,7237000.0,10175000.0,12486000.0,6700000.0,6139000.0,,
Depreciation And Amortization In Income Statement,123000.0,117000.0,164000.0,285000.0,94000.0,,
Depreciation Income Statement,123000.0,117000.0,164000.0,285000.0,94000.0,,
Selling General And Administration,57547000.0,48643000.0,57522000.0,44892000.0,37607000.0,,
Selling And Marketing Expense,49362000.0,38575000.0,46871000.0,35510000.0,27556000.0,,
General And Administrative Expense,8185000.0,10068000.0,10651000.0,9382000.0,10051000.0,,
Gross Profit,171712000.0,119045000.0,178633000.0,146556000.0,164557000.0,,
Cost Of Revenue,323665000.0,253913000.0,351488000.0,268197000.0,317337000.0,,
Total Revenue,495377000.0,372958000.0,530121000.0,414753000.0,481894000.0,,
Operating Revenue,495377000.0,372958000.0,530121000.0,414753000.0,481894000.0,,
