,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,29139360.0,13552400.0,13552400.0,
Tax Rate For Calcs,0.34,0.34,0.34,0.34,
Total Unusual Items,,85704000.0,39860000.0,39860000.0,39860000.0
Total Unusual Items Excluding Goodwill,,85704000.0,39860000.0,39860000.0,39860000.0
Net Income From Continuing Operation Net Minority Interest,560685000.0,252860000.0,267921000.0,60342000.0,
Reconciled Depreciation,180247000.0,174352000.0,123144000.0,90773000.0,
Net Interest Income,5329584000.0,5120763000.0,2876008000.0,2617495000.0,
Interest Expense,5249674000.0,4029407000.0,4752834000.0,3699905000.0,
Interest Income,10579258000.0,9150170000.0,7628842000.0,6317400000.0,
Normalized Income,560685000.0,196295360.0,241613400.0,34034400.0,
Net Income From Continuing And Discontinued Operation,560685000.0,252860000.0,267921000.0,60342000.0,
Diluted Average Shares,592519652.0,590953826.0,591722593.0,591689217.0,
Basic Average Shares,592519652.0,590953826.0,591722593.0,591689217.0,
Diluted EPS,0.946765,0.427837,0.452766,0.101983,
Basic EPS,0.946765,0.427837,0.452766,0.101983,
Diluted NI Availto Com Stockholders,560685000.0,252860000.0,267921000.0,60342000.0,
Net Income Common Stockholders,560685000.0,252860000.0,267921000.0,60342000.0,
Net Income,560685000.0,252860000.0,267921000.0,60342000.0,
Minority Interests,-72101000.0,-26489000.0,-19309000.0,-5008000.0,
Net Income Including Noncontrolling Interests,632786000.0,279349000.0,287230000.0,65350000.0,
Net Income Continuous Operations,632786000.0,279349000.0,287230000.0,65350000.0,
Tax Provision,-243591000.0,-157428000.0,-145976000.0,-316404000.0,
Pretax Income,523919000.0,121921000.0,141254000.0,-251054000.0,
Other Non Operating Income Expenses,-6523000.0,72607000.0,116840000.0,37512000.0,
Special Income Charges,,85704000.0,39860000.0,39860000.0,39860000.0
Other Special Charges,,-85704000.0,-39860000.0,-39860000.0,-39860000.0
Gain On Sale Of Security,,,,,39860000.0
Operating Expense,2786596000.0,3048993000.0,2703797000.0,2598219000.0,
Other Operating Expenses,1106998000.0,1063201000.0,845575000.0,1028342000.0,
Depreciation And Amortization In Income Statement,180246000.0,150718000.0,123144000.0,90773000.0,
Depreciation Income Statement,180246000.0,150718000.0,123144000.0,90773000.0,
Selling General And Administration,1004932000.0,1111476000.0,1167481000.0,1087102000.0,
Selling And Marketing Expense,50221000.0,72353000.0,104796000.0,159412000.0,
General And Administrative Expense,954711000.0,1039123000.0,1062685000.0,927690000.0,
Insurance And Claims,11130000.0,329811000.0,192846000.0,6663000.0,
Rent And Landing Fees,16342000.0,34365000.0,32663000.0,30335000.0,
Total Revenue,4566050000.0,4648889000.0,4039999000.0,3615962000.0,
Operating Revenue,4566050000.0,4648889000.0,4039999000.0,3615962000.0,
