,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Ordinary Shares Number,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,
Share Issued,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,
Tangible Book Value,13794589000.0,13772009000.0,13550484000.0,13505669000.0,13330716000.0,
Invested Capital,13794589000.0,13772009000.0,13550484000.0,13505669000.0,13330716000.0,
Net Tangible Assets,13794589000.0,13772009000.0,13550484000.0,13505669000.0,13330716000.0,
Common Stock Equity,13794589000.0,13772009000.0,13550484000.0,13505669000.0,13330716000.0,
Total Capitalization,13794589000.0,13772009000.0,13550484000.0,13505669000.0,13330716000.0,
Total Equity Gross Minority Interest,13794589000.0,13772009000.0,13550484000.0,13505669000.0,13330716000.0,
Stockholders Equity,13794589000.0,13772009000.0,13550484000.0,13505669000.0,13330716000.0,
Other Equity Interest,5404158000.0,5491528000.0,5430281000.0,5407445000.0,5413246000.0,
Retained Earnings,1260228000.0,1150278000.0,,1329581000.0,1148827000.0,1050419000.0
Capital Stock,3678772000.0,3678772000.0,3678772000.0,3678772000.0,3678772000.0,
Common Stock,3678772000.0,3678772000.0,3678772000.0,3678772000.0,3678772000.0,
Total Liabilities Net Minority Interest,1207683000.0,1153252000.0,1214517000.0,1118851000.0,1092988000.0,
Non Current Deferred Taxes Liabilities,0.0,0.0,0.0,0.0,0.0,
Current Deferred Taxes Liabilities,8162000.0,4390000.0,499000.0,9015000.0,6142000.0,
Payables,1199521000.0,1148862000.0,1214000000.0,1109836000.0,1086846000.0,
Dividends Payable,1050007000.0,990008000.0,1050008000.0,960008000.0,930009000.0,
Total Tax Payable,68110000.0,72144000.0,70406000.0,69226000.0,60869000.0,
Accounts Payable,81404000.0,86710000.0,93586000.0,80602000.0,95968000.0,
Total Assets,15002272000.0,14925261000.0,14765001000.0,14624520000.0,14423704000.0,
Financial Assets,28000.0,66000.0,0.0,1000.0,3000.0,
Investments And Advances,14255568000.0,13872381000.0,14246435000.0,13769616000.0,13770657000.0,
Investmentin Financial Assets,28000.0,66000.0,,1000.0,3000.0,29000.0
Long Term Equity Investment,13000344000.0,12796252000.0,12708995000.0,12681881000.0,12695842000.0,
Net PPE,8588000.0,9128000.0,9668000.0,10209000.0,10365000.0,
Gross PPE,8588000.0,9128000.0,9668000.0,10209000.0,10365000.0,
Other Properties,8588000.0,9128000.0,9668000.0,10209000.0,10365000.0,
Current Deferred Taxes Assets,114000.0,115000.0,,231000.0,281000.0,284000.0
Other Receivables,509457000.0,860305000.0,185056000.0,666615000.0,465712000.0,
Taxes Receivable,112000.0,107000.0,1871000.0,1891000.0,193000.0,
Accounts Receivable,183346000.0,149591000.0,162742000.0,159438000.0,137859000.0,
Cash Cash Equivalents And Short Term Investments,1255444000.0,1076427000.0,1537746000.0,1087938000.0,1075088000.0,
Other Short Term Investments,1255196000.0,1076063000.0,1537440000.0,1087734000.0,1074812000.0,
Cash And Cash Equivalents,248000.0,364000.0,306000.0,204000.0,276000.0,
