,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,371659000.0,-278637000.0,-2895652000.0,,-29930000.0,1744075000.0,
Repayment Of Debt,-433027000.0,-225975000.0,-1790773000.0,,-633473000.0,-1937990000.0,
Issuance Of Debt,2485000000.0,3000000000.0,1370000000.0,,1000000000.0,900000000.0,
Issuance Of Capital Stock,-137594000.0,-451106000.0,,,-91249000.0,-186425000.0,
Capital Expenditure,-833554000.0,-699337000.0,-77000.0,,-678768000.0,-675163000.0,
End Cash Position,3014917000.0,5405822000.0,214163000.0,,5078114000.0,7675521000.0,
Beginning Cash Position,5405822000.0,3705415000.0,5534941000.0,,7675521000.0,6570751000.0,
Changes In Cash,-2390905000.0,1700407000.0,841062000.0,,-2597407000.0,1104770000.0,
Financing Cash Flow,973435000.0,1100752000.0,-5647838000.0,,-554301000.0,-1624515000.0,
Net Other Financing Charges,-9798000.0,-1250000.0,84742000.0,,-17810000.0,-33546000.0,
Cash Dividends Paid,-311218000.0,-933865000.0,-5311807000.0,,-725945000.0,-61929000.0,
Net Common Stock Issuance,-757522000.0,-738158000.0,0.0,,-177073000.0,-491050000.0,
Common Stock Issuance,-137594000.0,-451106000.0,,,-91249000.0,-186425000.0,
Net Issuance Payments Of Debt,2051973000.0,2774025000.0,-420773000.0,,366527000.0,-1037990000.0,
Net Long Term Debt Issuance,2051973000.0,2774025000.0,-420773000.0,,366527000.0,-1037990000.0,
Long Term Debt Payments,-433027000.0,-225975000.0,-1790773000.0,,-633473000.0,-1937990000.0,
Long Term Debt Issuance,2485000000.0,3000000000.0,1370000000.0,,1000000000.0,900000000.0,
Investing Cash Flow,-4569553000.0,178955000.0,9384475000.0,,-2691944000.0,310047000.0,
Net Other Investing Changes,,,1395898000.0,,,,
Dividends Received Cfi,1489000.0,8661000.0,3053917000.0,,2762000.0,7796000.0,
Net Investment Purchase And Sale,-3608288000.0,193268000.0,3616054000.0,,-2015938000.0,977414000.0,
Sale Of Investment,26830765000.0,18529711000.0,-50212950000.0,,22833081000.0,19136233000.0,
Purchase Of Investment,-30439053000.0,-18336443000.0,53829004000.0,,-24849019000.0,-18158819000.0,
Net Business Purchase And Sale,-129200000.0,676363000.0,1318683000.0,-1534000.0,0.0,,
Sale Of Business,0.0,676363000.0,2105685000.0,132000.0,0.0,,
Purchase Of Business,,,-787002000.0,-1666000.0,,,0.0
Net Intangibles Purchase And Sale,-40896000.0,-19463000.0,-77000.0,,-74717000.0,-59803000.0,
Purchase Of Intangibles,-40896000.0,-19463000.0,-77000.0,,-74717000.0,-59803000.0,
Net PPE Purchase And Sale,-792658000.0,-679874000.0,,,-604051000.0,-615360000.0,
Purchase Of PPE,-792658000.0,-679874000.0,,,-604051000.0,-615360000.0,
Operating Cash Flow,1205213000.0,420700000.0,-2895575000.0,,648838000.0,2419238000.0,
Taxes Refund Paid,-217380000.0,-584851000.0,896199000.0,,-352692000.0,-313997000.0,
Interest Paid Cfo,-1070904000.0,-1589939000.0,-964507000.0,,-748531000.0,-1059247000.0,
Change In Working Capital,2412283000.0,2201902000.0,6455736000.0,-15780736000.0,1504787000.0,,
Change In Other Current Liabilities,25917000.0,-116027000.0,449178000.0,-294538000.0,111209000.0,,
Change In Other Current Assets,3279091000.0,2974882000.0,4488337000.0,-15257300000.0,3028260000.0,,
Change In Accrued Expense,-5280000.0,-30344000.0,-135081000.0,,32964000.0,26798000.0,
Change In Payable,84735000.0,213644000.0,100609000.0,,71705000.0,-11593000.0,
Change In Inventory,-65026000.0,11870000.0,-118643000.0,,-118936000.0,3113000.0,
Change In Receivables,-770514000.0,-755632000.0,1042327000.0,,-1171870000.0,-360601000.0,
Other Non Cash Items,-2845188000.0,-1938989000.0,-3837214000.0,12181188000.0,-1965829000.0,,
Stock Based Compensation,6619000.0,27999000.0,22732000.0,,22732000.0,22732000.0,
Provisionand Write Offof Assets,781386000.0,405614000.0,-563787000.0,,530550000.0,328416000.0,
Depreciation And Amortization,466138000.0,478942000.0,-512584000.0,,474425000.0,449987000.0,
Depreciation,466138000.0,478942000.0,-512584000.0,,474425000.0,449987000.0,
Gain Loss On Investment Securities,-980000.0,-980000.0,-980000.0,,-980000.0,-980000.0,
Gain Loss On Sale Of Business,,,0.0,,,,354103000.0
Net Income From Continuing Operations,1689043000.0,1418426000.0,-170077000.0,,1199774000.0,1344492000.0,
