,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,13024000.0,-30802000.0,-39969720.0,13929120.0,8731540.0,,
Tax Rate For Calcs,0.4,0.4,0.34,0.34,0.34,,
Normalized EBITDA,333145000.0,506257000.0,436194000.0,448827000.0,337484000.0,,
Total Unusual Items,32560000.0,-77005000.0,-73351000.0,40968000.0,25681000.0,,
Total Unusual Items Excluding Goodwill,32560000.0,-77005000.0,-117558000.0,40968000.0,25681000.0,,
Net Income From Continuing Operation Net Minority Interest,-1526000.0,65690000.0,-48377000.0,97750000.0,3528000.0,,
Reconciled Depreciation,195608000.0,196566000.0,199100000.0,204992000.0,204106000.0,,
Reconciled Cost Of Revenue,613031000.0,536858000.0,542586000.0,540117000.0,579855000.0,,
EBITDA,365705000.0,429252000.0,362843000.0,489795000.0,363165000.0,,
EBIT,170097000.0,232686000.0,163743000.0,284803000.0,159059000.0,,
Net Interest Income,-236741000.0,,,,-208767000.0,-195265000.0,
Interest Expense,179269000.0,181809000.0,200605000.0,200273000.0,175215000.0,,
Interest Income,18576000.0,32500000.0,16241000.0,44290000.0,13805000.0,,
Normalized Income,-21062000.0,111893000.0,29211280.0,70711120.0,-13421460.0,,
Net Income From Continuing And Discontinued Operation,-1526000.0,65690000.0,-48377000.0,97750000.0,3528000.0,,
Total Expenses,1202163000.0,1224316000.0,1148403000.0,1104949000.0,1215852000.0,,
Rent Expense Supplemental,11430000.0,11686000.0,8089000.0,10756000.0,12322000.0,,
Total Operating Income As Reported,,,162689000.0,257066000.0,,,166140000.0
Diluted Average Shares,262589000.0,265395000.0,,277620000.0,277122000.0,277113000.0,
Basic Average Shares,259684000.0,262962000.0,,275215000.0,273744000.0,275242000.0,
Diluted EPS,-0.00588,0.24752,,0.3521,0.01273,0.46403,
Basic EPS,-0.00588,0.24981,,0.35518,0.01289,0.46719,
Diluted NI Availto Com Stockholders,-1526000.0,65690000.0,-48377000.0,97750000.0,3528000.0,,
Net Income Common Stockholders,-1526000.0,65690000.0,-48377000.0,97750000.0,3528000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,-1526000.0,65690000.0,-48377000.0,97750000.0,3528000.0,,
Minority Interests,-75000.0,199000.0,1150000.0,-170000.0,419000.0,,
Net Income Including Noncontrolling Interests,-1451000.0,65491000.0,-49527000.0,97920000.0,3109000.0,,
Net Income Continuous Operations,-1451000.0,65491000.0,-49527000.0,97920000.0,3109000.0,,
Tax Provision,-7721000.0,-14614000.0,12665000.0,-13390000.0,-19265000.0,,
Pretax Income,-9172000.0,50877000.0,-36862000.0,84530000.0,-16156000.0,,
Other Non Operating Income Expenses,5117000.0,4921000.0,4225000.0,3572000.0,4530000.0,,
Special Income Charges,25000.0,-72080000.0,-46316000.0,-471000.0,-144000.0,,
Other Special Charges,-25000.0,72080000.0,2109000.0,471000.0,144000.0,,
Net Non Operating Interest Income Expense,-236741000.0,-200269000.0,-182835000.0,-206696000.0,-208767000.0,,
Total Other Finance Cost,76048000.0,50960000.0,-1529000.0,50713000.0,47357000.0,,
Interest Expense Non Operating,179269000.0,181809000.0,200605000.0,200273000.0,175215000.0,,
Interest Income Non Operating,18576000.0,32500000.0,16241000.0,44290000.0,13805000.0,,
Operating Income,189892000.0,284481000.0,156317000.0,246686000.0,162400000.0,,
Operating Expense,589132000.0,687458000.0,605817000.0,564832000.0,635997000.0,,
Other Operating Expenses,189973000.0,243392000.0,276894000.0,186364000.0,239924000.0,,
Depreciation And Amortization In Income Statement,86021000.0,95608000.0,97029000.0,95106000.0,95058000.0,,
Depreciation Income Statement,86021000.0,95608000.0,97029000.0,95106000.0,95058000.0,,
Selling General And Administration,204306000.0,253739000.0,152024000.0,175425000.0,198173000.0,,
Selling And Marketing Expense,84575000.0,167049000.0,73585000.0,76232000.0,85852000.0,,
General And Administrative Expense,119731000.0,86690000.0,78439000.0,99193000.0,112321000.0,,
Rent And Landing Fees,,941000.0,1038000.0,1022000.0,1100000.0,930000.0,
Gross Profit,779024000.0,971939000.0,762134000.0,811518000.0,798397000.0,,
Cost Of Revenue,613031000.0,536858000.0,542586000.0,540117000.0,579855000.0,,
Total Revenue,1392055000.0,1508797000.0,1304720000.0,1351635000.0,1378252000.0,,
Operating Revenue,1392055000.0,1508797000.0,1304720000.0,1351635000.0,1378252000.0,,
