,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,64485.072279,-74995.2,0.0,,
Tax Rate For Calcs,0.4,0.4,0.297166,0.3456,0.361285,,
Total Unusual Items,,,217000.0,-217000.0,207000.0,,
Total Unusual Items Excluding Goodwill,,,217000.0,-217000.0,207000.0,,
Net Income From Continuing Operation Net Minority Interest,-3263000.0,93568000.0,37972000.0,112311000.0,106562000.0,,
Reconciled Depreciation,10979000.0,14134000.0,18889000.0,20010000.0,20901000.0,,
EBIT,-16249000.0,154894000.0,,240943000.0,432752000.0,214162000.0,
Net Interest Income,-42902000.0,1392000.0,35134000.0,51057000.0,-13818000.0,,
Interest Expense,42902000.0,-1392000.0,,69334000.0,265914000.0,4075000.0,
Interest Income,67564000.0,124440000.0,524029000.0,120391000.0,71962000.0,,
Normalized Income,-3263000.0,93568000.0,37819485.072279,112453004.8,106562000.0,,
Net Income From Continuing And Discontinued Operation,-3263000.0,93568000.0,37972000.0,112311000.0,106562000.0,,
Total Expenses,308512000.0,130038000.0,625497000.0,-43871000.0,-2622322000.0,,
Diluted Average Shares,82089265.0,81569892.0,,81838786.0,81838243.0,81838243.0,
Basic Average Shares,81168796.0,81569892.0,,81838786.0,81838243.0,81838243.0,
Diluted EPS,-0.04,1.15,,1.3724,1.3,1.64,
Basic EPS,-0.04,1.15,,1.3724,1.3,1.64,
Diluted NI Availto Com Stockholders,-3263000.0,93568000.0,37972000.0,112311000.0,106562000.0,,
Net Income Common Stockholders,-3263000.0,93568000.0,37972000.0,112311000.0,106562000.0,,
Net Income,-3263000.0,93568000.0,37972000.0,112311000.0,106562000.0,,
Net Income Including Noncontrolling Interests,-3263000.0,93568000.0,37972000.0,112311000.0,106562000.0,,
Net Income Continuous Operations,-3263000.0,93568000.0,37972000.0,112311000.0,106562000.0,,
Tax Provision,-55888000.0,62718000.0,16055000.0,59298000.0,60276000.0,,
Pretax Income,-59151000.0,156286000.0,54027000.0,171609000.0,166838000.0,,
Other Income Expense,-20794000.0,-2117000.0,6106000.0,0.0,-158911000.0,,
Special Income Charges,,,217000.0,-217000.0,207000.0,,
Other Special Charges,,,-217000.0,217000.0,-207000.0,,
Net Non Operating Interest Income Expense,-42902000.0,1392000.0,35134000.0,51057000.0,-13818000.0,,
Total Other Finance Cost,,,,,-113672000.0,,
Interest Expense Non Operating,42902000.0,-1392000.0,,69334000.0,265914000.0,4075000.0,
Interest Income Non Operating,,,,120391000.0,138424000.0,,752942000.0
Other Operating Expenses,-41528000.0,1082000.0,1587000.0,370000.0,805000.0,,
Selling General And Administration,12335000.0,6883000.0,7399000.0,6599000.0,6437000.0,,
General And Administrative Expense,12335000.0,6883000.0,7399000.0,6599000.0,6437000.0,,
Total Revenue,249313000.0,286268000.0,679524000.0,127738000.0,285591000.0,,
Operating Revenue,249313000.0,286268000.0,679524000.0,127738000.0,285591000.0,,
Net Policyholder Benefits And Claims,434783000.0,526688000.0,,,-1961715000.0,535514000.0,
