,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-968202.976494,0.0,-3208762.048653,-285066.254975,-456207.298592,,
Tax Rate For Calcs,0.186912,0.188669,0.13847,0.152198,0.189455,,
Normalized EBITDA,59705000.0,60835000.0,117965000.0,129797000.0,85654000.0,,
Total Unusual Items,-5180000.0,,-23173000.0,-1873000.0,-2408000.0,10223000.0,
Total Unusual Items Excluding Goodwill,-5180000.0,,-23173000.0,-1873000.0,-2408000.0,10223000.0,
Net Income From Continuing Operation Net Minority Interest,30686000.0,,,,,,
Reconciled Depreciation,979000.0,1097000.0,1087000.0,1092000.0,1136000.0,,
Reconciled Cost Of Revenue,173291000.0,245644000.0,326884000.0,354552000.0,459619000.0,,
EBITDA,54525000.0,60835000.0,94792000.0,127924000.0,83246000.0,,
EBIT,53546000.0,59738000.0,93705000.0,126832000.0,82110000.0,,
Net Interest Income,-8791000.0,-7464000.0,-7676000.0,-8369000.0,-5124000.0,,
Interest Expense,10408000.0,8145000.0,8654000.0,9754000.0,8863000.0,,
Interest Income,494000.0,485000.0,10208000.0,952000.0,1273000.0,,
Normalized Income,34897797.023506,32509000.0,64835237.951347,91626933.745025,50826792.701408,,
Net Income From Continuing And Discontinued Operation,30686000.0,32509000.0,44871000.0,90039000.0,48875000.0,,
Total Expenses,183915000.0,303806000.0,397300000.0,427931000.0,528552000.0,,
Total Operating Income As Reported,,26386000.0,,,,25949000.0,
Diluted Average Shares,199383000.0,50325000.0,,390235000.0,200215000.0,648179000.0,
Basic Average Shares,197697000.0,48490000.0,,386652000.0,196208000.0,640187000.0,
Diluted EPS,0.15,0.65,,0.23,0.24,0.08,
Basic EPS,0.16,0.67,,0.23,0.25,0.08,
Diluted NI Availto Com Stockholders,30686000.0,32509000.0,44871000.0,90039000.0,48875000.0,,
Net Income Common Stockholders,30686000.0,32509000.0,44871000.0,90039000.0,48875000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,30686000.0,32509000.0,44871000.0,90039000.0,48875000.0,,
Minority Interests,-4389000.0,-9350000.0,-28403000.0,-9220000.0,-10495000.0,,
Net Income Including Noncontrolling Interests,35075000.0,41859000.0,73274000.0,99259000.0,59370000.0,,
Net Income Discontinuous Operations,,,0.0,0.0,0.0,0.0,0.0
Net Income Continuous Operations,35075000.0,41859000.0,73274000.0,99259000.0,59370000.0,,
Tax Provision,8063000.0,9734000.0,11777000.0,17819000.0,13877000.0,,
Pretax Income,43138000.0,51593000.0,85051000.0,117078000.0,73247000.0,,
Special Income Charges,-5180000.0,,-23173000.0,-1873000.0,-2408000.0,10223000.0,
Other Special Charges,5180000.0,,23173000.0,1873000.0,2408000.0,-10223000.0,
Net Non Operating Interest Income Expense,-8791000.0,-7464000.0,-7676000.0,-8369000.0,-5124000.0,,
Total Other Finance Cost,-1123000.0,-196000.0,9230000.0,-433000.0,-2466000.0,,
Interest Expense Non Operating,10408000.0,8145000.0,8654000.0,9754000.0,8863000.0,,
Interest Income Non Operating,494000.0,485000.0,10208000.0,952000.0,1273000.0,,
Operating Income,17139000.0,26386000.0,87061000.0,100891000.0,41201000.0,,
Operating Expense,10624000.0,58162000.0,70416000.0,73379000.0,68933000.0,,
Other Operating Expenses,668000.0,11238000.0,3555000.0,11204000.0,784000.0,,
Selling General And Administration,27925000.0,29865000.0,41193000.0,40778000.0,45415000.0,,
Selling And Marketing Expense,20608000.0,18711000.0,47647000.0,25951000.0,35049000.0,,
General And Administrative Expense,7317000.0,11154000.0,-6454000.0,14827000.0,10366000.0,,
Gross Profit,27763000.0,84548000.0,157477000.0,174270000.0,110134000.0,,
Cost Of Revenue,173291000.0,245644000.0,326884000.0,354552000.0,459619000.0,,
Total Revenue,201054000.0,330192000.0,484361000.0,528822000.0,569753000.0,,
Operating Revenue,201054000.0,330192000.0,484361000.0,528822000.0,569753000.0,,
