,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,122182000.0,-188891000.0,-491190000.0,279313000.0,-621427000.0,,
Repayment Of Debt,-914084000.0,-767662000.0,-448905000.0,-622554000.0,-635843000.0,,
Issuance Of Debt,999758000.0,717527000.0,1696389000.0,1124406000.0,1519551000.0,,
Capital Expenditure,-86749000.0,-79319000.0,-493233000.0,-55236000.0,-48330000.0,,
End Cash Position,230669000.0,194663000.0,726554000.0,172898000.0,178909000.0,,
Beginning Cash Position,194663000.0,726554000.0,172898000.0,178909000.0,145454000.0,,
Changes In Cash,36006000.0,-531891000.0,553656000.0,-6011000.0,33455000.0,,
Financing Cash Flow,-4995000.0,-45904000.0,-117692000.0,394377000.0,814046000.0,,
Net Other Financing Charges,10143000.0,55173000.0,73097000.0,87152000.0,-120944000.0,,
Common Stock Dividend Paid,,,,,,,-223746000.0
Net Common Stock Issuance,0.0,0.0,0.0,0.0,0.0,,
Net Issuance Payments Of Debt,85674000.0,-50135000.0,1247484000.0,501852000.0,883708000.0,,
Net Long Term Debt Issuance,85674000.0,-50135000.0,1247484000.0,501852000.0,883708000.0,,
Long Term Debt Payments,-914084000.0,-767662000.0,-448905000.0,-622554000.0,-635843000.0,,
Long Term Debt Issuance,999758000.0,717527000.0,1696389000.0,1124406000.0,1519551000.0,,
Investing Cash Flow,-167930000.0,-376415000.0,669305000.0,-734937000.0,-207494000.0,,
Dividends Received Cfi,68387000.0,60465000.0,281039000.0,51754000.0,99918000.0,,
Net Investment Purchase And Sale,-149568000.0,-357561000.0,881499000.0,-731455000.0,-259082000.0,,
Sale Of Investment,,43248000.0,,,,40240000.0,
Purchase Of Investment,,-400809000.0,,,,-257431000.0,
Net Intangibles Purchase And Sale,-190000.0,-14631000.0,-11452000.0,0.0,-1000.0,,
Purchase Of Intangibles,-190000.0,-14631000.0,,0.0,-1000.0,-1157000.0,
Net PPE Purchase And Sale,-86559000.0,-64688000.0,-481781000.0,-55236000.0,-48329000.0,,
Purchase Of PPE,-86559000.0,-64688000.0,,-55236000.0,-48329000.0,-34504000.0,
Operating Cash Flow,208931000.0,-109572000.0,2043000.0,334549000.0,-573097000.0,,
Taxes Refund Paid,-46266000.0,-54608000.0,-41712000.0,-45018000.0,-40517000.0,,
Interest Paid Cfo,-295927000.0,-143533000.0,-241312000.0,-101114000.0,-199764000.0,,
Change In Working Capital,-106463000.0,-438414000.0,-549075000.0,-186769000.0,-716995000.0,,
Change In Other Current Liabilities,95516000.0,41621000.0,-67510000.0,-31284000.0,-22140000.0,,
Change In Other Current Assets,2650000.0,-28181000.0,-207744000.0,237679000.0,121837000.0,,
Change In Accrued Expense,22450000.0,-28858000.0,,,21881000.0,-18931000.0,
Change In Payable,162049000.0,79327000.0,823878000.0,74438000.0,-19445000.0,,
Change In Prepaid Assets,2251000.0,6772000.0,62642000.0,-11471000.0,-650000.0,,
Change In Inventory,-160348000.0,-239835000.0,-276646000.0,-293204000.0,-570212000.0,,
Change In Receivables,-207988000.0,-253124000.0,-887398000.0,-141131000.0,-226057000.0,,
Other Non Cash Items,394709000.0,336406000.0,268357000.0,241708000.0,222609000.0,,
Provisionand Write Offof Assets,19841000.0,97127000.0,68596000.0,-16378000.0,-43728000.0,,
Deferred Tax,41915000.0,4306000.0,42072000.0,11188000.0,50025000.0,,
Depreciation And Amortization,29189000.0,38968000.0,31909000.0,12301000.0,13755000.0,,
Depreciation,29189000.0,38968000.0,31909000.0,12301000.0,13755000.0,,
Gain Loss On Investment Securities,-295879000.0,-246825000.0,-224309000.0,-189974000.0,-234207000.0,,
Gain Loss On Sale Of PPE,,33583000.0,,,,8938000.0,
Net Income From Continuing Operations,573703000.0,411281000.0,838358000.0,738803000.0,528736000.0,,
