,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-74986400.0,-3743426.32892,-3622351.674012,-7244040.0,-3134816.828431,,
Tax Rate For Calcs,0.4,0.348777,0.378313,0.34,0.020189,,
Normalized EBITDA,780433000.0,677835000.0,808765000.0,481645000.0,717363000.0,,
Total Unusual Items,-187466000.0,-10733000.0,-9575000.0,-21306000.0,-155274000.0,,
Total Unusual Items Excluding Goodwill,-187466000.0,-10733000.0,-9575000.0,-21306000.0,-155274000.0,,
Net Income From Continuing Operation Net Minority Interest,148870000.0,141447000.0,220006000.0,191605000.0,118799000.0,,
Reconciled Depreciation,234144000.0,232227000.0,232570000.0,228663000.0,225014000.0,,
Reconciled Cost Of Revenue,755876000.0,746369000.0,747084000.0,475670000.0,523535000.0,,
EBITDA,592967000.0,667102000.0,799190000.0,460339000.0,562089000.0,,
EBIT,358823000.0,434875000.0,566620000.0,231676000.0,337075000.0,,
Net Interest Income,-231523000.0,-221049000.0,-217609000.0,-200775000.0,-243067000.0,,
Interest Expense,216874000.0,218026000.0,232154000.0,219473000.0,228996000.0,,
Interest Income,8945000.0,24623000.0,9725000.0,12714000.0,10441000.0,,
Normalized Income,261349600.0,148436573.67108,225958648.325988,205666960.0,270938183.171569,,
Net Income From Continuing And Discontinued Operation,148870000.0,141447000.0,220006000.0,191605000.0,118799000.0,,
Total Expenses,1444678000.0,1722011000.0,1687135000.0,1323077000.0,1192373000.0,,
Rent Expense Supplemental,,,,,8263000.0,,
Total Operating Income As Reported,,,,,300056000.0,,
Diluted Average Shares,2001229192.0,1909232000.0,,1995588174.0,1995370737.0,1902067000.0,
Basic Average Shares,2001229192.0,1874220000.0,,1995588174.0,1995370737.0,1869514000.0,
Diluted EPS,0.074389,0.07,,0.096014,0.059537,0.05,
Basic EPS,0.074389,0.08,,0.096014,0.059537,0.05,
Diluted NI Availto Com Stockholders,148870000.0,141447000.0,220006000.0,191605000.0,118799000.0,,
Net Income Common Stockholders,148870000.0,141447000.0,220006000.0,191605000.0,118799000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,148870000.0,141447000.0,220006000.0,191605000.0,118799000.0,,
Minority Interests,-78000.0,230000.0,12073000.0,13648000.0,12902000.0,,
Net Income Including Noncontrolling Interests,148948000.0,141217000.0,207933000.0,177957000.0,105897000.0,,
Net Income Discontinuous Operations,,,0.0,0.0,0.0,0.0,0.0
Net Income Continuous Operations,148948000.0,141217000.0,207933000.0,177957000.0,105897000.0,,
Tax Provision,-6999000.0,75632000.0,126533000.0,-165754000.0,2182000.0,,
Pretax Income,141949000.0,216849000.0,334466000.0,12203000.0,108079000.0,,
Special Income Charges,-173600000.0,-3590000.0,-2866000.0,-2716000.0,-167195000.0,,
Write Off,170802000.0,,,,167522000.0,,
Restructuring And Mergern Acquisition,2798000.0,3590000.0,2866000.0,2716000.0,-327000.0,,
Net Non Operating Interest Income Expense,-231523000.0,-221049000.0,-217609000.0,-200775000.0,-243067000.0,,
Total Other Finance Cost,23594000.0,27646000.0,-4820000.0,-5984000.0,24512000.0,,
Interest Expense Non Operating,216874000.0,218026000.0,232154000.0,219473000.0,228996000.0,,
Interest Income Non Operating,8945000.0,24623000.0,9725000.0,12714000.0,10441000.0,,
Operating Income,516049000.0,424117000.0,513931000.0,200292000.0,472227000.0,,
Operating Expense,688802000.0,975642000.0,940051000.0,847407000.0,668838000.0,,
Other Operating Expenses,7767000.0,190893000.0,233929000.0,161672000.0,5084000.0,,
Selling General And Administration,698525000.0,788662000.0,707595000.0,688621000.0,665364000.0,,
Selling And Marketing Expense,221488000.0,332415000.0,216527000.0,220130000.0,193536000.0,,
General And Administrative Expense,477037000.0,456247000.0,491068000.0,468491000.0,471828000.0,,
Gross Profit,1204851000.0,1399759000.0,1453982000.0,1047699000.0,1141065000.0,,
Cost Of Revenue,755876000.0,746369000.0,747084000.0,475670000.0,523535000.0,,
Total Revenue,1960727000.0,2146128000.0,2201066000.0,1523369000.0,1664600000.0,,
Operating Revenue,1960727000.0,2146128000.0,2201066000.0,1523369000.0,1664600000.0,,
