,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-19567732.715869,-15674972.345265,-772430360.0,,-17482869.457736,-10566478.775601,
Tax Rate For Calcs,0.276127,0.330779,0.34,,0.249037,0.297563,
Normalized EBITDA,3283643000.0,2743939000.0,2409013000.0,,2470012000.0,2244406000.0,
Total Unusual Items,-70865000.0,-47388000.0,-2271854000.0,,-70202000.0,-35510000.0,
Total Unusual Items Excluding Goodwill,-70865000.0,-47388000.0,-2271854000.0,,-70202000.0,-35510000.0,
Net Income From Continuing Operation Net Minority Interest,518830000.0,356454000.0,-463101000.0,,299529000.0,257764000.0,
Reconciled Depreciation,920775000.0,902394000.0,935652000.0,,936543000.0,873836000.0,
Reconciled Cost Of Revenue,15041444000.0,14421794000.0,15126002000.0,,15495203000.0,15428783000.0,
EBITDA,3212778000.0,2696551000.0,137159000.0,,2399810000.0,2208896000.0,
EBIT,2292003000.0,1794157000.0,-798493000.0,,1463267000.0,1335060000.0,
Net Interest Income,-202593000.0,-212911000.0,-175431000.0,,-276425000.0,-163132000.0,
Interest Expense,269107000.0,282264000.0,342728000.0,,314436000.0,258940000.0,
Interest Income,66514000.0,69353000.0,127651000.0,,77657000.0,95808000.0,
Normalized Income,570127267.284131,388167027.654735,1036322640.0,,352248130.542264,282707521.224399,
Net Income From Continuing And Discontinued Operation,518830000.0,356454000.0,-463101000.0,,299529000.0,257764000.0,
Total Expenses,15579077000.0,14938280000.0,15770642000.0,,16067570000.0,15998506000.0,
Diluted Average Shares,838105184.0,1324907948.0,1324905265.0,1324907948.0,838322559.0,,
Basic Average Shares,838105184.0,1324907948.0,1324905265.0,1324907948.0,838322559.0,,
Diluted EPS,0.39,0.27,-0.35,0.285007,0.23,,
Basic EPS,0.39,0.27,-0.35,0.285007,0.23,,
Diluted NI Availto Com Stockholders,518830000.0,356454000.0,-463101000.0,,299529000.0,257764000.0,
Net Income Common Stockholders,518830000.0,356454000.0,-463101000.0,,299529000.0,257764000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0,
Net Income,518830000.0,356454000.0,-463101000.0,,299529000.0,257764000.0,
Minority Interests,-945490000.0,-655336000.0,831731000.0,,-563201000.0,-498142000.0,
Net Income Including Noncontrolling Interests,1464320000.0,1011790000.0,-1294832000.0,,862730000.0,755906000.0,
Net Income Continuous Operations,1464320000.0,1011790000.0,-1294832000.0,,862730000.0,755906000.0,
Tax Provision,558576000.0,500103000.0,153611000.0,,286101000.0,320214000.0,
Pretax Income,2022896000.0,1511893000.0,-1141221000.0,,1148831000.0,1076120000.0,
Special Income Charges,-72719000.0,-28413000.0,-2072399000.0,,-62908000.0,-3948000.0,
Other Special Charges,55401000.0,,2078928000.0,,60277000.0,,377938000.0
Write Off,17318000.0,28413000.0,,,2631000.0,3948000.0,
Net Non Operating Interest Income Expense,-202593000.0,-212911000.0,-175431000.0,,-276425000.0,-163132000.0,
Total Other Finance Cost,,,,,39646000.0,,
Interest Expense Non Operating,269107000.0,282264000.0,342728000.0,,314436000.0,258940000.0,
Interest Income Non Operating,66514000.0,69353000.0,127651000.0,,77657000.0,95808000.0,
Operating Income,2291555000.0,1777381000.0,1203661000.0,,1458180000.0,1376830000.0,
Operating Expense,537633000.0,516486000.0,644640000.0,,572367000.0,569723000.0,
Other Operating Expenses,47673000.0,48463000.0,159653000.0,,89456000.0,47474000.0,
Selling General And Administration,520949000.0,525320000.0,511338000.0,,560312000.0,546624000.0,
Selling And Marketing Expense,189195000.0,185563000.0,187020000.0,,205407000.0,193912000.0,
General And Administrative Expense,331754000.0,339757000.0,324318000.0,,354905000.0,352712000.0,
Gross Profit,2829188000.0,2293867000.0,1848301000.0,,2030547000.0,1946553000.0,
Cost Of Revenue,15041444000.0,14421794000.0,15126002000.0,,15495203000.0,15428783000.0,
Total Revenue,17870632000.0,16715661000.0,16974303000.0,,17525750000.0,17375336000.0,
Operating Revenue,17870632000.0,16715661000.0,16974303000.0,,17525750000.0,17375336000.0,
