,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-375079.399234,-2674736.220456,-97731.059788,-747701.069014,15634.440286,
Tax Rate For Calcs,0.225815,0.283551,0.067775,0.278266,0.279186,
Total Unusual Items,-1661000.0,-9433000.0,-1442000.0,-2687000.0,56000.0,
Total Unusual Items Excluding Goodwill,-1661000.0,-9433000.0,-1442000.0,-2687000.0,56000.0,
Net Income From Continuing Operation Net Minority Interest,165668000.0,149900000.0,183491000.0,103631000.0,83020000.0,
Reconciled Depreciation,3561000.0,3742000.0,-3767000.0,3953000.0,5313000.0,
Net Interest Income,220936000.0,-60251000.0,392552000.0,-106603000.0,-312642000.0,
Interest Expense,1077070000.0,987571000.0,892968000.0,914917000.0,998412000.0,
Interest Income,1298006000.0,927320000.0,1285520000.0,808314000.0,685770000.0,
Normalized Income,166953920.600766,156658263.779544,184835268.940212,105570298.930986,82979634.440286,
Net Income From Continuing And Discontinued Operation,165668000.0,149900000.0,183491000.0,103631000.0,83020000.0,
Diluted Average Shares,,259702010.0,,227105307.0,,229824781.0
Basic Average Shares,,259702010.0,,227105307.0,,229824781.0
Diluted EPS,,0.5772,,0.456313,,0.3196
Basic EPS,,0.5772,,0.456313,,0.3196
Diluted NI Availto Com Stockholders,165668000.0,149900000.0,183491000.0,103631000.0,83020000.0,
Net Income Common Stockholders,165668000.0,149900000.0,183491000.0,103631000.0,83020000.0,
Net Income,165668000.0,149900000.0,183491000.0,103631000.0,83020000.0,
Minority Interests,-1080000.0,89000.0,,,,0.0
Net Income Including Noncontrolling Interests,166748000.0,149811000.0,184732000.0,103631000.0,83020000.0,
Net Income Continuous Operations,166748000.0,149811000.0,184732000.0,103631000.0,83020000.0,
Tax Provision,57720000.0,68251000.0,17270000.0,47453000.0,37899000.0,
Pretax Income,255607000.0,240701000.0,254815000.0,170531000.0,135748000.0,
Other Non Operating Income Expenses,-4063000.0,-2828000.0,-2942000.0,-5699000.0,-1686000.0,
Special Income Charges,-1661000.0,-9433000.0,-1442000.0,-2687000.0,56000.0,
Other Special Charges,1661000.0,9433000.0,1442000.0,2687000.0,-56000.0,
Gain On Sale Of Security,205145000.0,386224000.0,17314000.0,682637000.0,999535000.0,
Operating Expense,85222000.0,271416000.0,234768000.0,181457000.0,130247000.0,
Other Operating Expenses,37871000.0,33919000.0,31513000.0,35945000.0,23008000.0,
Depreciation And Amortization In Income Statement,3561000.0,3742000.0,4385000.0,3717000.0,4613000.0,
Depreciation Income Statement,3561000.0,3742000.0,4385000.0,3717000.0,4613000.0,
Selling General And Administration,-20035000.0,173871000.0,125175000.0,97404000.0,58370000.0,
Selling And Marketing Expense,1531000.0,2074000.0,,1483000.0,892000.0,1034000.0
General And Administrative Expense,-21566000.0,171797000.0,128584000.0,95921000.0,57478000.0,
Insurance And Claims,8734000.0,6953000.0,21304000.0,1330000.0,6824000.0,
Rent And Landing Fees,3929000.0,3876000.0,7792000.0,3020000.0,2894000.0,
Total Revenue,556127000.0,690095000.0,603642000.0,558133000.0,307141000.0,
Operating Revenue,556127000.0,690095000.0,603642000.0,558133000.0,307141000.0,
