,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,752350487.0,752350487.0,750009979.0,750009978.0,750009978.0,,
Share Issued,752350487.0,752350487.0,750009979.0,750009978.0,750009978.0,,
Net Debt,2045769000.0,2377838000.0,2328375000.0,2084285000.0,2254430000.0,,
Total Debt,6234079000.0,6265290000.0,6331829000.0,4957764000.0,5190911000.0,,
Tangible Book Value,831760000.0,410974000.0,188852000.0,186303000.0,-18614000.0,,
Invested Capital,10619938000.0,10266039000.0,10171627000.0,8758110000.0,8691230000.0,,
Working Capital,5930352000.0,6090100000.0,5797556000.0,4015165000.0,4187871000.0,,
Net Tangible Assets,831760000.0,410974000.0,188852000.0,186303000.0,-18614000.0,,
Capital Lease Obligations,110635000.0,121429000.0,110840000.0,96333000.0,237165000.0,,
Common Stock Equity,4496494000.0,4122178000.0,3950638000.0,3896679000.0,3737484000.0,,
Total Capitalization,10440615000.0,10085139000.0,9960909000.0,7996563000.0,8024649000.0,,
Total Equity Gross Minority Interest,4525125000.0,4150747000.0,3975941000.0,3913593000.0,3753886000.0,,
Minority Interest,28631000.0,28569000.0,25303000.0,16914000.0,16402000.0,,
Stockholders Equity,4496494000.0,4122178000.0,3950638000.0,3896679000.0,3737484000.0,,
Other Equity Interest,21074000.0,21074000.0,2486000.0,-13175000.0,-14773000.0,,
Retained Earnings,1114885000.0,738171000.0,615579000.0,1947437000.0,1793176000.0,,
Capital Stock,3372181000.0,3372181000.0,3332791000.0,1961116000.0,1961116000.0,,
Common Stock,3372181000.0,3372181000.0,3332791000.0,1961116000.0,1961116000.0,,
Total Liabilities Net Minority Interest,11404770000.0,11480667000.0,11645303000.0,10458592000.0,10463186000.0,,
Total Non Current Liabilities Net Minority Interest,8233999000.0,8757708000.0,8713923000.0,6891494000.0,7309457000.0,,
Other Non Current Liabilities,42651000.0,41303000.0,40039000.0,32745000.0,174611000.0,,
Derivative Product Liabilities,12752000.0,3679000.0,0.0,1533000.0,,,0.0
Tradeand Other Payables Non Current,60172000.0,67675000.0,68461000.0,81838000.0,90173000.0,,
Long Term Debt And Capital Lease Obligation,6026109000.0,6048205000.0,6085028000.0,4162851000.0,4459672000.0,,
Long Term Capital Lease Obligation,81988000.0,85244000.0,74757000.0,62967000.0,172507000.0,,
Long Term Debt,5944121000.0,5962961000.0,6010271000.0,4099884000.0,4287165000.0,,
Long Term Provisions,2092315000.0,2596846000.0,2520395000.0,2612527000.0,2585001000.0,,
Current Liabilities,3170771000.0,2722959000.0,2931380000.0,3567098000.0,3153729000.0,,
Other Current Liabilities,137412000.0,149192000.0,177085000.0,202190000.0,61255000.0,,
Current Debt And Capital Lease Obligation,207970000.0,217085000.0,246801000.0,794913000.0,731239000.0,,
Current Capital Lease Obligation,28647000.0,36185000.0,36083000.0,33366000.0,64658000.0,,
Current Debt,179323000.0,180900000.0,210718000.0,761547000.0,666581000.0,,
Pensionand Other Post Retirement Benefit Plans Current,1582205000.0,1171083000.0,1112259000.0,1430556000.0,1243590000.0,,
Payables,808735000.0,764782000.0,988790000.0,714628000.0,690482000.0,,
Other Payable,124261000.0,67459000.0,77123000.0,40972000.0,50728000.0,,
Dividends Payable,2258000.0,3315000.0,223306000.0,1057000.0,1057000.0,,
Total Tax Payable,238268000.0,229452000.0,233277000.0,251108000.0,248565000.0,,
Accounts Payable,443948000.0,464556000.0,455084000.0,421491000.0,390132000.0,,
Total Assets,15929895000.0,15631414000.0,15621244000.0,14372185000.0,14217072000.0,,
Total Non Current Assets,6828772000.0,6818355000.0,6892308000.0,6789922000.0,6875472000.0,,
Other Non Current Assets,462012000.0,384665000.0,379922000.0,405208000.0,400471000.0,,
Non Current Deferred Taxes Assets,754461000.0,867709000.0,882410000.0,931419000.0,910502000.0,,
Financial Assets,0.0,4630000.0,50765000.0,31477000.0,51439000.0,,
Other Investments,4350000.0,,,,,,
Investmentin Financial Assets,13992000.0,12368000.0,,,,,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,13992000.0,12368000.0,,,,,
Long Term Equity Investment,,,0.0,,,4000000.0,0.0
Investments In Other Ventures Under Equity Method,,,,,,0.0,
Investmentsin Subsidiariesat Cost,,,0.0,,,4000000.0,0.0
Goodwill And Other Intangible Assets,3664734000.0,3711204000.0,3761786000.0,3710376000.0,3756098000.0,,
Other Intangible Assets,1068197000.0,1133143000.0,1166355000.0,1156041000.0,1201676000.0,,
Goodwill,2596537000.0,2578061000.0,2595431000.0,2554335000.0,2554422000.0,,
Net PPE,921962000.0,915833000.0,901009000.0,871650000.0,985928000.0,,
Accumulated Depreciation,-1322840000.0,-1283757000.0,-1252968000.0,-1222933000.0,-1211996000.0,,
Gross PPE,2244802000.0,2199590000.0,2153977000.0,2094583000.0,2197924000.0,,
Construction In Progress,226301000.0,209418000.0,190308000.0,157494000.0,125760000.0,,
Other Properties,288587000.0,505639000.0,271777000.0,242012000.0,383763000.0,,
Machinery Furniture Equipment,1595301000.0,1354185000.0,1563003000.0,1567564000.0,1559122000.0,,
Buildings And Improvements,134613000.0,130348000.0,86302000.0,84926000.0,86692000.0,,
Land And Improvements,,,42587000.0,42587000.0,42587000.0,42587000.0,42587000.0
Properties,0.0,0.0,0.0,0.0,0.0,,
Current Assets,9101123000.0,8813059000.0,8728936000.0,7582263000.0,7341600000.0,,
Other Current Assets,8991000.0,7036000.0,7101000.0,32691000.0,13655000.0,,
Prepaid Assets,125560000.0,166115000.0,192800000.0,137246000.0,139416000.0,,
Inventory,181781000.0,182324000.0,153729000.0,147343000.0,135195000.0,,
Inventories Adjustments Allowances,-1529000.0,-1934000.0,-4374000.0,-1747000.0,-3955000.0,,
Other Inventories,99159000.0,86704000.0,77321000.0,75290000.0,55785000.0,,
Finished Goods,84151000.0,97554000.0,80782000.0,73800000.0,83365000.0,,
Other Receivables,17246000.0,11717000.0,12211000.0,13208000.0,16012000.0,,
Taxes Receivable,666912000.0,629109000.0,575267000.0,527321000.0,600237000.0,,
Accounts Receivable,4022958000.0,4050735000.0,3895214000.0,3947308000.0,3737769000.0,,
