,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,113563000.0,-30933000.0,70351000.0,88790000.0,78108000.0,,
Repurchase Of Capital Stock,-4745000.0,0.0,0.0,-4083000.0,-4983000.0,,
Repayment Of Debt,-41683000.0,-37773000.0,-11277000.0,-15000000.0,-33775000.0,,
Issuance Of Debt,71330000.0,0.0,113787000.0,11044000.0,11276000.0,,
Capital Expenditure,-48057000.0,-83630000.0,-64307000.0,-49901000.0,-96048000.0,,
End Cash Position,832600000.0,760220000.0,839834000.0,681453000.0,613937000.0,,
Beginning Cash Position,760220000.0,839834000.0,681453000.0,613937000.0,667138000.0,,
Changes In Cash,72380000.0,-79614000.0,158381000.0,67516000.0,-53201000.0,,
Financing Cash Flow,-41783000.0,-49024000.0,88505000.0,-34818000.0,-118815000.0,,
Cash Dividends Paid,-64894000.0,-9583000.0,-10323000.0,-25318000.0,-89378000.0,,
Common Stock Dividend Paid,-64894000.0,-9583000.0,-10323000.0,-25318000.0,-89378000.0,,
Net Common Stock Issuance,-4745000.0,0.0,0.0,-4083000.0,-4983000.0,,
Common Stock Payments,-4745000.0,0.0,0.0,-4083000.0,-4983000.0,,
Net Issuance Payments Of Debt,29647000.0,-37773000.0,102510000.0,-3956000.0,-22499000.0,,
Net Long Term Debt Issuance,29647000.0,-37773000.0,102510000.0,-3956000.0,-22499000.0,,
Long Term Debt Payments,-41683000.0,-37773000.0,-11277000.0,-15000000.0,-33775000.0,,
Long Term Debt Issuance,71330000.0,0.0,113787000.0,11044000.0,11276000.0,,
Investing Cash Flow,-47457000.0,-83287000.0,-64782000.0,-36357000.0,-108542000.0,,
Net Other Investing Changes,,343000.0,,,,173000.0,
Net Investment Purchase And Sale,0.0,0.0,-993000.0,13168000.0,-13063000.0,,
Sale Of Investment,0.0,0.0,0.0,13168000.0,0.0,,
Purchase Of Investment,0.0,0.0,-993000.0,0.0,-13063000.0,,
Net Intangibles Purchase And Sale,-105000.0,-1760000.0,-2278000.0,-652000.0,-2010000.0,,
Purchase Of Intangibles,-105000.0,-1760000.0,-2278000.0,-652000.0,-2010000.0,,
Net PPE Purchase And Sale,-44713000.0,-79695000.0,-56830000.0,-42483000.0,-34795000.0,,
Sale Of PPE,,,518000.0,376000.0,569000.0,173000.0,431000.0
Purchase Of PPE,-45656000.0,-79695000.0,-57348000.0,-42859000.0,-35537000.0,,
Capital Expenditure Reported,-2296000.0,-2175000.0,-4681000.0,-6390000.0,-58501000.0,,
Operating Cash Flow,161620000.0,52697000.0,134658000.0,138691000.0,174156000.0,,
Taxes Refund Paid,-1093000.0,-645000.0,-14720000.0,-7304000.0,-3801000.0,,
Interest Paid Cfo,-25736000.0,-90958000.0,-17727000.0,-77561000.0,-24452000.0,,
Dividend Received Cfo,,,0.0,,,,
Change In Working Capital,34595000.0,5907000.0,20136000.0,51182000.0,64782000.0,,
Change In Other Current Liabilities,13476000.0,-23383000.0,-9684000.0,8432000.0,8218000.0,,
Change In Other Current Assets,2827000.0,-741000.0,-3674000.0,-2137000.0,3275000.0,,
Change In Payable,14508000.0,-8881000.0,-1368000.0,-4708000.0,-7639000.0,,
Change In Inventory,-118000.0,22984000.0,-1741000.0,-3099000.0,1879000.0,,
Change In Receivables,3902000.0,15928000.0,36603000.0,52694000.0,59049000.0,,
Other Non Cash Items,39595000.0,53700000.0,48067000.0,86880000.0,-38373000.0,,
Provisionand Write Offof Assets,2616000.0,264000.0,577000.0,1134000.0,3377000.0,,
Deferred Tax,0.0,0.0,-27402000.0,-576000.0,-920000.0,,
Depreciation And Amortization,67245000.0,56948000.0,51372000.0,51824000.0,49339000.0,,
Depreciation,67245000.0,56948000.0,51372000.0,51824000.0,49339000.0,,
Gain Loss On Sale Of PPE,-307000.0,-68000.0,470000.0,-8000.0,-327000.0,,
Net Income From Continuing Operations,44705000.0,27549000.0,46585000.0,60420000.0,124531000.0,,
