,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,681986.5,-2077400.0,0.0,0.0,,
Tax Rate For Calcs,0.333399,0.2195,0.34,0.031,0.296544,,
Normalized EBITDA,348227000.0,197765000.0,208392000.0,318570000.0,321914000.0,,
Total Unusual Items,,3107000.0,-6110000.0,,,12877000.0,-42567000.0
Total Unusual Items Excluding Goodwill,,3107000.0,-6110000.0,,,12877000.0,-42567000.0
Net Income From Continuing Operation Net Minority Interest,87973000.0,44112000.0,54543000.0,106312000.0,48317000.0,,
Reconciled Depreciation,65016000.0,62850000.0,72213000.0,37618000.0,81035000.0,,
Reconciled Cost Of Revenue,891136000.0,836532000.0,957142000.0,937170000.0,924126000.0,,
EBITDA,348227000.0,200872000.0,202282000.0,318570000.0,321914000.0,,
EBIT,283211000.0,138022000.0,130069000.0,280952000.0,240879000.0,,
Net Interest Income,-86124000.0,-118952000.0,-125063000.0,-102748000.0,-99790000.0,,
Interest Expense,152011000.0,81499000.0,84790000.0,169933000.0,170188000.0,,
Interest Income,63288000.0,,,61040000.0,62561000.0,,
Normalized Income,87973000.0,41686986.5,58575600.0,106312000.0,48317000.0,,
Net Income From Continuing And Discontinued Operation,87973000.0,44112000.0,54543000.0,106312000.0,48317000.0,,
Total Expenses,1167357000.0,1104531000.0,1240825000.0,1201332000.0,1189658000.0,,
Rent Expense Supplemental,,,,14962000.0,,,
Diluted Average Shares,262136472.0,277335000.0,,273225392.0,268017024.0,267016000.0,
Basic Average Shares,262136472.0,277335000.0,,273225392.0,268017024.0,267016000.0,
Diluted EPS,0.3356,0.1591,,0.3891,0.4947,0.2536,
Basic EPS,0.3356,0.1591,,0.3891,0.4947,0.2536,
Diluted NI Availto Com Stockholders,87973000.0,44112000.0,54543000.0,106312000.0,48317000.0,,
Net Income Common Stockholders,87973000.0,44112000.0,54543000.0,106312000.0,48317000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,87973000.0,44112000.0,54543000.0,106312000.0,48317000.0,,
Minority Interests,515000.0,-4000.0,-1373000.0,-1239000.0,-1411000.0,,
Net Income Including Noncontrolling Interests,87458000.0,44116000.0,55916000.0,107551000.0,49728000.0,,
Net Income Continuous Operations,87458000.0,44116000.0,55916000.0,107551000.0,49728000.0,,
Tax Provision,43742000.0,12407000.0,-10637000.0,3468000.0,20963000.0,,
Pretax Income,131200000.0,56523000.0,45279000.0,111019000.0,70691000.0,,
Special Income Charges,,3107000.0,-6110000.0,,,12877000.0,-46160000.0
Other Special Charges,,-5790000.0,27250000.0,,,-14833000.0,12551000.0
Restructuring And Mergern Acquisition,,2683000.0,-4204000.0,,,1956000.0,28625000.0
Net Non Operating Interest Income Expense,-86124000.0,-118952000.0,-125063000.0,-102748000.0,-99790000.0,,
Total Other Finance Cost,-2599000.0,37453000.0,40273000.0,-6145000.0,-7837000.0,,
Interest Expense Non Operating,152011000.0,81499000.0,84790000.0,169933000.0,170188000.0,,
Interest Income Non Operating,63288000.0,,,61040000.0,62561000.0,,
Operating Income,217324000.0,145633000.0,144128000.0,212735000.0,170482000.0,,
Operating Expense,276221000.0,267999000.0,283683000.0,264162000.0,265532000.0,,
Other Operating Expenses,17057000.0,21802000.0,-71843000.0,20380000.0,8814000.0,,
Selling General And Administration,257023000.0,245712000.0,300914000.0,253498000.0,253193000.0,,
Selling And Marketing Expense,140525000.0,127270000.0,152016000.0,141593000.0,135602000.0,,
General And Administrative Expense,116498000.0,118442000.0,148898000.0,111905000.0,117591000.0,,
Gross Profit,493545000.0,413632000.0,427811000.0,476897000.0,436014000.0,,
Cost Of Revenue,891136000.0,836532000.0,957142000.0,937170000.0,924126000.0,,
Total Revenue,1384681000.0,1250164000.0,1384953000.0,1414067000.0,1360140000.0,,
Operating Revenue,1384681000.0,1250164000.0,1384953000.0,1414067000.0,1360140000.0,,
