,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-11598000.0,-30180400.0,-17383520.0,771876.0,1220482.793625,,
Tax Rate For Calcs,0.4,0.4,0.34,0.378,0.231855,,
Normalized EBITDA,17609000.0,29212000.0,85684000.0,25327000.0,9586000.0,,
Total Unusual Items,-28995000.0,-75451000.0,-51128000.0,2042000.0,5264000.0,,
Total Unusual Items Excluding Goodwill,-28995000.0,-75451000.0,-51128000.0,2042000.0,5264000.0,,
Net Income From Continuing Operation Net Minority Interest,-22455000.0,-59939000.0,-33667000.0,15351000.0,7368000.0,,
Reconciled Depreciation,4267000.0,4520000.0,3131000.0,6151000.0,4231000.0,,
EBITDA,-11386000.0,-46239000.0,34556000.0,27369000.0,14850000.0,,
EBIT,-15653000.0,-50759000.0,31425000.0,21218000.0,10619000.0,,
Net Interest Income,-850000.0,-986000.0,342000.0,-418000.0,-804000.0,,
Interest Expense,1071000.0,0.0,,,768000.0,186000.0,
Interest Income,598000.0,470000.0,,,463000.0,389000.0,42000.0
Normalized Income,-5058000.0,-14668400.0,77480.0,14080876.0,3324482.793625,,
Net Income From Continuing And Discontinued Operation,-22455000.0,-59939000.0,-33667000.0,15351000.0,7368000.0,,
Total Expenses,102542000.0,92568000.0,106904000.0,102438000.0,92429000.0,,
Total Operating Income As Reported,-19057000.0,,,,7366000.0,,
Diluted Average Shares,113226097.0,113226097.0,,115307477.0,91428527.0,87170786.0,
Basic Average Shares,113226097.0,113226097.0,,112849450.0,91428527.0,87170786.0,
Diluted EPS,-0.2,-0.53,,0.13,0.08,0.12,
Basic EPS,-0.2,-0.53,,0.14,0.08,0.12,
Diluted NI Availto Com Stockholders,-22455000.0,-59939000.0,-33667000.0,15351000.0,7368000.0,,
Net Income Common Stockholders,-22455000.0,-59939000.0,-33667000.0,15351000.0,7368000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,-22455000.0,-59939000.0,-33667000.0,15351000.0,7368000.0,,
Minority Interests,-24000.0,173000.0,-760000.0,1155000.0,-199000.0,,
Net Income Including Noncontrolling Interests,-22431000.0,-60112000.0,-32907000.0,14196000.0,7567000.0,,
Net Income Discontinuous Operations,,,,,,,0.0
Net Income Continuous Operations,-22431000.0,-60112000.0,-32907000.0,14196000.0,7567000.0,,
Tax Provision,5707000.0,9353000.0,13546000.0,8646000.0,2284000.0,,
Pretax Income,-16724000.0,-50759000.0,-19361000.0,22842000.0,9851000.0,,
Special Income Charges,-32178000.0,-76502000.0,-51734000.0,0.0,1975000.0,,
Write Off,,,,,,0.0,72000.0
Impairment Of Capital Assets,32178000.0,76502000.0,56225000.0,0.0,-1975000.0,,
Net Non Operating Interest Income Expense,-850000.0,-986000.0,342000.0,-418000.0,-804000.0,,
Total Other Finance Cost,377000.0,1456000.0,-342000.0,418000.0,499000.0,,
Interest Expense Non Operating,1071000.0,0.0,,,768000.0,186000.0,
Interest Income Non Operating,598000.0,470000.0,,,463000.0,389000.0,42000.0
Operating Income,13121000.0,25678000.0,31425000.0,21218000.0,5391000.0,,
Operating Expense,102542000.0,92568000.0,106904000.0,102438000.0,92429000.0,,
Other Operating Expenses,68074000.0,57436000.0,71558000.0,64597000.0,56186000.0,,
Depreciation And Amortization In Income Statement,4267000.0,4520000.0,3131000.0,5287000.0,4231000.0,,
Depreciation Income Statement,4267000.0,4520000.0,3131000.0,5287000.0,4231000.0,,
Selling General And Administration,11846000.0,10761000.0,12762000.0,13359000.0,13870000.0,,
Selling And Marketing Expense,11846000.0,10761000.0,12762000.0,13359000.0,13870000.0,,
General And Administrative Expense,,,,,,,3131000.0
Total Revenue,115663000.0,118246000.0,138329000.0,123656000.0,97820000.0,,
Operating Revenue,115663000.0,118246000.0,138329000.0,123656000.0,97820000.0,,
