,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,12596800.0,18521600.0,233733082.003146,6840087.7,5885369.5,
Tax Rate For Calcs,0.4,0.4,0.161206,0.3383,0.1915,
Normalized EBITDA,453943000.0,310187000.0,426661000.0,392059000.0,437411000.0,
Total Unusual Items,31492000.0,46304000.0,1449903000.0,20219000.0,30733000.0,
Total Unusual Items Excluding Goodwill,31492000.0,46304000.0,1449903000.0,20219000.0,30733000.0,
Net Income From Continuing Operation Net Minority Interest,167921000.0,5037000.0,1285024000.0,73584000.0,143210000.0,
Reconciled Depreciation,204585000.0,197626000.0,217826000.0,187344000.0,182250000.0,
Reconciled Cost Of Revenue,986717000.0,901432000.0,1255990000.0,955719000.0,1033924000.0,
EBITDA,485435000.0,356491000.0,1876564000.0,412278000.0,468144000.0,
EBIT,280850000.0,158865000.0,1658738000.0,224934000.0,285894000.0,
Net Interest Income,-192867000.0,-110531000.0,-361031000.0,-158310000.0,-141104000.0,
Interest Expense,125224000.0,132300000.0,126748000.0,113734000.0,108771000.0,
Interest Income,4000.0,5000.0,1111000.0,143000.0,130000.0,
Normalized Income,149025800.0,-22745400.0,68854082.003146,60205087.7,118362369.5,
Net Income From Continuing And Discontinued Operation,167921000.0,5037000.0,1285024000.0,73584000.0,143210000.0,
Total Expenses,2329105000.0,2181096000.0,2824818000.0,2150849000.0,2334091000.0,
Rent Expense Supplemental,92354000.0,90220000.0,94533000.0,75821000.0,76736000.0,
Diluted Average Shares,506559000.0,506738000.0,,499200000.0,510685000.0,510685000.0
Basic Average Shares,502066000.0,501591000.0,,499200000.0,499200000.0,499200000.0
Diluted EPS,0.33149,0.00994,,0.1474,0.28043,-0.05339
Basic EPS,0.33446,0.01004,,0.1474,0.28688,-0.05339
Diluted NI Availto Com Stockholders,167921000.0,5037000.0,1285024000.0,73584000.0,143210000.0,
Net Income Common Stockholders,167921000.0,5037000.0,1285024000.0,73584000.0,143210000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,167921000.0,5037000.0,1285024000.0,73584000.0,143210000.0,
Net Income Including Noncontrolling Interests,167921000.0,5037000.0,1285024000.0,73584000.0,143210000.0,
Net Income Continuous Operations,167921000.0,5037000.0,1285024000.0,73584000.0,143210000.0,
Tax Provision,-12295000.0,21528000.0,246966000.0,37616000.0,33913000.0,
Pretax Income,155626000.0,26565000.0,1531990000.0,111200000.0,177123000.0,
Other Non Operating Income Expenses,87000.0,114000.0,102000.0,98000.0,91000.0,
Special Income Charges,6268000.0,358000.0,1400535000.0,-15098000.0,464000.0,
Other Special Charges,,-358000.0,-1410029000.0,-10000.0,-2427000.0,2504000.0
Write Off,-6268000.0,0.0,9494000.0,15108000.0,-464000.0,
Net Non Operating Interest Income Expense,-192867000.0,-110531000.0,-361031000.0,-158310000.0,-141104000.0,
Total Other Finance Cost,67647000.0,-21764000.0,235394000.0,44719000.0,32463000.0,
Interest Expense Non Operating,125224000.0,132300000.0,126748000.0,113734000.0,108771000.0,
Interest Income Non Operating,4000.0,5000.0,1111000.0,143000.0,130000.0,
Operating Income,316819000.0,93155000.0,509006000.0,246938000.0,283246000.0,
Operating Expense,1342388000.0,1279664000.0,1568828000.0,1195130000.0,1300167000.0,
Other Operating Expenses,272091000.0,252755000.0,290350000.0,202358000.0,246729000.0,
Depreciation And Amortization In Income Statement,199127000.0,193287000.0,211078000.0,182785000.0,177644000.0,
Depreciation Income Statement,199127000.0,193287000.0,211078000.0,182785000.0,177644000.0,
Selling General And Administration,351273000.0,319793000.0,356029000.0,330778000.0,345488000.0,
Selling And Marketing Expense,245118000.0,209125000.0,233901000.0,210903000.0,220412000.0,
General And Administrative Expense,106155000.0,110668000.0,122128000.0,119875000.0,125076000.0,
Rent And Landing Fees,92354000.0,90220000.0,94533000.0,75821000.0,76736000.0,
Gross Profit,1659207000.0,1372819000.0,2077834000.0,1442068000.0,1583413000.0,
Cost Of Revenue,986717000.0,901432000.0,1255990000.0,955719000.0,1033924000.0,
Total Revenue,2645924000.0,2274251000.0,3333824000.0,2397787000.0,2617337000.0,
Operating Revenue,2645924000.0,2274251000.0,3333824000.0,2397787000.0,2617337000.0,
