,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.097847,0.132185,0.009214,
Net Income From Continuing Operation Net Minority Interest,252313000.0,553506000.0,-669353000.0,447973000.0,450039000.0,
Net Interest Income,2684000.0,2506000.0,1326000.0,2166000.0,13856000.0,
Interest Expense,138000.0,142000.0,145000.0,123000.0,70000.0,
Interest Income,2822000.0,2648000.0,1471000.0,2289000.0,13926000.0,
Normalized Income,252313000.0,553506000.0,-669353000.0,447973000.0,450039000.0,
Net Income From Continuing And Discontinued Operation,252313000.0,553506000.0,-669353000.0,447973000.0,450039000.0,
Diluted Average Shares,418610014.0,418606023.0,,418607672.0,418605884.0,418607159.0
Basic Average Shares,418610014.0,418606023.0,,418607672.0,418605884.0,418607159.0
Diluted EPS,0.60274,1.32226,,1.07015,1.07509,0.76046
Basic EPS,0.60274,1.32226,,1.07015,1.07509,0.76046
Diluted NI Availto Com Stockholders,252313000.0,553506000.0,-669353000.0,447973000.0,450039000.0,
Net Income Common Stockholders,252313000.0,553506000.0,-669353000.0,447973000.0,450039000.0,
Net Income,252313000.0,553506000.0,-669353000.0,447973000.0,450039000.0,
Net Income Including Noncontrolling Interests,252313000.0,553506000.0,-669353000.0,447973000.0,450039000.0,
Net Income Continuous Operations,252313000.0,553506000.0,-669353000.0,447973000.0,450039000.0,
Tax Provision,0.0,0.0,-72598000.0,68235000.0,4185000.0,
Pretax Income,252313000.0,553506000.0,-741951000.0,516208000.0,454224000.0,
Operating Expense,10579000.0,10637000.0,35938000.0,43625000.0,10651000.0,
Other Operating Expenses,517000.0,771000.0,26914000.0,35359000.0,1928000.0,
Selling General And Administration,1673000.0,1691000.0,28768000.0,1441000.0,2130000.0,
General And Administrative Expense,1673000.0,1691000.0,28768000.0,1441000.0,2130000.0,
Total Revenue,262892000.0,564143000.0,-706013000.0,559833000.0,464875000.0,
Operating Revenue,262892000.0,564143000.0,-706013000.0,559833000.0,464875000.0,
