,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-274454460.0,58966250.0,-6347718.849819,-17748000.0,-482317540.0,
Tax Rate For Calcs,0.18,0.23,0.215645,0.34,0.34,
Normalized EBITDA,4210966000.0,4273358000.0,4239111000.0,3891568000.0,3723696000.0,
Total Unusual Items,-1524747000.0,256375000.0,-29436000.0,-52200000.0,-1418581000.0,
Total Unusual Items Excluding Goodwill,-1524747000.0,256375000.0,-29436000.0,-52200000.0,-1519162000.0,
Net Income From Continuing Operation Net Minority Interest,1003047000.0,1221896000.0,939963000.0,259361000.0,-167098000.0,
Reconciled Depreciation,1430623000.0,1382732000.0,1332442000.0,2074649000.0,1272106000.0,
Reconciled Cost Of Revenue,8986327000.0,8949132000.0,7724924000.0,8595826000.0,7062702000.0,
EBITDA,2686219000.0,4529733000.0,4209675000.0,3839368000.0,2204534000.0,
EBIT,1255596000.0,3147001000.0,2877233000.0,1764719000.0,932428000.0,
Net Interest Income,408065000.0,-1105239000.0,-1177697000.0,-1190517000.0,328583000.0,
Interest Expense,39606000.0,1552671000.0,1680691000.0,1652365000.0,37763000.0,
Interest Income,447671000.0,447432000.0,502994000.0,461848000.0,366346000.0,
Normalized Income,2253339540.0,1024487250.0,963051281.150181,293813000.0,835548920.0,
Net Income From Continuing And Discontinued Operation,1003047000.0,1221896000.0,939963000.0,259361000.0,-167098000.0,
Total Expenses,9961492000.0,9808013000.0,8587072000.0,9346164000.0,7897892000.0,
Rent Expense Supplemental,80438000.0,79447000.0,58865000.0,60215000.0,72617000.0,
Diluted Average Shares,1097895566.0,1107720557.0,1095040871.0,1066543092.0,1066205554.0,
Basic Average Shares,1097201047.0,1095068893.0,1095040871.0,1054521882.0,1054206227.0,
Diluted EPS,0.91361,1.10307,0.857046,0.24318,-0.15851,
Basic EPS,0.91419,1.11582,0.857046,0.24595,-0.15851,
Diluted NI Availto Com Stockholders,1003047000.0,1221896000.0,939963000.0,259361000.0,-167098000.0,
Net Income Common Stockholders,1003047000.0,1221896000.0,939963000.0,259361000.0,-167098000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,1003047000.0,1221896000.0,939963000.0,259361000.0,-167098000.0,
Minority Interests,0.0,0.0,1449000.0,1283000.0,1477000.0,
Net Income Including Noncontrolling Interests,1003047000.0,1221896000.0,938514000.0,258078000.0,-168575000.0,
Net Income Continuous Operations,1003047000.0,1221896000.0,938514000.0,258078000.0,-168575000.0,
Tax Provision,212943000.0,372434000.0,258028000.0,-145724000.0,1063240000.0,
Pretax Income,1215990000.0,1594330000.0,1196542000.0,112354000.0,894665000.0,
Special Income Charges,-62114000.0,234689000.0,-54113000.0,-75879000.0,,-112993000.0
Other Special Charges,1610000.0,-282418000.0,,,,
Write Off,60504000.0,47729000.0,54113000.0,75879000.0,,112993000.0
Net Non Operating Interest Income Expense,408065000.0,-1105239000.0,-1177697000.0,-1190517000.0,328583000.0,
Total Other Finance Cost,,,,,17552000.0,
Interest Expense Non Operating,39606000.0,1552671000.0,1680691000.0,1652365000.0,37763000.0,
Interest Income Non Operating,447671000.0,447432000.0,502994000.0,461848000.0,366346000.0,
Operating Income,2365326000.0,2476349000.0,2423151000.0,1385811000.0,2002215000.0,
Operating Expense,975165000.0,858881000.0,862148000.0,750338000.0,734609000.0,
Other Operating Expenses,21251000.0,21896000.0,25822000.0,22457000.0,18208000.0,
Depreciation And Amortization In Income Statement,39950000.0,39530000.0,38526000.0,37823000.0,38409000.0,
Depreciation Income Statement,39950000.0,39530000.0,38526000.0,37823000.0,38409000.0,
Selling General And Administration,461499000.0,412602000.0,408630000.0,363342000.0,330869000.0,
Selling And Marketing Expense,105764000.0,73271000.0,104475000.0,71553000.0,74016000.0,
General And Administrative Expense,355735000.0,339331000.0,304155000.0,291789000.0,256853000.0,
Rent And Landing Fees,21304000.0,20580000.0,14322000.0,13416000.0,19398000.0,
Gross Profit,3340491000.0,3335230000.0,3285299000.0,2136149000.0,2837405000.0,
Cost Of Revenue,8986327000.0,8949132000.0,7724924000.0,8595826000.0,7062702000.0,
Total Revenue,12326818000.0,12284362000.0,11010223000.0,10731975000.0,9900107000.0,
Operating Revenue,12326818000.0,12284362000.0,11010223000.0,10731975000.0,9900107000.0,
