,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,168000000.0,71000000.0,-42000000.0,-397000000.0,-40000000.0,,
Repurchase Of Capital Stock,,,0.0,0.0,,,-17000000.0
Repayment Of Debt,-501000000.0,-114000000.0,-1983000000.0,-2501000000.0,-400000000.0,,
Issuance Of Debt,0.0,293000000.0,2943000000.0,995000000.0,498000000.0,,
Issuance Of Capital Stock,,,0.0,-5000000.0,,,0.0
Capital Expenditure,-249000000.0,-154000000.0,-333000000.0,-191000000.0,-229000000.0,,
End Cash Position,4709000000.0,5031000000.0,4039000000.0,3613000000.0,5146000000.0,,
Beginning Cash Position,5031000000.0,4039000000.0,3613000000.0,5146000000.0,5536000000.0,,
Effect Of Exchange Rate Changes,22000000.0,-9000000.0,20000000.0,-2000000.0,-35000000.0,,
Changes In Cash,-344000000.0,1001000000.0,406000000.0,-1531000000.0,-355000000.0,,
Financing Cash Flow,-913000000.0,-109000000.0,-7767000000.0,-4185000000.0,-411000000.0,,
Net Other Financing Charges,-5000000.0,161000000.0,88000000.0,-26000000.0,-34000000.0,,
Interest Paid Cff,-299000000.0,-405000000.0,,,-925000000.0,-6599000000.0,
Net Common Stock Issuance,,,0.0,-5000000.0,488000000.0,0.0,-17000000.0
Common Stock Payments,,,0.0,0.0,,,-17000000.0
Common Stock Issuance,,,0.0,-5000000.0,,,0.0
Net Issuance Payments Of Debt,-501000000.0,179000000.0,960000000.0,-1506000000.0,98000000.0,,
Net Long Term Debt Issuance,-501000000.0,179000000.0,960000000.0,-1506000000.0,98000000.0,,
Long Term Debt Payments,-501000000.0,-114000000.0,-1983000000.0,-2501000000.0,-400000000.0,,
Long Term Debt Issuance,0.0,293000000.0,2943000000.0,995000000.0,498000000.0,,
Investing Cash Flow,152000000.0,885000000.0,7882000000.0,2860000000.0,-133000000.0,,
Interest Received Cfi,299000000.0,1499000000.0,7984000000.0,2702000000.0,380000000.0,,
Net Investment Purchase And Sale,4000000.0,-21000000.0,24000000.0,330000000.0,-232000000.0,,
Sale Of Investment,53000000.0,0.0,-24000000.0,253000000.0,-155000000.0,,
Purchase Of Investment,-49000000.0,-21000000.0,48000000.0,77000000.0,-77000000.0,,
Net Business Purchase And Sale,0.0,-447000000.0,163000000.0,-17000000.0,-52000000.0,,
Purchase Of Business,,,5000000.0,,,,0.0
Net PPE Purchase And Sale,-151000000.0,-146000000.0,-289000000.0,-155000000.0,-229000000.0,,
Sale Of PPE,98000000.0,8000000.0,44000000.0,36000000.0,0.0,,
Purchase Of PPE,-249000000.0,-154000000.0,-333000000.0,-191000000.0,-229000000.0,,
Operating Cash Flow,417000000.0,225000000.0,291000000.0,-206000000.0,189000000.0,,
Taxes Refund Paid,-343000000.0,-21000000.0,-19000000.0,-16000000.0,-45000000.0,,
Interest Paid Cfo,-400000000.0,-86000000.0,-248000000.0,-520000000.0,-291000000.0,,
Change In Working Capital,-589000000.0,-211000000.0,93000000.0,-297000000.0,6000000.0,,
Change In Other Current Liabilities,-12000000.0,146000000.0,-165000000.0,7000000.0,-126000000.0,,
Change In Other Current Assets,-1201000000.0,-191000000.0,-58000000.0,-193000000.0,4000000.0,,
Change In Payable,243000000.0,-24000000.0,29000000.0,-547000000.0,112000000.0,,
Change In Inventory,-1000000.0,-54000000.0,24000000.0,-85000000.0,-80000000.0,,
Change In Receivables,357000000.0,-25000000.0,301000000.0,499000000.0,39000000.0,,
Other Non Cash Items,361000000.0,385000000.0,258000000.0,465000000.0,422000000.0,,
Provisionand Write Offof Assets,120000000.0,19000000.0,151000000.0,-38000000.0,85000000.0,,
Depreciation And Amortization,395000000.0,331000000.0,299000000.0,282000000.0,391000000.0,,
Depreciation,395000000.0,331000000.0,299000000.0,282000000.0,391000000.0,,
Gain Loss On Investment Securities,61000000.0,-51000000.0,-59000000.0,80000000.0,-98000000.0,,
Net Income From Continuing Operations,5558000000.0,4467000000.0,4284000000.0,4155000000.0,4066000000.0,,
