,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-6709000.0,-19293000.0,58331000.0,37173000.0,4903000.0,,
Repayment Of Debt,-162670000.0,-42438000.0,-36548000.0,-35035000.0,-103992000.0,,
Issuance Of Debt,320191000.0,49170000.0,0.0,0.0,150000000.0,,
Issuance Of Capital Stock,3102000.0,45000.0,-6548000.0,150033000.0,0.0,,
Capital Expenditure,-20529000.0,-49322000.0,-14187000.0,-12736000.0,-11176000.0,,
End Cash Position,301833000.0,301114000.0,343246000.0,478906000.0,356525000.0,,
Beginning Cash Position,301114000.0,343246000.0,478906000.0,356525000.0,349281000.0,,
Changes In Cash,719000.0,-42132000.0,-135660000.0,122381000.0,7244000.0,,
Financing Cash Flow,58433000.0,-35671000.0,-102776000.0,84293000.0,-1112000.0,,
Net Other Financing Charges,-20188000.0,-8873000.0,-28724000.0,-4398000.0,-18987000.0,,
Interest Paid Cff,-79761000.0,-31021000.0,-28486000.0,-24193000.0,-26081000.0,,
Net Common Stock Issuance,3102000.0,45000.0,-6548000.0,150033000.0,0.0,,
Common Stock Issuance,3102000.0,45000.0,-6548000.0,150033000.0,0.0,,
Net Issuance Payments Of Debt,157521000.0,6732000.0,-36548000.0,-35035000.0,46008000.0,,
Net Short Term Debt Issuance,,,,,,0.0,
Net Long Term Debt Issuance,157521000.0,6732000.0,-36548000.0,-35035000.0,46008000.0,,
Long Term Debt Payments,-162670000.0,-42438000.0,-36548000.0,-35035000.0,-103992000.0,,
Long Term Debt Issuance,320191000.0,49170000.0,0.0,0.0,150000000.0,,
Investing Cash Flow,-71534000.0,-36490000.0,-105402000.0,-11821000.0,-7723000.0,,
Net Other Investing Changes,,,0.0,0.0,,,
Net Investment Purchase And Sale,-344000.0,42000.0,-180000.0,159000.0,-222000.0,,
Net Business Purchase And Sale,,,-95597000.0,-167000.0,,,-2621000.0
Purchase Of Business,,,-95597000.0,-167000.0,,,-2621000.0
Net PPE Purchase And Sale,-4264000.0,-36532000.0,-9625000.0,-11813000.0,-8306000.0,,
Sale Of PPE,16265000.0,12790000.0,4562000.0,923000.0,2870000.0,,
Purchase Of PPE,-20529000.0,-49322000.0,-14187000.0,-12736000.0,-11176000.0,,
Operating Cash Flow,13820000.0,30029000.0,72518000.0,49909000.0,16079000.0,,
Taxes Refund Paid,,,-13421000.0,-5747000.0,-8159000.0,-12756000.0,-7163000.0
Change In Working Capital,-36352000.0,-28197000.0,17376000.0,1294000.0,-21694000.0,,
Change In Other Current Liabilities,-5959000.0,-6913000.0,18550000.0,-849000.0,-15494000.0,,
Change In Other Current Assets,-797000.0,-13511000.0,7927000.0,-2108000.0,-4348000.0,,
Change In Accrued Expense,,,-8854000.0,,,,-19572000.0
Change In Payable,9843000.0,-16006000.0,414000.0,-5677000.0,122000.0,,
Change In Inventory,-9333000.0,-674000.0,2465000.0,86000.0,817000.0,,
Change In Receivables,-31332000.0,3620000.0,-3126000.0,2227000.0,-2983000.0,,
Other Non Cash Items,34792000.0,-25100000.0,33294000.0,33534000.0,29940000.0,,
Provisionand Write Offof Assets,1035000.0,920000.0,687000.0,1348000.0,400000.0,,
Depreciation And Amortization,36423000.0,36836000.0,33416000.0,18627000.0,18480000.0,,
Depreciation,36423000.0,36836000.0,33416000.0,18627000.0,18480000.0,,
Gain Loss On Investment Securities,5188000.0,6350000.0,-1807000.0,-67000.0,-1189000.0,,
Net Foreign Currency Exchange Gain Loss,-2560000.0,-6434000.0,742000.0,-2463000.0,0.0,,
Gain Loss On Sale Of PPE,,-2063000.0,,,,-2889000.0,
Net Income From Continuing Operations,-685000.0,55277000.0,-2270000.0,3361000.0,743000.0,,
