,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-3499806.882406,-5570000.0,2504780.0,,-2674100.0,-5144200.0,
Tax Rate For Calcs,0.206138,0.4,0.34,,0.34,0.34,
Normalized EBITDA,366190000.0,312087000.0,326653000.0,,309542000.0,242640000.0,
Total Unusual Items,-16978000.0,-13925000.0,7367000.0,,-7865000.0,-15130000.0,
Total Unusual Items Excluding Goodwill,-16978000.0,-13925000.0,7367000.0,,-7865000.0,-15130000.0,
Net Income From Continuing Operation Net Minority Interest,71109000.0,52215000.0,129250000.0,,50233000.0,4969000.0,
Reconciled Depreciation,138466000.0,139644000.0,134854000.0,,130495000.0,128494000.0,
Reconciled Cost Of Revenue,2659508000.0,2587718000.0,2724811000.0,,2473802000.0,2329656000.0,
EBITDA,349212000.0,298162000.0,334020000.0,,301677000.0,227510000.0,
EBIT,210746000.0,158518000.0,199166000.0,,171182000.0,99016000.0,
Net Interest Income,-165503000.0,-154536000.0,-173881000.0,,-182465000.0,-153551000.0,
Interest Expense,121039000.0,126236000.0,129076000.0,,126333000.0,114258000.0,
Normalized Income,84587193.117594,60570000.0,124387780.0,,55423900.0,14954800.0,
Net Income From Continuing And Discontinued Operation,71109000.0,52215000.0,129250000.0,,50233000.0,4969000.0,
Total Expenses,3717648000.0,3617908000.0,3750263000.0,,3466192000.0,3232862000.0,
Diluted Average Shares,711090000.0,677315000.0,665004167.0,637094611.0,558144444.0,,
Basic Average Shares,711090000.0,677315000.0,665004167.0,637094611.0,558144444.0,,
Diluted EPS,0.1,0.0771,0.190525,0.119026,0.09,,
Basic EPS,0.1,0.0771,0.190525,0.119026,0.09,,
Diluted NI Availto Com Stockholders,71109000.0,52215000.0,129250000.0,,50233000.0,4969000.0,
Net Income Common Stockholders,71109000.0,52215000.0,129250000.0,,50233000.0,4969000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0,
Net Income,71109000.0,52215000.0,129250000.0,,50233000.0,4969000.0,
Minority Interests,-106000.0,132000.0,-261000.0,,-110000.0,-126000.0,
Net Income Including Noncontrolling Interests,71215000.0,52083000.0,129511000.0,,50343000.0,5095000.0,
Net Income Continuous Operations,71215000.0,52083000.0,129511000.0,,50343000.0,5095000.0,
Tax Provision,18492000.0,-19801000.0,-59421000.0,,-5494000.0,-20337000.0,
Pretax Income,89707000.0,32282000.0,70090000.0,,44849000.0,-15242000.0,
Net Non Operating Interest Income Expense,-165503000.0,-154536000.0,-173881000.0,,-182465000.0,-153551000.0,
Total Other Finance Cost,44464000.0,28300000.0,107417000.0,,56132000.0,39293000.0,
Interest Expense Non Operating,121039000.0,126236000.0,129076000.0,,126333000.0,114258000.0,
Operating Income,269529000.0,190037000.0,238867000.0,,227179000.0,137844000.0,
Operating Expense,1058140000.0,1030190000.0,1025452000.0,,992390000.0,903206000.0,
Other Operating Expenses,460000.0,436000.0,1414000.0,,434000.0,316000.0,
Depreciation And Amortization In Income Statement,138466000.0,,,,130495000.0,,
Depreciation Income Statement,138466000.0,,,,130495000.0,,
Selling General And Administration,337242000.0,1031190000.0,2988268000.0,,317195000.0,904600000.0,
Selling And Marketing Expense,,919710000.0,,,,809851000.0,807547000.0
General And Administrative Expense,337242000.0,111480000.0,-475764000.0,,317195000.0,94749000.0,
Gross Profit,1327669000.0,1220227000.0,1264319000.0,,1219569000.0,1041050000.0,
Cost Of Revenue,2659508000.0,2587718000.0,2724811000.0,,2473802000.0,2329656000.0,
Total Revenue,3987177000.0,3807945000.0,3989130000.0,,3693371000.0,3370706000.0,
Operating Revenue,3987177000.0,3807945000.0,3989130000.0,,3693371000.0,3370706000.0,
