,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-1452897.6,-1344182.7,-1877203.130471,-1400877.6,-857687.62475,
Tax Rate For Calcs,0.1232,0.1029,0.11816,0.1178,0.105289,
Normalized EBITDA,415926000.0,455349000.0,405132000.0,385057000.0,357766000.0,
Total Unusual Items,-11793000.0,-13063000.0,-15887000.0,-11892000.0,-8146000.0,
Total Unusual Items Excluding Goodwill,-11793000.0,-13063000.0,-15887000.0,-11892000.0,-8146000.0,
Net Income From Continuing Operation Net Minority Interest,270451000.0,302867000.0,270077000.0,255253000.0,236731000.0,
Reconciled Depreciation,8551000.0,8349000.0,9070000.0,8521000.0,8754000.0,
Reconciled Cost Of Revenue,1022232000.0,982915000.0,847019000.0,850699000.0,813823000.0,
EBITDA,404133000.0,442286000.0,389245000.0,373165000.0,349620000.0,
EBIT,395582000.0,433937000.0,380175000.0,364644000.0,340866000.0,
Net Interest Income,-61517000.0,-56921000.0,-53867000.0,-49492000.0,-47915000.0,
Interest Expense,39277000.0,41501000.0,43165000.0,44671000.0,42270000.0,
Interest Income,6813000.0,2025000.0,3580000.0,5747000.0,5476000.0,
Normalized Income,280791102.4,314585817.3,284086796.869529,265744122.4,244019312.37525,
Net Income From Continuing And Discontinued Operation,270451000.0,302867000.0,270077000.0,255253000.0,236731000.0,
Total Expenses,1302797000.0,1199501000.0,1063192000.0,1079664000.0,1024152000.0,
Diluted Average Shares,308030752.0,308047594.0,,292880965.0,291864135.0,289884288.0
Basic Average Shares,308030752.0,308047594.0,,292880965.0,291864135.0,289884288.0
Diluted EPS,0.878,0.9832,,0.871525,0.8111,0.7364
Basic EPS,0.878,0.9832,,0.871525,0.8111,0.7364
Diluted NI Availto Com Stockholders,270451000.0,302867000.0,270077000.0,255253000.0,236731000.0,
Net Income Common Stockholders,270451000.0,302867000.0,270077000.0,255253000.0,236731000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,270451000.0,302867000.0,270077000.0,255253000.0,236731000.0,
Minority Interests,-40740000.0,-48319000.0,-27112000.0,-27957000.0,-30426000.0,
Net Income Including Noncontrolling Interests,311191000.0,351156000.0,297189000.0,283210000.0,267157000.0,
Net Income Continuous Operations,311191000.0,351156000.0,297189000.0,283210000.0,267157000.0,
Tax Provision,45114000.0,41280000.0,39821000.0,36763000.0,31439000.0,
Pretax Income,356305000.0,392436000.0,337010000.0,319973000.0,298596000.0,
Special Income Charges,-10386000.0,-12207000.0,-13738000.0,-11069000.0,-9314000.0,
Other Special Charges,10386000.0,12207000.0,13738000.0,11069000.0,9314000.0,
Net Non Operating Interest Income Expense,-61517000.0,-56921000.0,-53867000.0,-49492000.0,-47915000.0,
Total Other Finance Cost,29053000.0,17445000.0,14282000.0,10568000.0,11121000.0,
Interest Expense Non Operating,39277000.0,41501000.0,43165000.0,44671000.0,42270000.0,
Interest Income Non Operating,6813000.0,2025000.0,3580000.0,5747000.0,5476000.0,
Operating Income,387797000.0,413070000.0,356523000.0,337262000.0,322447000.0,
Operating Expense,280565000.0,216586000.0,216173000.0,228965000.0,210329000.0,
Other Operating Expenses,35411000.0,32584000.0,28513000.0,28135000.0,21180000.0,
Selling General And Administration,245154000.0,184002000.0,187660000.0,200830000.0,189149000.0,
Selling And Marketing Expense,166790000.0,119070000.0,129085000.0,134823000.0,124747000.0,
General And Administrative Expense,78364000.0,64932000.0,58575000.0,66007000.0,64402000.0,
Gross Profit,668362000.0,629656000.0,572696000.0,566227000.0,532776000.0,
Cost Of Revenue,1022232000.0,982915000.0,847019000.0,850699000.0,813823000.0,
Total Revenue,1690594000.0,1612571000.0,1419715000.0,1416926000.0,1346599000.0,
Operating Revenue,1690594000.0,1612571000.0,1419715000.0,1416926000.0,1346599000.0,
