,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,55687160.760031,-17457492.0,-36003620.0,0.0,15784304.605256,,
Tax Rate For Calcs,0.234379,0.282,0.34,0.34,0.214461,,
Normalized EBITDA,746182000.0,893019000.0,437194000.0,660091000.0,739523000.0,,
Total Unusual Items,237594000.0,-61906000.0,-105893000.0,,73600000.0,-15578000.0,
Total Unusual Items Excluding Goodwill,237594000.0,-61906000.0,-105893000.0,,73600000.0,-15578000.0,
Net Income From Continuing Operation Net Minority Interest,226102000.0,229072000.0,-55799000.0,-10988000.0,161688000.0,,
Reconciled Depreciation,181843000.0,151620000.0,123509000.0,202707000.0,201437000.0,,
Reconciled Cost Of Revenue,1824442000.0,1721905000.0,1716372000.0,1756464000.0,1598832000.0,,
EBITDA,983776000.0,831113000.0,331301000.0,660091000.0,813123000.0,,
EBIT,801933000.0,679493000.0,207792000.0,457384000.0,611686000.0,,
Net Interest Income,-357337000.0,-355206000.0,-355193000.0,-337636000.0,-275272000.0,,
Interest Expense,481841000.0,350698000.0,352375000.0,510974000.0,433672000.0,,
Interest Income,124504000.0,139000.0,-1143000.0,173338000.0,158400000.0,,
Normalized Income,44195160.760031,273520508.0,14090380.0,-10988000.0,103872304.605256,,
Net Income From Continuing And Discontinued Operation,226102000.0,229072000.0,-55799000.0,-10988000.0,161688000.0,,
Total Expenses,2084000000.0,2040195000.0,2068208000.0,2094995000.0,1800537000.0,,
Rent Expense Supplemental,1591000.0,19000.0,-30253000.0,1571000.0,1178000.0,,
Diluted Average Shares,496916551.0,497353587.0,558923352.0,490535714.0,441517162.0,,
Basic Average Shares,496185920.0,496795401.0,558923352.0,490535714.0,441517162.0,,
Diluted EPS,0.45501,0.46058,-0.099833,-0.022747,0.36621,,
Basic EPS,0.45568,0.4611,-0.099833,-0.0224,0.36621,,
Diluted NI Availto Com Stockholders,226102000.0,229072000.0,-55799000.0,-10988000.0,161688000.0,,
Net Income Common Stockholders,226102000.0,229072000.0,-55799000.0,-10988000.0,161688000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,226102000.0,229072000.0,-55799000.0,-10988000.0,161688000.0,,
Minority Interests,-18967000.0,-7010000.0,15000000.0,3537000.0,21851000.0,,
Net Income Including Noncontrolling Interests,245069000.0,236082000.0,-70799000.0,-14525000.0,139837000.0,,
Net Income Continuous Operations,245069000.0,236082000.0,-70799000.0,-14525000.0,139837000.0,,
Tax Provision,75023000.0,92713000.0,-73784000.0,-39065000.0,38177000.0,,
Pretax Income,320092000.0,328795000.0,-144583000.0,-53590000.0,178014000.0,,
Other Non Operating Income Expenses,,302000.0,2084000.0,,,1611000.0,490000.0
Special Income Charges,,3242000.0,-15458000.0,,,10378000.0,30966000.0
Other Special Charges,,-4189000.0,14312000.0,,,-10888000.0,-78524000.0
Impairment Of Capital Assets,,947000.0,,,,510000.0,
Net Non Operating Interest Income Expense,-357337000.0,-355206000.0,-355193000.0,-337636000.0,-275272000.0,,
Total Other Finance Cost,,4647000.0,1675000.0,,,4071000.0,5704000.0
Interest Expense Non Operating,481841000.0,350698000.0,352375000.0,510974000.0,433672000.0,,
Interest Income Non Operating,124504000.0,139000.0,-1143000.0,173338000.0,158400000.0,,
Operating Income,2619662000.0,624874000.0,222439000.0,284041000.0,2242857000.0,,
Operating Expense,259558000.0,318290000.0,351836000.0,338531000.0,201705000.0,,
Other Operating Expenses,50762000.0,38274000.0,571000.0,340473000.0,76921000.0,,
Depreciation And Amortization In Income Statement,7745000.0,,7962000.0,7954000.0,7384000.0,,7114000.0
Depreciation Income Statement,7745000.0,,7962000.0,7954000.0,7384000.0,,7114000.0
Selling General And Administration,168685000.0,285696000.0,301050000.0,217969000.0,111295000.0,,
Selling And Marketing Expense,145505000.0,154852000.0,239076000.0,190781000.0,91362000.0,,
General And Administrative Expense,23180000.0,130844000.0,61974000.0,27188000.0,19933000.0,,
Rent And Landing Fees,1591000.0,19000.0,-30253000.0,1571000.0,1178000.0,,
Gross Profit,2879220000.0,943164000.0,574275000.0,622572000.0,2444562000.0,,
Cost Of Revenue,1824442000.0,1721905000.0,1716372000.0,1756464000.0,1598832000.0,,
Total Revenue,4703662000.0,2665069000.0,2290647000.0,2379036000.0,4043394000.0,,
Operating Revenue,4703662000.0,2665069000.0,2290647000.0,2379036000.0,4043394000.0,,
