,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,3391200.0,3306400.0,-54709.973579,1962839.868565,4552600.0,,
Tax Rate For Calcs,0.4,0.4,0.000372,0.211058,0.34,,
Normalized EBITDA,619704000.0,415405000.0,341656000.0,638651000.0,512782000.0,,
Total Unusual Items,8478000.0,8266000.0,-146936000.0,9300000.0,13390000.0,,
Total Unusual Items Excluding Goodwill,8478000.0,8266000.0,-146936000.0,9300000.0,13390000.0,,
Net Income From Continuing Operation Net Minority Interest,-10818000.0,-47624000.0,-231433000.0,23204000.0,-28561000.0,,
Reconciled Depreciation,128753000.0,126043000.0,134970000.0,113355000.0,121592000.0,,
Reconciled Cost Of Revenue,2372115000.0,2262569000.0,2464255000.0,2538384000.0,2487454000.0,,
EBITDA,628182000.0,423671000.0,194720000.0,647951000.0,526172000.0,,
EBIT,499429000.0,297628000.0,59750000.0,534596000.0,404580000.0,,
Net Interest Income,-176111000.0,-216991000.0,-210332000.0,-258404000.0,-224534000.0,,
Interest Expense,355596000.0,255285000.0,255808000.0,420471000.0,375511000.0,,
Interest Income,179485000.0,88335000.0,99054000.0,162067000.0,150977000.0,,
Normalized Income,-15904800.0,-52583600.0,-84551709.973579,15866839.868565,-37398400.0,,
Net Income From Continuing And Discontinued Operation,-90455000.0,-47596000.0,-231293000.0,23149000.0,-34929000.0,,
Total Expenses,2966059000.0,2806127000.0,3244355000.0,3082450000.0,3051572000.0,,
Diluted Average Shares,348708558.0,348688000.0,350445455.0,348687771.0,328872172.0,,
Basic Average Shares,348708558.0,348688000.0,350445455.0,348687771.0,328872172.0,,
Diluted EPS,-0.2594,-0.1365,-0.66,0.0074,-1.0636,,
Basic EPS,-0.2594,-0.1365,-0.66,0.0074,-1.0636,,
Diluted NI Availto Com Stockholders,-90455000.0,-47596000.0,-231293000.0,23149000.0,-34929000.0,,
Net Income Common Stockholders,-90455000.0,-47596000.0,-231293000.0,23149000.0,-34929000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,-90455000.0,-47596000.0,-231293000.0,23149000.0,-34929000.0,,
Minority Interests,-67335000.0,-41841000.0,-35448000.0,-66834000.0,-33832000.0,,
Net Income Including Noncontrolling Interests,-23119000.0,-5755000.0,-195845000.0,89983000.0,-1098000.0,,
Net Income Discontinuous Operations,-79637000.0,28000.0,140000.0,-55000.0,-6368000.0,,
Net Income Continuous Operations,56518000.0,-5783000.0,-195985000.0,90038000.0,5270000.0,,
Tax Provision,87315000.0,48126000.0,-73000.0,24087000.0,23799000.0,,
Pretax Income,143833000.0,42343000.0,-196058000.0,114125000.0,29069000.0,,
Special Income Charges,8478000.0,12498000.0,-144698000.0,9300000.0,13390000.0,,
Other Special Charges,-8478000.0,-15763000.0,-48502000.0,-9300000.0,-13390000.0,,
Restructuring And Mergern Acquisition,,3265000.0,97517000.0,,,1956000.0,24833000.0
Net Non Operating Interest Income Expense,-176111000.0,-216991000.0,-210332000.0,-258404000.0,-224534000.0,,
Total Other Finance Cost,,50041000.0,53578000.0,,,26283000.0,40523000.0
Interest Expense Non Operating,355596000.0,255285000.0,255808000.0,420471000.0,375511000.0,,
Interest Income Non Operating,179485000.0,88335000.0,99054000.0,162067000.0,150977000.0,,
Operating Income,348598000.0,277770000.0,-35056000.0,361769000.0,234821000.0,,
Operating Expense,593944000.0,543558000.0,780100000.0,544066000.0,564118000.0,,
Other Operating Expenses,48179000.0,50951000.0,165889000.0,47094000.0,41798000.0,,
Selling General And Administration,559948000.0,505585000.0,558237000.0,535951000.0,550445000.0,,
Selling And Marketing Expense,311578000.0,265791000.0,297476000.0,295496000.0,285018000.0,,
General And Administrative Expense,248370000.0,239794000.0,260761000.0,240455000.0,265427000.0,,
Gross Profit,942542000.0,821328000.0,745044000.0,905835000.0,798939000.0,,
Cost Of Revenue,2372115000.0,2262569000.0,2464255000.0,2538384000.0,2487454000.0,,
Total Revenue,3314657000.0,3083897000.0,3209299000.0,3444219000.0,3286393000.0,,
Operating Revenue,3314657000.0,3083897000.0,3209299000.0,3444219000.0,3286393000.0,,
