,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,301613000.0,-100255000.0,21833000.0,184505000.0,-212965000.0,,
Repayment Of Debt,6155000.0,-46766000.0,-12467000.0,-25058000.0,-15013000.0,,
Issuance Of Debt,287142000.0,11558000.0,-406000.0,499180000.0,0.0,,
Capital Expenditure,-2455000.0,-559000.0,-7122000.0,-1148000.0,,-604000.0,
End Cash Position,174478000.0,252151000.0,526878000.0,288432000.0,97249000.0,,
Beginning Cash Position,252151000.0,526878000.0,288432000.0,97249000.0,454683000.0,,
Effect Of Exchange Rate Changes,-384000.0,-1617000.0,4128000.0,-3823000.0,-3524000.0,,
Changes In Cash,-77289000.0,-273110000.0,234318000.0,195006000.0,-353910000.0,,
Financing Cash Flow,283966000.0,-35638000.0,-95253000.0,468070000.0,-44557000.0,,
Interest Paid Cff,0.0,0.0,,,0.0,-17732000.0,
Cash Dividends Paid,,,-19493000.0,-24982000.0,-23698000.0,-8888000.0,-18057000.0
Net Issuance Payments Of Debt,293297000.0,-35208000.0,-12873000.0,474122000.0,-15013000.0,,
Net Long Term Debt Issuance,293297000.0,-35208000.0,-12873000.0,474122000.0,-15013000.0,,
Long Term Debt Payments,6155000.0,-46766000.0,-12467000.0,-25058000.0,-15013000.0,,
Long Term Debt Issuance,287142000.0,11558000.0,-406000.0,499180000.0,0.0,,
Investing Cash Flow,-665323000.0,-137776000.0,300616000.0,-458717000.0,-96388000.0,,
Net Other Investing Changes,-50007000.0,-13202000.0,-35655000.0,-26937000.0,-7131000.0,,
Interest Received Cfi,,,,,,,84596000.0
Dividends Received Cfi,,,,,,0.0,
Net Investment Purchase And Sale,-612866000.0,-124010000.0,321692000.0,-429128000.0,-88838000.0,,
Sale Of Investment,,,1687146000.0,-463445000.0,,,389735000.0
Purchase Of Investment,-1710071000.0,-124010000.0,-1365454000.0,34317000.0,-552283000.0,,
Net Business Purchase And Sale,5000.0,-5000.0,3969000.0,16228000.0,-419000.0,,
Sale Of Business,,0.0,3976000.0,16228000.0,-52000.0,52000.0,
Purchase Of Business,5000.0,-5000.0,-7000.0,0.0,-367000.0,,
Net Intangibles Purchase And Sale,-2455000.0,-559000.0,-7122000.0,-1148000.0,0.0,,
Purchase Of Intangibles,-2455000.0,-559000.0,-7122000.0,-1148000.0,0.0,,
Operating Cash Flow,304068000.0,-99696000.0,28955000.0,185653000.0,-212965000.0,,
Taxes Refund Paid,,0.0,0.0,0.0,22000.0,-22000.0,
Interest Paid Cfo,-35377000.0,-60914000.0,-68447000.0,-30702000.0,-1340000.0,,
Change In Working Capital,315464000.0,-126424000.0,-9151000.0,55602000.0,-219428000.0,,
Change In Other Current Assets,301116000.0,-528000.0,-146707000.0,-42628000.0,237242000.0,,
Change In Payable,-49775000.0,185797000.0,-271992000.0,43272000.0,-103935000.0,,
Change In Prepaid Assets,-9582000.0,3576000.0,212440000.0,264683000.0,-552284000.0,,
Change In Inventory,-541391000.0,-262532000.0,630575000.0,195499000.0,-271949000.0,,
Change In Receivables,617409000.0,-55352000.0,-436172000.0,-407733000.0,476131000.0,,
Other Non Cash Items,-9420000.0,90493000.0,82023000.0,54579000.0,13078000.0,,
Stock Based Compensation,,,1825000.0,2514000.0,0.0,0.0,921000.0
Provisionand Write Offof Assets,25216000.0,-15508000.0,-1670000.0,-6343000.0,10778000.0,,
Deferred Tax,-3560000.0,-5136000.0,-26208000.0,18280000.0,-6423000.0,,
Depreciation And Amortization,14390000.0,9070000.0,8812000.0,10423000.0,11781000.0,,
Depreciation,14390000.0,9070000.0,8812000.0,10423000.0,11781000.0,,
Gain Loss On Investment Securities,-1507000.0,-25126000.0,47269000.0,7222000.0,-46842000.0,,
Gain Loss On Sale Of PPE,,,5635000.0,335000.0,,,38000.0
Net Income From Continuing Operations,2671000.0,27364000.0,-8413000.0,67881000.0,24808000.0,,
