,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,-245749.4,-213320.600149,0.0,0.0,,
Tax Rate For Calcs,0.151,0.3049,0.154133,0.237,0.307,,
Normalized EBITDA,121999000.0,92985000.0,88757000.0,214294000.0,127060000.0,,
Total Unusual Items,,-806000.0,-1384000.0,,,-468000.0,831000.0
Total Unusual Items Excluding Goodwill,,-806000.0,-1384000.0,,,-468000.0,831000.0
Net Income From Continuing Operation Net Minority Interest,53392000.0,39768000.0,36250000.0,104421000.0,63350000.0,,
Reconciled Depreciation,20002000.0,18624000.0,20192000.0,16187000.0,18644000.0,,
Reconciled Cost Of Revenue,274597000.0,254717000.0,235992000.0,282462000.0,277682000.0,,
EBITDA,121999000.0,92179000.0,87373000.0,214294000.0,127060000.0,,
EBIT,101997000.0,73555000.0,67181000.0,198107000.0,108416000.0,,
Net Interest Income,-17892000.0,-10479000.0,-14046000.0,46746000.0,-12622000.0,,
Interest Expense,36544000.0,21351000.0,22992000.0,59774000.0,17292000.0,,
Interest Income,18652000.0,12940000.0,9950000.0,106520000.0,4670000.0,,
Normalized Income,53392000.0,40328250.6,37420679.399851,104421000.0,63350000.0,,
Net Income From Continuing And Discontinued Operation,53392000.0,39768000.0,36250000.0,104421000.0,63350000.0,,
Total Expenses,403254000.0,349730000.0,341018000.0,383609000.0,361080000.0,,
Diluted Average Shares,232139130.0,233929412.0,,230984960.0,234629630.0,178301961.0,
Basic Average Shares,232139130.0,233929412.0,,230984960.0,234629630.0,178301961.0,
Diluted EPS,0.23,0.17,,0.761538,0.27,0.51,
Basic EPS,0.23,0.17,,0.761538,0.27,0.51,
Diluted NI Availto Com Stockholders,53392000.0,39768000.0,28231000.0,104421000.0,63350000.0,,
Net Income Common Stockholders,53392000.0,39768000.0,28231000.0,104421000.0,63350000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,8019000.0,0.0,0.0,,
Net Income,53392000.0,39768000.0,36250000.0,104421000.0,63350000.0,,
Minority Interests,-2148000.0,3483000.0,-1128000.0,-1101000.0,166000.0,,
Net Income Including Noncontrolling Interests,55540000.0,36285000.0,37378000.0,105522000.0,63184000.0,,
Net Income Continuous Operations,55540000.0,36285000.0,37378000.0,105522000.0,63184000.0,,
Tax Provision,9913000.0,15919000.0,6811000.0,32811000.0,27940000.0,,
Pretax Income,65453000.0,52204000.0,44189000.0,138333000.0,91124000.0,,
Special Income Charges,,,,,,,1052000.0
Write Off,,,,,,,-1052000.0
Net Non Operating Interest Income Expense,-17892000.0,-10479000.0,-14046000.0,46746000.0,-12622000.0,,
Total Other Finance Cost,,2068000.0,1004000.0,,,1262000.0,920000.0
Interest Expense Non Operating,36544000.0,21351000.0,22992000.0,59774000.0,17292000.0,,
Interest Income Non Operating,18652000.0,12940000.0,9950000.0,106520000.0,4670000.0,,
Operating Income,83345000.0,85240000.0,48345000.0,91587000.0,103746000.0,,
Operating Expense,128657000.0,95013000.0,105026000.0,101147000.0,83398000.0,,
Other Operating Expenses,28079000.0,461000.0,4954000.0,10980000.0,,-39247000.0,
Depreciation And Amortization In Income Statement,,,,,,7323000.0,
Depreciation Income Statement,,,,,,7323000.0,
Research And Development,,,13301000.0,,,6638000.0,8658000.0
Selling General And Administration,100578000.0,94552000.0,86771000.0,90167000.0,84536000.0,,
Selling And Marketing Expense,46594000.0,43970000.0,33093000.0,42640000.0,41724000.0,,
General And Administrative Expense,53984000.0,50582000.0,53678000.0,47527000.0,42812000.0,,
Gross Profit,212002000.0,180253000.0,153371000.0,192734000.0,187144000.0,,
Cost Of Revenue,274597000.0,254717000.0,235992000.0,282462000.0,277682000.0,,
Total Revenue,486599000.0,434970000.0,389363000.0,475196000.0,464826000.0,,
Operating Revenue,486599000.0,434970000.0,389363000.0,475196000.0,464826000.0,,
