,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-97905200.0,0.0,-284026480.0,-119942480.0,-98439180.0,,
Tax Rate For Calcs,0.4,,,,,,
Normalized EBITDA,3380850000.0,3279564000.0,3775623000.0,3983745000.0,3416188000.0,,
Total Unusual Items,-244763000.0,,-835372000.0,-352772000.0,-289527000.0,-9887000.0,
Total Unusual Items Excluding Goodwill,-244763000.0,,-835372000.0,-352772000.0,-289527000.0,-9887000.0,
Net Income From Continuing Operation Net Minority Interest,68482000.0,111256000.0,91079000.0,94022000.0,85223000.0,,
Reconciled Depreciation,1651922000.0,1609691000.0,1667300000.0,1904796000.0,1865787000.0,,
Reconciled Cost Of Revenue,35852076000.0,34682691000.0,38387523000.0,36617960000.0,33987086000.0,,
EBITDA,3136087000.0,3279564000.0,2940251000.0,3630973000.0,3126661000.0,,
EBIT,1484165000.0,1669873000.0,1272951000.0,1726177000.0,1260874000.0,,
Net Interest Income,-1420119000.0,-1759562000.0,-1446398000.0,-1006501000.0,-1157330000.0,,
Interest Expense,1866479000.0,1671889000.0,1803292000.0,1563578000.0,1569200000.0,,
Interest Income,446360000.0,451035000.0,356894000.0,557077000.0,411870000.0,,
Normalized Income,215339800.0,111256000.0,642424520.0,326851520.0,276310820.0,,
Net Income From Continuing And Discontinued Operation,68482000.0,111256000.0,91079000.0,94022000.0,85223000.0,,
Total Expenses,39325354000.0,38074458000.0,42330163000.0,40194745000.0,37666620000.0,,
Total Operating Income As Reported,-3474303000.0,,,,-3679976000.0,,
Diluted Average Shares,1394745418.0,1403960378.0,,1429599056.0,844628345.0,866559549.0,
Basic Average Shares,1394745418.0,1403960378.0,,1429599056.0,844628345.0,866559549.0,
Diluted EPS,0.0491,0.0792,,0.0,0.1009,0.1014,
Basic EPS,0.0491,0.0792,,0.1068,0.1009,0.1014,
Diluted NI Availto Com Stockholders,68482000.0,111256000.0,91079000.0,94022000.0,85223000.0,,
Net Income Common Stockholders,68482000.0,111256000.0,91079000.0,94022000.0,85223000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,68482000.0,111256000.0,91079000.0,94022000.0,85223000.0,,
Minority Interests,27710000.0,140479000.0,133594000.0,-89456000.0,-111869000.0,,
Net Income Including Noncontrolling Interests,40772000.0,-29223000.0,-42515000.0,183478000.0,197092000.0,,
Net Income Discontinuous Operations,,,0.0,0.0,23538000.0,-744000.0,1452372000.0
Net Income Continuous Operations,40772000.0,-29223000.0,-42515000.0,183478000.0,197092000.0,,
Tax Provision,-423086000.0,27207000.0,-487826000.0,-20879000.0,-505418000.0,,
Pretax Income,-382314000.0,-2016000.0,-530341000.0,162599000.0,-308326000.0,,
Special Income Charges,-244763000.0,,-835372000.0,-352772000.0,-289527000.0,-9887000.0,
Other Special Charges,244763000.0,,835372000.0,352772000.0,289527000.0,9887000.0,
Net Non Operating Interest Income Expense,-1420119000.0,-1759562000.0,-1446398000.0,-1006501000.0,-1157330000.0,,
Total Other Finance Cost,,538708000.0,,,,10058000.0,
Interest Expense Non Operating,1866479000.0,1671889000.0,1803292000.0,1563578000.0,1569200000.0,,
Interest Income Non Operating,446360000.0,451035000.0,356894000.0,557077000.0,411870000.0,,
Operating Income,1394678000.0,1378596000.0,1585135000.0,1570787000.0,1135558000.0,,
Operating Expense,3473278000.0,3391767000.0,3942640000.0,3576785000.0,3679534000.0,,
Other Operating Expenses,,50509000.0,-73388000.0,47782000.0,118171000.0,-13907000.0,
Depreciation And Amortization In Income Statement,301373000.0,287926000.0,236172000.0,327601000.0,325986000.0,,
Depreciation Income Statement,301373000.0,287926000.0,236172000.0,327601000.0,325986000.0,,
Selling General And Administration,2428742000.0,2298139000.0,2750725000.0,2379093000.0,2335357000.0,,
Selling And Marketing Expense,2213459000.0,2088714000.0,2460238000.0,2229277000.0,2124665000.0,,
General And Administrative Expense,215283000.0,209425000.0,290487000.0,149816000.0,210692000.0,,
Gross Profit,4867956000.0,4770363000.0,5527775000.0,5147572000.0,4815092000.0,,
Cost Of Revenue,35852076000.0,34682691000.0,38387523000.0,36617960000.0,33987086000.0,,
Total Revenue,40720032000.0,39453054000.0,43915298000.0,41765532000.0,38802178000.0,,
Operating Revenue,40720032000.0,39453054000.0,43915298000.0,41765532000.0,38802178000.0,,
