,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-7102000.0,-4000.0,-22440000.0,-41140000.0,340000.0,
Tax Rate For Calcs,0.053,0.001,0.34,0.34,0.34,
Normalized EBITDA,6394000000.0,5175000000.0,5017000000.0,4941000000.0,4833000000.0,
Total Unusual Items,-134000000.0,-4000000.0,-66000000.0,-121000000.0,1000000.0,
Total Unusual Items Excluding Goodwill,-134000000.0,-4000000.0,-66000000.0,-121000000.0,1000000.0,
Net Income From Continuing Operation Net Minority Interest,5244000000.0,4410000000.0,4300000000.0,4207000000.0,4066000000.0,
Reconciled Depreciation,395000000.0,331000000.0,299000000.0,282000000.0,391000000.0,
Reconciled Cost Of Revenue,1683000000.0,1465000000.0,1510000000.0,1637000000.0,1635000000.0,
EBITDA,6260000000.0,5171000000.0,4951000000.0,4820000000.0,4834000000.0,
EBIT,5865000000.0,4840000000.0,4652000000.0,4538000000.0,4443000000.0,
Net Interest Income,986000000.0,-208000000.0,-199000000.0,-212000000.0,-198000000.0,
Interest Expense,307000000.0,373000000.0,368000000.0,383000000.0,377000000.0,
Interest Income,161000000.0,149000000.0,164000000.0,160000000.0,185000000.0,
Normalized Income,5370898000.0,4413996000.0,4343560000.0,4286860000.0,4065340000.0,
Net Income From Continuing And Discontinued Operation,5244000000.0,4410000000.0,4300000000.0,4207000000.0,4066000000.0,
Total Expenses,2374000000.0,2043000000.0,2075000000.0,2110000000.0,2164000000.0,
Diluted Average Shares,11208805190.0,11211346534.0,,11211346533.0,11161455247.0,11061542662.0
Basic Average Shares,11208805190.0,11211346534.0,,11211346533.0,11161455247.0,11061542662.0
Diluted EPS,0.46785,0.39335,,0.375245,0.36429,0.35384
Basic EPS,0.46785,0.39335,,0.375245,0.36429,0.35384
Diluted NI Availto Com Stockholders,5244000000.0,1516000000.0,4300000000.0,4207000000.0,4066000000.0,
Net Income Common Stockholders,5244000000.0,1516000000.0,4300000000.0,4207000000.0,4066000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Preferred Stock Dividends,,2894000000.0,,,,2569000000.0
Net Income,5244000000.0,4410000000.0,4300000000.0,4207000000.0,4066000000.0,
Minority Interests,-20000000.0,-52000000.0,15000000.0,-10000000.0,-27000000.0,
Net Income Including Noncontrolling Interests,5264000000.0,4462000000.0,4285000000.0,4217000000.0,4093000000.0,
Net Income Continuous Operations,5264000000.0,4462000000.0,4285000000.0,4217000000.0,4093000000.0,
Tax Provision,294000000.0,5000000.0,-1000000.0,-62000000.0,-27000000.0,
Pretax Income,5558000000.0,4467000000.0,4284000000.0,4155000000.0,4066000000.0,
Other Non Operating Income Expenses,105000000.0,3000000.0,-23000000.0,21000000.0,1000000.0,
Special Income Charges,8000000.0,-25000000.0,-107000000.0,-3000000.0,-32000000.0,
Other Special Charges,-16000000.0,26000000.0,-14000000.0,-5000000.0,32000000.0,
Write Off,,-1000000.0,-5000000.0,-3000000.0,0.0,-14000000.0
Restructuring And Mergern Acquisition,8000000.0,,1000000.0,11000000.0,0.0,
Net Non Operating Interest Income Expense,986000000.0,-208000000.0,-199000000.0,-212000000.0,-198000000.0,
Total Other Finance Cost,-1132000000.0,-16000000.0,-5000000.0,-11000000.0,6000000.0,
Interest Expense Non Operating,307000000.0,373000000.0,368000000.0,383000000.0,377000000.0,
Interest Income Non Operating,161000000.0,149000000.0,164000000.0,160000000.0,185000000.0,
Operating Income,-143000000.0,-24000000.0,22000000.0,18000000.0,-43000000.0,
Operating Expense,691000000.0,578000000.0,565000000.0,473000000.0,529000000.0,
Other Operating Expenses,252000000.0,170000000.0,101000000.0,61000000.0,93000000.0,
Depreciation And Amortization In Income Statement,11000000.0,12000000.0,12000000.0,13000000.0,12000000.0,
Depreciation Income Statement,11000000.0,12000000.0,12000000.0,13000000.0,12000000.0,
Selling General And Administration,324000000.0,276000000.0,315000000.0,276000000.0,303000000.0,
Selling And Marketing Expense,258000000.0,223000000.0,245000000.0,237000000.0,261000000.0,
General And Administrative Expense,66000000.0,53000000.0,70000000.0,39000000.0,42000000.0,
Gross Profit,548000000.0,554000000.0,587000000.0,491000000.0,486000000.0,
Cost Of Revenue,1683000000.0,1465000000.0,1510000000.0,1637000000.0,1635000000.0,
Total Revenue,2231000000.0,2019000000.0,2097000000.0,2128000000.0,2121000000.0,
Operating Revenue,2231000000.0,2019000000.0,2097000000.0,2128000000.0,2121000000.0,
