,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-116404000.0,-84504000.0,-576000.0,-69934000.0,-58918000.0,,
Repurchase Of Capital Stock,-6213000.0,-17664000.0,-2615000.0,-751000.0,0.0,,
Repayment Of Debt,-26736000.0,-46502000.0,8282000.0,-103944000.0,-89815000.0,,
Issuance Of Debt,53022000.0,72092000.0,,370188000.0,56490000.0,76965000.0,
Issuance Of Capital Stock,8931000.0,482626000.0,0.0,3316000.0,8190000.0,,
Capital Expenditure,-12494000.0,-5824000.0,-16865000.0,-16856000.0,-20666000.0,,
End Cash Position,548320000.0,518863000.0,309111000.0,355358000.0,241887000.0,,
Beginning Cash Position,518863000.0,309111000.0,355358000.0,241887000.0,203854000.0,,
Changes In Cash,29457000.0,209752000.0,-46247000.0,113471000.0,38033000.0,,
Financing Cash Flow,176420000.0,366518000.0,-10135000.0,315788000.0,-50307000.0,,
Net Other Financing Charges,147424000.0,-269000.0,588587000.0,-3021000.0,158285000.0,,
Cash Dividends Paid,-8000.0,-99992000.0,,,,,
Common Stock Dividend Paid,-8000.0,-99992000.0,,,-50000000.0,0.0,
Net Common Stock Issuance,2718000.0,464962000.0,-2615000.0,2565000.0,8190000.0,,
Common Stock Payments,-6213000.0,-17664000.0,-2615000.0,-751000.0,0.0,,
Common Stock Issuance,8931000.0,482626000.0,0.0,3316000.0,8190000.0,,
Net Issuance Payments Of Debt,26286000.0,25590000.0,-495361000.0,266244000.0,-33325000.0,,
Net Long Term Debt Issuance,26286000.0,25590000.0,-495361000.0,266244000.0,-33325000.0,,
Long Term Debt Payments,-26736000.0,-46502000.0,8282000.0,-103944000.0,-89815000.0,,
Long Term Debt Issuance,53022000.0,72092000.0,,370188000.0,56490000.0,76965000.0,
Investing Cash Flow,-43053000.0,-78086000.0,-52401000.0,-149239000.0,126592000.0,,
Net Other Investing Changes,,,,22405000.0,,,
Dividends Received Cfi,,,,,,0.0,
Net Investment Purchase And Sale,-30558000.0,-62181000.0,-35536000.0,-132382000.0,124313000.0,,
Sale Of Investment,95288000.0,128946000.0,167096000.0,38667000.0,149700000.0,,
Purchase Of Investment,-125846000.0,-191127000.0,-202632000.0,-171049000.0,-25387000.0,,
Net Investment Properties Purchase And Sale,,,,,,,0.0
Net Business Purchase And Sale,-1000.0,-10081000.0,22404000.0,-22406000.0,22946000.0,,
Sale Of Business,,,22404000.0,-22406000.0,0.0,0.0,
Purchase Of Business,-1000.0,-10081000.0,,,,-540000.0,
Net Intangibles Purchase And Sale,0.0,0.0,0.0,0.0,0.0,,
Net PPE Purchase And Sale,-12494000.0,-5824000.0,-16865000.0,-16856000.0,-20666000.0,,
Operating Cash Flow,-103910000.0,-78680000.0,16289000.0,-53078000.0,-38252000.0,,
Taxes Refund Paid,-9019000.0,-13489000.0,-7163000.0,-9562000.0,-8011000.0,,
Interest Paid Cfo,-28968000.0,-28410000.0,-29266000.0,-22292000.0,-16664000.0,,
Change In Working Capital,-295813000.0,-235259000.0,-131351000.0,-176446000.0,-152841000.0,,
Change In Other Current Liabilities,1251000.0,951000.0,744000.0,-3615000.0,1503000.0,,
Change In Other Current Assets,-23102000.0,-897000.0,-16478000.0,67505000.0,-30826000.0,,
Change In Payable,234739000.0,17090000.0,7931000.0,77464000.0,313885000.0,,
Change In Prepaid Assets,-1744000.0,-3735000.0,-534000.0,-1760000.0,-4237000.0,,
Change In Inventory,-161209000.0,55470000.0,137618000.0,-47715000.0,-194289000.0,,
Change In Receivables,-345748000.0,-304138000.0,-260632000.0,-268325000.0,-238877000.0,,
Other Non Cash Items,13886000.0,22016000.0,35823000.0,6046000.0,12785000.0,,
Stock Based Compensation,3643000.0,224000.0,,,378000.0,1243000.0,
Provisionand Write Offof Assets,12721000.0,8324000.0,21861000.0,-1527000.0,-1986000.0,,
Deferred Tax,20908000.0,8093000.0,22821000.0,12232000.0,12594000.0,,
Depreciation And Amortization,4829000.0,4818000.0,4491000.0,4124000.0,3683000.0,,
Depreciation,4829000.0,4818000.0,4491000.0,4124000.0,3683000.0,,
Gain Loss On Investment Securities,,,-18325000.0,18325000.0,,,
Net Income From Continuing Operations,173938000.0,155503000.0,111897000.0,117578000.0,120315000.0,,
