,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-12808381.911788,-9000198.438892,-14770503.724599,-12875823.743687,-43933359.78789,
Tax Rate For Calcs,0.255325,0.240737,0.259541,0.246507,0.325756,
Normalized EBITDA,3399089000.0,3918523000.0,3498975000.0,3063970000.0,3119960000.0,
Total Unusual Items,-50165000.0,-37386000.0,-56910000.0,-52233000.0,-134866000.0,
Total Unusual Items Excluding Goodwill,-50165000.0,-37386000.0,-56910000.0,-52233000.0,-134866000.0,
Net Income From Continuing Operation Net Minority Interest,1365954000.0,1830241000.0,1500518000.0,1308167000.0,1124320000.0,
Reconciled Depreciation,639352000.0,615524000.0,604691000.0,599860000.0,602646000.0,
Reconciled Cost Of Revenue,7409653000.0,7446982000.0,8101625000.0,8029148000.0,7372472000.0,
EBITDA,3348924000.0,3881137000.0,3442065000.0,3011737000.0,2985094000.0,
EBIT,2709572000.0,3265613000.0,2837374000.0,2411877000.0,2382448000.0,
Net Interest Income,-618226000.0,-587454000.0,-327665000.0,-510365000.0,-511126000.0,
Interest Expense,778469000.0,750733000.0,723858000.0,585202000.0,623734000.0,
Interest Income,111712000.0,95802000.0,100949000.0,97676000.0,98317000.0,
Normalized Income,1403310618.088212,1858626801.561108,1542657496.275401,1347524176.256313,1215252640.21211,
Net Income From Continuing And Discontinued Operation,1365954000.0,1830241000.0,1500518000.0,1308167000.0,1124320000.0,
Total Expenses,8152321000.0,8038080000.0,9213828000.0,8651703000.0,8026822000.0,
Rent Expense Supplemental,11474000.0,8708000.0,18089000.0,20007000.0,21490000.0,
Diluted Average Shares,1152254440.0,1152254440.0,,1152254440.0,1152254440.0,1152254440.0
Basic Average Shares,1152254440.0,1152254440.0,,1152254440.0,1152254440.0,1152254440.0
Diluted EPS,1.19,1.59,,1.14,0.98,1.35
Basic EPS,1.19,1.59,,1.14,0.98,1.35
Diluted NI Availto Com Stockholders,1365954000.0,1830241000.0,1500518000.0,1308167000.0,1124320000.0,
Net Income Common Stockholders,1365954000.0,1830241000.0,1500518000.0,1308167000.0,1124320000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,1365954000.0,1830241000.0,1500518000.0,1308167000.0,1124320000.0,
Minority Interests,-72091000.0,-79214000.0,-64453000.0,-68219000.0,-61483000.0,
Net Income Including Noncontrolling Interests,1438044000.0,1909455000.0,1564971000.0,1376386000.0,1185803000.0,
Net Income Continuous Operations,1438044000.0,1909455000.0,1564971000.0,1376386000.0,1185803000.0,
Tax Provision,493059000.0,605425000.0,548545000.0,450289000.0,572911000.0,
Pretax Income,1931103000.0,2514880000.0,2113516000.0,1826675000.0,1758714000.0,
Other Non Operating Income Expenses,,-4853000.0,7395000.0,3786000.0,6109000.0,7130000.0
Special Income Charges,-50165000.0,-37386000.0,-56910000.0,-52233000.0,-134866000.0,
Other Special Charges,50165000.0,37386000.0,48543000.0,52233000.0,134866000.0,
Net Non Operating Interest Income Expense,-618226000.0,-587454000.0,-327665000.0,-510365000.0,-511126000.0,
Total Other Finance Cost,-48531000.0,-67477000.0,-295244000.0,22839000.0,-14291000.0,
Interest Expense Non Operating,778469000.0,750733000.0,723858000.0,585202000.0,623734000.0,
Interest Income Non Operating,111712000.0,95802000.0,100949000.0,97676000.0,98317000.0,
Operating Income,2955109000.0,3303455000.0,2620466000.0,2677441000.0,2522304000.0,
Operating Expense,742668000.0,591098000.0,1112203000.0,622555000.0,654350000.0,
Other Operating Expenses,54098000.0,6753000.0,276709000.0,-48496000.0,36599000.0,
Depreciation And Amortization In Income Statement,118288000.0,114413000.0,113982000.0,112893000.0,119169000.0,
Amortization,83795000.0,83737000.0,83448000.0,83032000.0,83520000.0,
Depreciation Income Statement,34493000.0,30676000.0,30534000.0,29861000.0,35649000.0,
Selling General And Administration,357146000.0,274502000.0,498152000.0,358573000.0,297525000.0,
Selling And Marketing Expense,103462000.0,80977000.0,108961000.0,93440000.0,84241000.0,
General And Administrative Expense,253684000.0,193525000.0,389191000.0,265133000.0,213284000.0,
Rent And Landing Fees,2599000.0,0.0,0.0,0.0,0.0,
Gross Profit,3697777000.0,3894553000.0,3732669000.0,3299996000.0,3176654000.0,
Cost Of Revenue,7409653000.0,7446982000.0,8101625000.0,8029148000.0,7372472000.0,
Total Revenue,11107430000.0,11341535000.0,11834294000.0,11329144000.0,10549126000.0,
Operating Revenue,11107430000.0,11341535000.0,11834294000.0,11329144000.0,10549126000.0,
