,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-365765.4,5155543.6,1873833.657192,7699848.3,-1161650.342749,,
Tax Rate For Calcs,0.0957,0.0838,0.088854,0.0883,0.09268,,
Normalized EBITDA,358305000.0,291883000.0,347580000.0,271321000.0,292199000.0,,
Total Unusual Items,-3822000.0,61522000.0,21089000.0,87201000.0,-12534000.0,,
Total Unusual Items Excluding Goodwill,-3822000.0,61522000.0,21089000.0,87201000.0,-12534000.0,,
Net Income From Continuing Operation Net Minority Interest,201649000.0,213160000.0,211432000.0,229652000.0,183742000.0,,
Reconciled Depreciation,23439000.0,22549000.0,22691000.0,20304000.0,19728000.0,,
Reconciled Cost Of Revenue,767704000.0,691115000.0,726735000.0,694023000.0,650982000.0,,
EBITDA,354483000.0,353405000.0,368669000.0,358522000.0,279665000.0,,
EBIT,331044000.0,330856000.0,345978000.0,338218000.0,259937000.0,,
Net Interest Income,-77873000.0,-55491000.0,-51037000.0,-24518000.0,-28230000.0,,
Interest Expense,48479000.0,38850000.0,33599000.0,27844000.0,16756000.0,,
Interest Income,12136000.0,11318000.0,18981000.0,22335000.0,16913000.0,,
Normalized Income,205105234.6,156793543.6,192216833.657192,150150848.3,195114349.657251,,
Net Income From Continuing And Discontinued Operation,201649000.0,213160000.0,211432000.0,229652000.0,183742000.0,,
Total Expenses,1012427000.0,891484000.0,902695000.0,926305000.0,854914000.0,,
Total Operating Income As Reported,,-180778000.0,,,-189216000.0,-148831000.0,
Diluted Average Shares,530655263.0,526758572.0,,521936364.0,524977143.0,525154314.0,
Basic Average Shares,517048718.0,519426987.0,,521936364.0,524977143.0,520061241.0,
Diluted EPS,0.38,0.4,,0.44,0.35,0.31,
Basic EPS,0.39,0.41,,0.44,0.35,0.32,
Diluted NI Availto Com Stockholders,201649000.0,213160000.0,211432000.0,229652000.0,183742000.0,,
Net Income Common Stockholders,201649000.0,213160000.0,211432000.0,229652000.0,183742000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,201649000.0,213160000.0,211432000.0,229652000.0,183742000.0,,
Minority Interests,-53778000.0,-54374000.0,-73191000.0,-53322000.0,-36901000.0,,
Net Income Including Noncontrolling Interests,255427000.0,267534000.0,284623000.0,282974000.0,220643000.0,,
Net Income Continuous Operations,255427000.0,267534000.0,284623000.0,282974000.0,220643000.0,,
Tax Provision,27138000.0,24472000.0,27756000.0,27400000.0,22538000.0,,
Pretax Income,282565000.0,292006000.0,312379000.0,310374000.0,243181000.0,,
Special Income Charges,-467000.0,3354000.0,-48553000.0,32026000.0,-2952000.0,,
Other Special Charges,467000.0,-3354000.0,48553000.0,-32026000.0,2952000.0,,
Impairment Of Capital Assets,,,0.0,0.0,0.0,0.0,-12000.0
Net Non Operating Interest Income Expense,-77873000.0,-55491000.0,-51037000.0,-24518000.0,-28230000.0,,
Total Other Finance Cost,41530000.0,27959000.0,36419000.0,19009000.0,28387000.0,,
Interest Expense Non Operating,48479000.0,38850000.0,33599000.0,27844000.0,16756000.0,,
Interest Income Non Operating,12136000.0,11318000.0,18981000.0,22335000.0,16913000.0,,
Operating Income,266838000.0,273043000.0,323148000.0,231518000.0,210296000.0,,
Operating Expense,244723000.0,200369000.0,175960000.0,232282000.0,203932000.0,,
Other Operating Expenses,33115000.0,19459000.0,26601000.0,35797000.0,34033000.0,,
Selling General And Administration,213230000.0,180910000.0,149359000.0,196485000.0,169899000.0,,
Selling And Marketing Expense,128636000.0,107345000.0,116252000.0,113940000.0,96860000.0,,
General And Administrative Expense,84594000.0,73565000.0,33107000.0,82545000.0,73039000.0,,
Gross Profit,511561000.0,473412000.0,499108000.0,463800000.0,414228000.0,,
Cost Of Revenue,767704000.0,691115000.0,726735000.0,694023000.0,650982000.0,,
Total Revenue,1279265000.0,1164527000.0,1225843000.0,1157823000.0,1065210000.0,,
Operating Revenue,1279265000.0,1164527000.0,1225843000.0,1157823000.0,1065210000.0,,
