,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,41532865.090081,5546000.0,0.0,,
Tax Rate For Calcs,0.085189,0.06673,0.159695,0.059,0.137881,,
Normalized EBITDA,2119000000.0,1645000000.0,2395917000.0,2285529000.0,2361240000.0,,
Total Unusual Items,151317000.0,,260076000.0,94000000.0,,,-95483000.0
Total Unusual Items Excluding Goodwill,151317000.0,,260076000.0,94000000.0,,,-95483000.0
Net Income From Continuing Operation Net Minority Interest,945000000.0,979000000.0,1874377000.0,796742000.0,1188000000.0,,
Reconciled Depreciation,6527000.0,,-309240000.0,1110000000.0,,364000000.0,-303452000.0
Reconciled Cost Of Revenue,9204000000.0,8750000000.0,9855157000.0,9019116000.0,8586000000.0,,
EBITDA,2119000000.0,1645000000.0,2655993000.0,2379529000.0,2361240000.0,,
EBIT,2119000000.0,1645000000.0,2655993000.0,1269529000.0,1993000000.0,,
Net Interest Income,-796000000.0,-338000000.0,-320215000.0,-312000000.0,-313000000.0,,
Interest Expense,1086000000.0,596000000.0,424378000.0,423000000.0,615000000.0,,
Interest Income,290000000.0,258000000.0,176602000.0,43000000.0,302000000.0,,
Normalized Income,945000000.0,979000000.0,1655833865.090081,708288000.0,1188000000.0,,
Net Income From Continuing And Discontinued Operation,945000000.0,979000000.0,1874377000.0,796742000.0,1188000000.0,,
Total Expenses,9109021000.0,9032368000.0,9204852000.0,9503802000.0,8648141000.0,,
Diluted Average Shares,2860681883.0,2860681883.0,,2860681883.0,2860681883.0,2860681883.0,
Basic Average Shares,2860681883.0,2860681883.0,,2860681883.0,2860681883.0,2860681883.0,
Diluted EPS,0.330341,0.342226,,0.278515,0.415286,0.3632,
Basic EPS,0.330341,0.342226,,0.278515,0.415286,0.3632,
Diluted NI Availto Com Stockholders,945000000.0,979000000.0,1874377000.0,796742000.0,1188000000.0,,
Net Income Common Stockholders,945000000.0,979000000.0,1874377000.0,796742000.0,1188000000.0,,
Net Income,945000000.0,979000000.0,1874377000.0,796742000.0,1188000000.0,,
Minority Interests,-412000.0,,,,,,
Net Income Including Noncontrolling Interests,945000000.0,979000000.0,1875237000.0,796742000.0,1188000000.0,,
Net Income Continuous Operations,945000000.0,979000000.0,1875237000.0,796742000.0,1188000000.0,,
Tax Provision,88000000.0,70000000.0,356378000.0,49787000.0,190000000.0,,
Pretax Income,1033000000.0,1049000000.0,2231615000.0,846529000.0,1378000000.0,,
Other Income Expense,-70000000.0,78000000.0,163831000.0,134708000.0,-329000000.0,,
Other Non Operating Income Expenses,-161000000.0,26000000.0,,-263105000000.0,-406000000.0,,
Special Income Charges,,,,,,,-8102000.0
Write Off,,,,,,,17113000.0
Earnings From Equity Interest,91000000.0,52000000.0,102755000.0,40708000.0,77000000.0,,
Gain On Sale Of Security,151317000.0,,149705000.0,94000000.0,,,-87381000.0
Net Non Operating Interest Income Expense,-796000000.0,-338000000.0,-320215000.0,-312000000.0,-313000000.0,,
Total Other Finance Cost,484998000.0,,72439000.0,-68000000.0,136790000.0,8000000.0,
Interest Expense Non Operating,1086000000.0,596000000.0,424378000.0,423000000.0,615000000.0,,
Interest Income Non Operating,290000000.0,258000000.0,176602000.0,43000000.0,302000000.0,,
Operating Income,1899238000.0,1309543000.0,2387937000.0,1023883000.0,2019295000.0,,
Operating Expense,-94979000.0,282368000.0,-650305000.0,484686000.0,62141000.0,,
Other Operating Expenses,-147979000.0,-2632000.0,-90050000.0,171049000.0,-118859000.0,,
Other Taxes,61187000.0,,59899000.0,58000000.0,67715000.0,66000000.0,
Provision For Doubtful Accounts,-177000000.0,83000000.0,46970000.0,60304000.0,3000000.0,,
Depreciation Amortization Depletion Income Statement,6527000.0,,,,,,-332386000.0
Depreciation And Amortization In Income Statement,6527000.0,,,,,,-332386000.0
Selling General And Administration,230000000.0,202000000.0,-684466000.0,195333000.0,178000000.0,,
General And Administrative Expense,230000000.0,202000000.0,-684466000.0,195333000.0,178000000.0,,
Other Gand A,230000000.0,202000000.0,44269000.0,195333000.0,178000000.0,,
Salaries And Wages,167112000.0,,,,,,-147518000.0
Gross Profit,1804259000.0,1591911000.0,1737632000.0,1508569000.0,2081436000.0,,
Cost Of Revenue,9204000000.0,8750000000.0,9855157000.0,9019116000.0,8586000000.0,,
Total Revenue,11008259000.0,10341911000.0,11592789000.0,10527685000.0,10667436000.0,,
Excise Taxes,3803221000.0,3808707000.0,-3826912000.0,3826912000.0,3490507000.0,,
Operating Revenue,13741497000.0,13082733000.0,14153139000.0,12974706000.0,12882353000.0,,
