,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,-291900.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.4,0.35,0.197368,0.0,0.176657,
Normalized EBITDA,180852000.0,161054000.0,139694000.0,145939000.0,145271000.0,
Total Unusual Items,,-834000.0,,371000.0,,-3164000.0
Total Unusual Items Excluding Goodwill,,-834000.0,,371000.0,,-3164000.0
Net Income From Continuing Operation Net Minority Interest,-11147000.0,18784000.0,19330000.0,23288000.0,23846000.0,
Reconciled Depreciation,57892000.0,51389000.0,44967000.0,44612000.0,42936000.0,
Reconciled Cost Of Revenue,430037000.0,198356000.0,140802000.0,144278000.0,140097000.0,
EBITDA,180852000.0,160220000.0,139694000.0,146310000.0,145271000.0,
EBIT,122960000.0,108831000.0,94727000.0,101698000.0,102335000.0,
Net Interest Income,-88929000.0,-72754000.0,-82143000.0,-84720000.0,-70916000.0,
Interest Expense,84359000.0,73952000.0,65548000.0,70972000.0,69837000.0,
Interest Income,,2300000.0,,,0.0,3478000.0
Normalized Income,-11147000.0,19326100.0,19330000.0,22917000.0,23846000.0,
Net Income From Continuing And Discontinued Operation,-11147000.0,18784000.0,19330000.0,23288000.0,23846000.0,
Total Expenses,526080000.0,248729000.0,184271000.0,201536000.0,184606000.0,
Rent Expense Supplemental,27437000.0,4094000.0,5336000.0,5028000.0,3821000.0,
Diluted Average Shares,549296404.0,437212000.0,384507484.0,332685714.0,384507484.0,
Basic Average Shares,549296404.0,384508000.0,384507484.0,332685714.0,384507484.0,
Diluted EPS,-0.020293,0.042963,0.060909,0.07,0.062017,
Basic EPS,-0.020293,0.048852,0.060909,0.07,0.062017,
Diluted NI Availto Com Stockholders,-11147000.0,18784000.0,19330000.0,23288000.0,23846000.0,
Net Income Common Stockholders,-11147000.0,18784000.0,19330000.0,23288000.0,23846000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,-11147000.0,18784000.0,19330000.0,23288000.0,23846000.0,
Minority Interests,-17498000.0,-3838000.0,-4090000.0,-4054000.0,-2911000.0,
Net Income Including Noncontrolling Interests,6351000.0,22622000.0,23420000.0,27342000.0,26757000.0,
Net Income Continuous Operations,6351000.0,22622000.0,23420000.0,27342000.0,26757000.0,
Tax Provision,32250000.0,12257000.0,5759000.0,3384000.0,5741000.0,
Pretax Income,38601000.0,34879000.0,29179000.0,30726000.0,32498000.0,
Net Non Operating Interest Income Expense,-88929000.0,-72754000.0,-82143000.0,-84720000.0,-70916000.0,
Total Other Finance Cost,4570000.0,1102000.0,25331000.0,13748000.0,1079000.0,
Interest Expense Non Operating,84359000.0,73952000.0,65548000.0,70972000.0,69837000.0,
Interest Income Non Operating,,2300000.0,,,0.0,3478000.0
Operating Income,96756000.0,82347000.0,80038000.0,79514000.0,79575000.0,
Operating Expense,96043000.0,50373000.0,43469000.0,57258000.0,44509000.0,
Other Operating Expenses,4215000.0,5212000.0,300000.0,6925000.0,,4529000.0
Depreciation And Amortization In Income Statement,3220000.0,7057000.0,7101000.0,7187000.0,6538000.0,
Depreciation Income Statement,3220000.0,7057000.0,7101000.0,7187000.0,6538000.0,
Selling General And Administration,40462000.0,18577000.0,19901000.0,16195000.0,17072000.0,
Selling And Marketing Expense,0.0,3000.0,1000.0,-78000.0,77000.0,
General And Administrative Expense,40462000.0,18574000.0,19900000.0,16273000.0,16995000.0,
Rent And Landing Fees,1896000.0,670000.0,643000.0,666000.0,657000.0,
Gross Profit,192799000.0,132720000.0,123507000.0,136772000.0,124084000.0,
Cost Of Revenue,430037000.0,198356000.0,140802000.0,144278000.0,140097000.0,
Total Revenue,622836000.0,331076000.0,264309000.0,281050000.0,264181000.0,
Operating Revenue,622836000.0,331076000.0,264309000.0,281050000.0,264181000.0,
