,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-35665200.0,-21990959.650923,-4853500.0,-39610340.0,-138524.4234,,
Tax Rate For Calcs,0.4,0.18285,0.34,0.34,0.040339,,
Normalized EBITDA,556440000.0,940565000.0,530407000.0,680751000.0,526437000.0,,
Total Unusual Items,-89163000.0,-120268000.0,-14275000.0,-116501000.0,-3434000.0,,
Total Unusual Items Excluding Goodwill,-89163000.0,-120268000.0,-14275000.0,-116501000.0,-3434000.0,,
Net Income From Continuing Operation Net Minority Interest,38149000.0,172851000.0,424081000.0,176416000.0,62829000.0,,
Reconciled Depreciation,196901000.0,400655000.0,194764000.0,230765000.0,259846000.0,,
Reconciled Cost Of Revenue,1211391000.0,1722068000.0,1129859000.0,1206833000.0,1424609000.0,,
EBITDA,467277000.0,820297000.0,516132000.0,564250000.0,523003000.0,,
EBIT,270376000.0,419642000.0,321368000.0,333485000.0,263157000.0,,
Net Interest Income,-141700000.0,-113631000.0,-137606000.0,-124455000.0,-194217000.0,,
Interest Expense,253811000.0,208113000.0,216624000.0,174657000.0,197687000.0,,
Interest Income,176710000.0,129945000.0,129312000.0,115485000.0,76036000.0,,
Normalized Income,91646800.0,271128040.349077,433502500.0,253306660.0,66124475.5766,,
Net Income From Continuing And Discontinued Operation,38149000.0,172851000.0,424081000.0,176416000.0,62829000.0,,
Total Expenses,1346705000.0,1857745000.0,1277503000.0,1379422000.0,1560343000.0,,
Total Operating Income As Reported,186142000.0,,321075000.0,367451000.0,301861000.0,,477438000.0
Diluted Average Shares,332435000.0,322773291.0,331955000.0,333231000.0,332435000.0,,
Basic Average Shares,332435000.0,322773291.0,331955000.0,333231000.0,332435000.0,,
Diluted EPS,0.1148,1.05,1.2775,0.5307,0.189,,
Basic EPS,0.1148,1.05,1.2775,0.5307,0.189,,
Diluted NI Availto Com Stockholders,38149000.0,172851000.0,424081000.0,176416000.0,62829000.0,,
Net Income Common Stockholders,38149000.0,172851000.0,424081000.0,176416000.0,62829000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,38149000.0,172851000.0,424081000.0,176416000.0,62829000.0,,
Net Income Including Noncontrolling Interests,38149000.0,172851000.0,424081000.0,176416000.0,62829000.0,,
Net Income Continuous Operations,38149000.0,172851000.0,424081000.0,176416000.0,62829000.0,,
Tax Provision,-21584000.0,38678000.0,-319337000.0,-17588000.0,2641000.0,,
Pretax Income,16565000.0,,,,,,
Other Non Operating Income Expenses,,,,7470000.0,1357000.0,-210189000.0,192375000.0
Special Income Charges,-3407000.0,5682000.0,630000.0,-479000.0,1508000.0,,
Other Special Charges,3407000.0,-2807000.0,-322000.0,-1323000.0,-1508000.0,,
Write Off,-182000.0,,-308000.0,1802000.0,0.0,,-221000.0
Net Non Operating Interest Income Expense,-141700000.0,-113631000.0,-137606000.0,-124455000.0,-194217000.0,,
Total Other Finance Cost,64599000.0,35463000.0,50294000.0,65283000.0,72566000.0,,
Interest Expense Non Operating,253811000.0,208113000.0,216624000.0,174657000.0,197687000.0,,
Interest Income Non Operating,176710000.0,129945000.0,129312000.0,115485000.0,76036000.0,,
Operating Income,181289000.0,385913000.0,314799000.0,359222000.0,296818000.0,,
Operating Expense,135314000.0,135677000.0,147644000.0,172589000.0,135734000.0,,
Other Operating Expenses,-33349000.0,-23431000.0,-6079000.0,-514000.0,-26414000.0,,
Selling General And Administration,172244000.0,161997000.0,157011000.0,175716000.0,164480000.0,,
Selling And Marketing Expense,80940000.0,75749000.0,73370000.0,71978000.0,71374000.0,,
General And Administrative Expense,91304000.0,86248000.0,83641000.0,103738000.0,93106000.0,,
Gross Profit,316603000.0,521590000.0,462443000.0,531811000.0,432552000.0,,
Cost Of Revenue,1211391000.0,1722068000.0,1129859000.0,1206833000.0,1424609000.0,,
Total Revenue,1527994000.0,2243658000.0,1592302000.0,1738644000.0,1857161000.0,,
Operating Revenue,1527994000.0,2243658000.0,1592302000.0,1738644000.0,1857161000.0,,
