,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2024-12-31
Tax Effect Of Unusual Items,-135788908.1,-282422800.0,-166407217.210088,-252630394.0,-288938800.0,
Tax Rate For Calcs,0.3517,0.4,0.341443,0.298,0.34,
Normalized EBITDA,2654595000.0,2282440000.0,1934588000.0,2622725000.0,2741240000.0,
Total Unusual Items,-386093000.0,-706057000.0,-487365000.0,-847753000.0,-849820000.0,
Total Unusual Items Excluding Goodwill,-386093000.0,-706057000.0,-487365000.0,-847753000.0,-849820000.0,
Net Income From Continuing Operation Net Minority Interest,515757000.0,93255000.0,208709000.0,409399000.0,328816000.0,
Reconciled Depreciation,532110000.0,516093000.0,519016000.0,567464000.0,570075000.0,
Reconciled Cost Of Revenue,1972536000.0,1832464000.0,2013400000.0,1979327000.0,1885859000.0,
EBITDA,2268502000.0,1576383000.0,1447223000.0,1774972000.0,1891420000.0,
EBIT,1736392000.0,1060290000.0,928207000.0,1207508000.0,1321345000.0,
Net Interest Income,-816916000.0,-830288000.0,-570294000.0,-640441000.0,-767593000.0,
Interest Expense,934661000.0,845607000.0,604548000.0,615247000.0,707927000.0,
Interest Income,280940000.0,167324000.0,139674000.0,140801000.0,94225000.0,
Normalized Income,766061091.9,516889200.0,529666782.789912,1004521606.0,889697200.0,
Net Income From Continuing And Discontinued Operation,515757000.0,93255000.0,208709000.0,409399000.0,328816000.0,
Total Expenses,2182760000.0,2056586000.0,2132080000.0,2113971000.0,2100462000.0,
Diluted Average Shares,1857047000.0,1857201000.0,1855786108.0,1858599000.0,1856430000.0,
Basic Average Shares,1855740000.0,1855775000.0,1855786108.0,1857388000.0,1854920000.0,
Diluted EPS,0.27773,0.05021,0.114776,0.22027,0.17712,
Basic EPS,0.27793,0.05025,0.114776,0.22042,0.17727,
Diluted NI Availto Com Stockholders,515757000.0,93255000.0,208709000.0,409399000.0,328816000.0,
Net Income Common Stockholders,515757000.0,93255000.0,208709000.0,409399000.0,328816000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,515757000.0,93255000.0,208709000.0,409399000.0,328816000.0,
Minority Interests,-4003000.0,-4469000.0,-4439000.0,-6497000.0,-4441000.0,
Net Income Including Noncontrolling Interests,519760000.0,97724000.0,213148000.0,415896000.0,333257000.0,
Net Income Continuous Operations,519760000.0,97724000.0,213148000.0,415896000.0,333257000.0,
Tax Provision,281971000.0,116959000.0,110511000.0,176365000.0,280161000.0,
Pretax Income,801731000.0,214683000.0,323659000.0,592261000.0,613418000.0,
Other Non Operating Income Expenses,,,,-18022000.0,,-2425000.0
Special Income Charges,-207182000.0,-178540000.0,-265482000.0,-283798000.0,-350849000.0,
Other Special Charges,38799000.0,10436000.0,29549000.0,-42017000.0,-46682000.0,
Write Off,168383000.0,168104000.0,227778000.0,316955000.0,397531000.0,
Restructuring And Mergern Acquisition,,,8155000.0,8860000.0,,0.0
Net Non Operating Interest Income Expense,-816916000.0,-830288000.0,-570294000.0,-640441000.0,-767593000.0,
Total Other Finance Cost,163195000.0,152005000.0,105420000.0,165995000.0,153891000.0,
Interest Expense Non Operating,934661000.0,845607000.0,604548000.0,615247000.0,707927000.0,
Interest Income Non Operating,280940000.0,167324000.0,139674000.0,140801000.0,94225000.0,
Operating Income,1757515000.0,1225717000.0,1218288000.0,1705294000.0,1610931000.0,
Operating Expense,210224000.0,224122000.0,118680000.0,134644000.0,214603000.0,
Other Operating Expenses,22266000.0,51113000.0,-54194000.0,-4169000.0,51113000.0,
Selling General And Administration,192342000.0,176751000.0,182166000.0,167832000.0,182305000.0,
Selling And Marketing Expense,14958000.0,11448000.0,14672000.0,13734000.0,15687000.0,
General And Administrative Expense,177384000.0,165303000.0,167494000.0,154098000.0,166618000.0,
Gross Profit,1967739000.0,1449839000.0,1336968000.0,1839938000.0,1825534000.0,
Cost Of Revenue,1972536000.0,1832464000.0,2013400000.0,1979327000.0,1885859000.0,
Total Revenue,3940275000.0,3282303000.0,3350368000.0,3819265000.0,3711393000.0,
Operating Revenue,3940275000.0,3282303000.0,3350368000.0,3819265000.0,3711393000.0,
