,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-235490801.6,-8726400.0,-11455620.0,12690549.370548,-268150520.0,
Tax Rate For Calcs,0.3592,0.4,0.34,0.339746,0.34,
Normalized EBITDA,286875000.0,222234000.0,374376000.0,323043000.0,215651000.0,
Total Unusual Items,-655598000.0,-21816000.0,-33693000.0,37353000.0,-788678000.0,
Total Unusual Items Excluding Goodwill,-655598000.0,-21816000.0,-33693000.0,37353000.0,-788678000.0,
Net Income From Continuing Operation Net Minority Interest,-626635000.0,-77657000.0,41409000.0,87006000.0,-811858000.0,
Reconciled Depreciation,61520000.0,55902000.0,59172000.0,58375000.0,69287000.0,
Reconciled Cost Of Revenue,2093658000.0,1959696000.0,2140906000.0,2024488000.0,1911992000.0,
EBITDA,-368723000.0,200418000.0,340683000.0,360396000.0,-573027000.0,
EBIT,-430243000.0,144516000.0,281511000.0,302021000.0,-642314000.0,
Net Interest Income,-365389000.0,-366292000.0,-340712000.0,-293291000.0,-339267000.0,
Interest Expense,145194000.0,157515000.0,164889000.0,143232000.0,148625000.0,
Interest Income,2436000.0,1625000.0,2672000.0,2642000.0,1696000.0,
Normalized Income,-206527801.6,-64567400.0,63646380.0,62343549.370548,-291330520.0,
Net Income From Continuing And Discontinued Operation,-626635000.0,-77657000.0,41409000.0,87006000.0,-811858000.0,
Total Expenses,2584215000.0,2426136000.0,2596237000.0,2497387000.0,2399443000.0,
Rent Expense Supplemental,131792000.0,153501000.0,154544000.0,98309000.0,102830000.0,
Total Operating Income As Reported,-182238000.0,293687000.0,,,-545553000.0,-18025000.0
Diluted Average Shares,562834000.0,562833000.0,,563526000.0,562825000.0,562825323.0
Basic Average Shares,562834000.0,562833000.0,,562825000.0,562825000.0,562825323.0
Diluted EPS,-1.11336,-0.13798,,0.1544,-1.44247,-0.637519
Basic EPS,-1.11336,-0.13798,,0.15459,-1.44247,-0.637519
Diluted NI Availto Com Stockholders,-626635000.0,-77657000.0,41409000.0,87006000.0,-811858000.0,
Net Income Common Stockholders,-626635000.0,-77657000.0,41409000.0,87006000.0,-811858000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,-626635000.0,-77657000.0,41409000.0,87006000.0,-811858000.0,
Minority Interests,19127000.0,-1393000.0,-12085000.0,-17835000.0,26505000.0,
Net Income Including Noncontrolling Interests,-645762000.0,-76264000.0,53494000.0,104841000.0,-838363000.0,
Net Income Continuous Operations,-645762000.0,-76264000.0,53494000.0,104841000.0,-838363000.0,
Tax Provision,70325000.0,63265000.0,63128000.0,53948000.0,47424000.0,
Pretax Income,-575437000.0,-12999000.0,116622000.0,158789000.0,-790939000.0,
Special Income Charges,-568752000.0,-25208000.0,-33733000.0,11466000.0,-826741000.0,
Other Special Charges,181000.0,25208000.0,68000.0,-7644000.0,20000000.0,
Impairment Of Capital Assets,568571000.0,0.0,33665000.0,-3822000.0,806741000.0,
Net Non Operating Interest Income Expense,-365389000.0,-366292000.0,-340712000.0,-293291000.0,-339267000.0,
Total Other Finance Cost,222631000.0,210402000.0,178495000.0,152701000.0,192338000.0,
Interest Expense Non Operating,145194000.0,157515000.0,164889000.0,143232000.0,148625000.0,
Interest Income Non Operating,2436000.0,1625000.0,2672000.0,2642000.0,1696000.0,
Operating Income,415303000.0,350061000.0,441854000.0,378728000.0,309396000.0,
Operating Expense,490557000.0,466440000.0,455331000.0,472899000.0,487451000.0,
Other Operating Expenses,66918000.0,62075000.0,83641000.0,76905000.0,86235000.0,
Depreciation And Amortization In Income Statement,19356000.0,20148000.0,21516000.0,22275000.0,22363000.0,
Depreciation Income Statement,19356000.0,20148000.0,21516000.0,22275000.0,22363000.0,
Selling General And Administration,279219000.0,266415000.0,206010000.0,263192000.0,264296000.0,
Selling And Marketing Expense,97116000.0,90636000.0,76565000.0,73481000.0,79088000.0,
General And Administrative Expense,182103000.0,175779000.0,129445000.0,189711000.0,185208000.0,
Gross Profit,905860000.0,816501000.0,897185000.0,851627000.0,796847000.0,
Cost Of Revenue,2093658000.0,1959696000.0,2140906000.0,2024488000.0,1911992000.0,
Total Revenue,2999518000.0,2776197000.0,3038091000.0,2876115000.0,2708839000.0,
Operating Revenue,2999518000.0,2776197000.0,3038091000.0,2876115000.0,2708839000.0,
